EQM1 Código;EQM1;Identificador Elemento Inventario;Código Vía;Vía;PK Inicial;PK Final;Línea Código;Línea Eje;Línea Descripción;Clase de vía;Tipo de asiento - Sobre Balasto;Estado Elemento Inventario;Id. Inventario;Código Trayecto;Trayecto;Trayecto Pk Ini;Trayecto Pk Fin
12123;Alagon-VIA;TRMV - 70800 CASETAS - VIA 4 DE CASETAS;85173;VIA 4 DE CASETAS;327,485;328,447;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470421;022000230;GRISEN-CASETAS                                                                                                                  ;327,485;328,447
12123;Alagon-VIA;TRMV - 70800 CASETAS - VIA 6 DE CASETAS;85174;VIA 6 DE CASETAS;327,227;328,213;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470422;022000230;GRISEN-CASETAS                                                                                                                  ;327,227;328,213
12123;Alagon-VIA;TRMV - 70800 CASETAS - VIA 7 DE CASETAS;85184;VIA 7 DE CASETAS;15,106;16,2;700;1 ;INT. ABANDO IND. PRIETO-CASETAS;;;En Servicio/No Mantenible;107464080;022000230;GRISEN-CASETAS                                                                                                                  ;15,106;16,2
12123;Alagon-VIA;TRMV - 70800 CASETAS - VIA 8 DE CASETAS;85175;VIA 8 DE CASETAS;327,675;328,924;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470423;022000230;GRISEN-CASETAS                                                                                                                  ;327,675;328,924
12123;Alagon-VIA;TRMV - 70800 CASETAS - VIA 9 DE CASETAS;85185;VIA 9 DE CASETAS;15,146;15,685;700;1 ;INT. ABANDO IND. PRIETO-CASETAS;;;En Servicio/Mantenible;107464083;022000230;GRISEN-CASETAS                                                                                                                  ;15,146;15,685
12108;Caspe - VIA;TRMV - 71201 SAMPER - VIA 3/5 DE SAMPER;601496;ESCAPE 3/5 DE SAMPER;421,906;422,;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/No Mantenible;107470772;022100060;LA PUEBLA DE HIJAR-SAMPER                                                                                                       ;421,906;422,
12108;Caspe - VIA;TRMV - 71204 CASPE - MIRAFLORES-REUS, U;2400;MIRAFLORES-REUS, U;452,678;453,39;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107454673;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;453,043;490,231
12108;Caspe - VIA;TRMV - 71207 NONASPE - VIA 2 DE NONASPE;85318;VIA 2 DE NONASPE;479,669;480,411;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107465077;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;479,669;480,411
12108;Caspe - VIA;TRMV - 71207 NONASPE - VIA 3 DE NONASPE;85320;VIA 3 DE NONASPE;479,717;480,458;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107465078;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;479,717;480,458
13114;Mora La Nova- VIA;TRMV - 71304 PRADELL - VIA 2 DE PRADELL;85378;VIA 2 DE PRADELL;555,981;556,571;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107465289;022100120;MORA LA NOVA-REUS                                                                                                               ;555,981;556,571
13114;Mora La Nova- VIA;TRMV - 71304 PRADELL - VIA 3 DE PRADELL;85377;VIA 3 DE PRADELL;555,98;556,229;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107465287;022100120;MORA LA NOVA-REUS                                                                                                               ;555,98;556,229
13114;Mora La Nova- VIA;TRMV - 71304 PRADELL - VIA 5 DE PRADELL;85379;VIA 5 DE PRADELL;555,937;556,085;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107465290;022100120;MORA LA NOVA-REUS                                                                                                               ;555,937;556,085
13112;S. Vicenç de Calders - VIA;TRMV - 71701 SITGES - VIA 1/3 DE SITGES;85570;VIA 1/3 DE SITGES;642,554;642,635;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465350;022000500;VILANOVA I LA GELTRU-SITGES                                                                                                     ;642,554;642,635
13112;S. Vicenç de Calders - VIA;TRMV - 71701 SITGES - VIA 4/2 DE SITGES;85571;VIA 4/2 DE SITGES;643,01;643,091;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465351;022000500;VILANOVA I LA GELTRU-SITGES                                                                                                     ;643,01;643,091
13112;S. Vicenç de Calders - VIA;TRMV - 71703 GARRAF - VIA 1/3 DE GARRAF;85579;VIA 1/3 DE GARRAF;651,524;651,595;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465356;022000510;SITGES-CASTELLDEFELS                                                                                                            ;651,524;651,595
13112;S. Vicenç de Calders - VIA;TRMV - 71703 GARRAF - VIA 3/1 DE GARRAF;85580;VIA 3/1 DE GARRAF;652,029;652,093;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465357;022000510;SITGES-CASTELLDEFELS                                                                                                            ;652,029;652,093
14113;Martorell - VIA;TRMV - 72202 L`ARBOÇ - VIA 4 DE L`ARBOÇ;85685;VIA 4 DE L`ARBOÇ;36,1;36,1;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;;;En Servicio/Mantenible;107464251;022400010;SANT VICENÇ DE CALDERS-L ARBOÇ                                                                                                  ;36,1;37,13
13116;Borges Blanques- VIA;TRMV - 73005 VINAIXA - VIA 2 DE VINAIXA;85821;VIA 2 DE VINAIXA;39,985;40,749;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470604;022000430;PUIGVERD DE LLEIDA-ARTESA-VINAIXA                                                                                               ;39,985;40,749
13116;Borges Blanques- VIA;TRMV - 73005 VINAIXA - VIA 3 DE VINAIXA;85822;VIA 3 DE VINAIXA;40,037;40,795;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470605;022000430;PUIGVERD DE LLEIDA-ARTESA-VINAIXA                                                                                               ;40,037;40,795
13113;Reus - VIA;TRMV - 73101 ALCOVER - VIA 2 DE ALCOVER;85837;VIA 2 DE ALCOVER;73,807;74,59;230;2 ;PLANA-PICAMOIXON - REUS;;;En Servicio/Mantenible;107470614;022300010;LA PLANA-PICAMOIXONS-REUS                                                                                                       ;73,807;74,59
13113;Reus - VIA;TRMV - 73101 ALCOVER - VIA 3 DE ALCOVER;85838;VIA 3 DE ALCOVER;73,867;74,628;230;2 ;PLANA-PICAMOIXON - REUS;;;En Servicio/Mantenible;107470615;022300010;LA PLANA-PICAMOIXONS-REUS                                                                                                       ;73,867;74,628
12111;Huesca - VIA;TRMV - 74200 HUESCA - VIA 2/1 DE HUESCA;85841;VIA 2/1 DE HUESCA;21,58;21,648;070;12;BIF HUESCA - HUESCA;;;En Servicio/No Mantenible;107467032;120700055;BIF. HOYA DE HUESCA-HUESCA                                                                                                      ;21,58;21,648
12111;Huesca - VIA;TRMV - 74200 HUESCA - VIA 21R DE HUESCA;85846;VIA 2l RC DE HUESCA;20,959;21,127;070;12;BIF HUESCA - HUESCA;;;En Servicio/Mantenible;107467430;120700055;BIF. HOYA DE HUESCA-HUESCA                                                                                                      ;20,959;21,127
12111;Huesca - VIA;TRMV - 74200 HUESCA - VIA 5/6 DE HUESCA;85845;VIA 5/6 DE HUESCA;21,58;21,648;070;12;BIF HUESCA - HUESCA;;;En Servicio/No Mantenible;107467429;120700055;BIF. HOYA DE HUESCA-HUESCA                                                                                                      ;21,58;21,648
14116;Vic - VIA;TRMV - 77110 MANLLEU - VIA 2 DE MANLLEU;85944;VIA 2 DE MANLLEU;77,18;77,67;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;;En Servicio/Mantenible;107464688;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;77,18;77,67
14116;Vic - VIA;TRMV - 77110 MANLLEU - VIA 3 DE MANLLEU;85945;VIA 3 DE MANLLEU;77,237;77,625;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;;En Servicio/Mantenible;107464689;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;77,237;77,625
14116;Vic - VIA;TRMV - 77111 TORELLO - VIA 2 DE TORELLO;85948;VIA 2 DE TORELLO;84,876;85,353;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;;En Servicio/Mantenible;107464690;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;84,876;85,353
14116;Vic - VIA;TRMV - 77111 TORELLO - VIA 4 DE TORELLO;85949;VIA 4 DE TORELLO;84,939;85,289;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;;En Servicio/Mantenible;107464691;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;84,939;85,289
14117;Ripoll - VIA;TRMV - 77200 RIPOLL - VIA 11T DE RIPOLL;85952;VIA 11T DE RIPOLL;105,232;105,471;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;;En Servicio/Mantenible;107464766;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;105,232;105,471
13122;Monzon - VIA;TRMV - 78300 SELGUA - VIA 1/2 DE SELGUA;86031;VIA 1/2 DE SELGUA;122,435;122,52;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107470789;022000360;SARIÑENA-SELGUA                                                                                                                 ;122,435;122,52
13122;Monzon - VIA;TRMV - 78300 SELGUA - VIA 3/1 DE SELGUA;86036;VIA 3/1 DE SELGUA;123,178;123,262;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107470793;022000360;SARIÑENA-SELGUA                                                                                                                 ;123,178;123,262
13122;Monzon - VIA;TRMV - 78302 BINEFAR - VIA 2 DE BINEFAR;86048;VIA 2 DE BINEFAR;137,879;137,879;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470795;022000380;MONZON-RIO CINCA-BINEFAR                                                                                                        ;137,879;138,56
13122;Monzon - VIA;TRMV - 78302 BINEFAR - VIA 3 DE BINEFAR;86047;VIA 3 DE BINEFAR;137,805;137,805;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470794;022000380;MONZON-RIO CINCA-BINEFAR                                                                                                        ;137,805;138,605
13121;Lleida - VIA;TRMV - 78404 GOLMES - LERIDA-MANRESA, U;2700;LERIDA-MANRESA, U;208,408;209,408;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;;;En Servicio/Mantenible;107454843;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;185,747;240,104
13121;Lleida - VIA;TRMV - 78408 TARREGA - VIA 3 DE TARREGA;86124;VIA 3 DE TARREGA;226,346;227,074;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;;;En Servicio/Mantenible;107470807;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;226,346;227,074
13121;Lleida - VIA;TRMV - 78408 TARREGA - VIA 5 DE TARREGA;86126;VIA 5 DE TARREGA;226,545;227,037;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;;;En Servicio/Mantenible;107470808;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;226,545;227,037
13121;Lleida - VIA;TRMV - 78500 CERVERA - VIA 2 DE CERVERA;86132;VIA 2 DE CERVERA;239,915;239,915;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;;;En Servicio/Mantenible;107470810;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;239,915;240,628
13121;Lleida - VIA;TRMV - 78500 CERVERA - VIA 3 DE CERVERA;86131;VIA 3 DE CERVERA;239,942;239,942;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;;;En Servicio/Mantenible;107470809;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;239,942;240,356
14114;Manresa - VIA;TRMV - 78600 MANRESA - VIA 4 DE MANRESA;86152;VIA 4 DE MANRESA;301,355;302,224;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;;;En Servicio/Mantenible;107470926;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;301,355;302,224
14114;Manresa - VIA;TRMV - 78600 MANRESA - VIA 6 DE MANRESA;86150;VIA 6 DE MANRESA;301,138;302,172;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;;;En Servicio/Mantenible;107470820;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;301,138;302,172
14114;Manresa - VIA;TRMV - 78600 MANRESA - VIA 8 DE MANRESA;86154;VIA 8 DE MANRESA;301,631;302,112;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;;;En Servicio/Mantenible;107470928;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;301,631;302,112
14120;Girona - VIA;TRMV - 79300 GIRONA - VIA 2/4 DE GIRONA;86329;VIA 2/4 DE GIRONA;204,747;204,868;270;2 ;CERBERE - BIF. ARAGO;;;En Servicio/No Mantenible;107462577;022700125;GIRONA-MERCADERIES-GIRONA                                                                                                       ;204,747;204,868
14121;Port Bou;TRMV - 79312 LLANÇA - VIA 1/2 DE LLANÇA;604141;VIA 1/2 DE LLANÇA;265,745;265,815;270;2 ;CERBERE - BIF. ARAGO;;;En Servicio/No Mantenible;107468817;022700150;FIGUERES-PORTBOU                                                                                                                ;265,745;265,815
14121;Port Bou;TRMV - 79312 LLANÇA - VIA 2/1 DE LLANÇA;601898;VIA 2/1 DE LLANÇA;266,886;266,956;270;2 ;CERBERE - BIF. ARAGO;;;En Servicio/No Mantenible;107470902;022700150;FIGUERES-PORTBOU                                                                                                                ;266,886;266,956
14121;Port Bou;TRMV - 79312 LLANÇA - VIA 4/2 DE LLANÇA;86448;VIA 4/2 DE LLANÇA;266,69;266,78;270;2 ;CERBERE - BIF. ARAGO;;;En Servicio/No Mantenible;107470821;022700150;FIGUERES-PORTBOU                                                                                                                ;266,69;266,78
14121;Port Bou;TRMV - 79315 PORTBOU - VIA 4 DE PORTBOU;604126;VIA 4 DE PORTBOU;272,719;273,542;270;2 ;CERBERE - BIF. ARAGO;;;En Servicio/Mantenible;107468804;022700150;FIGUERES-PORTBOU                                                                                                                ;272,719;273,542
14121;Port Bou;TRMV - 79315 PORTBOU - VIA 6 DE PORTBOU;604127;VIA 6 DE PORTBOU;272,873;273,343;270;2 ;CERBERE - BIF. ARAGO;;;En Servicio/Mantenible;107468805;022700150;FIGUERES-PORTBOU                                                                                                                ;272,873;273,343
14121;Port Bou;TRMV - 79315 PORTBOU - VIA 8 DE PORTBOU;604128;VIA 8 DE PORTBOU;272,735;273,292;270;2 ;CERBERE - BIF. ARAGO;;;En Servicio/Mantenible;107468806;022700150;FIGUERES-PORTBOU                                                                                                                ;272,735;273,292
14120;Girona - VIA;TRMV - 79319 RIU TER - VIA 3 DE RIU TER;997046;VIA 3 DE RIU TER;215,921;216,907;270;2 ;CERBERE - BIF. ARAGO;;;En Servicio/Mantenible;107466348;022700130;GIRONA-VILAMALLA                                                                                                                ;215,921;216,907
14118;Mataro - VIA;TRMV - 79405 MONTGAT - VIA 3 DE MONTGAT;603924;VIA 3 DE MONTGAT;116,213;116,586;276;2 ;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;;;En Servicio/Mantenible;107468620;022760140;MATARO - BIF. SAGRERA-AG.KM. 108,0                                                                                              ;116,213;116,586
14118;Mataro - VIA;TRMV - 79500 MATARO - VIA 2/4 DE MATARO;603912;VIA 2/4 DE MATARO;131,978;132,067;276;2 ;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;;;En Servicio/No Mantenible;107468615;022760140;MATARO - BIF. SAGRERA-AG.KM. 108,0                                                                                              ;131,978;132,067
14118;Mataro - VIA;TRMV - 79500 MATARO - VIA 3/1 DE MATARO;603920;VIA 3/1 DE MATARO;133,374;133,454;276;2 ;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;;;En Servicio/No Mantenible;107468618;022760140;MATARO - BIF. SAGRERA-AG.KM. 108,0                                                                                              ;133,374;133,454
14118;Mataro - VIA;TRMV - 79500 MATARO - VIA 4/2 DE MATARO;950011;VIA 4/2 DE MATARO;132,318;132,391;276;2 ;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;;;En Servicio/No Mantenible;107468971;022760140;MATARO - BIF. SAGRERA-AG.KM. 108,0                                                                                              ;132,318;132,391
14118;Mataro - VIA;TRMV - 79603 CALELLA - VIA 2 DE CALELLA;86393;VIA 2 DE CALELLA;48,615;49,139;276;2 ;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;;;En Servicio/Mantenible;107468406;022760120;CALELLA - ARENYS DE MAR                                                                                                         ;48,615;49,139
14118;Mataro - VIA;TRMV - 79603 CALELLA - VIA 4 DE CALELLA;86394;VIA 4 DE CALELLA;48,67;49,075;276;2 ;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;;;En Servicio/Mantenible;107468407;022760120;CALELLA - ARENYS DE MAR                                                                                                         ;48,67;49,075
14118;Mataro - VIA;TRMV - 79603 CALELLA - VIA 6 DE CALELLA;86395;VIA 6 DE CALELLA;48,56;48,97;276;2 ;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;;;En Servicio/Mantenible;107468408;022760120;CALELLA - ARENYS DE MAR                                                                                                         ;48,56;48,97
12123;Alagon-VIA;TRMV - 81207 LUCENI - VIA 1/2 DE LUCENI;86603;VIA ESCAPE 1/2 DE LUCENI;37,179;37,249;700;1 ;INT. ABANDO IND. PRIETO-CASETAS;;;En Servicio/No Mantenible;107463622;017000020;CABAÑAS DE EBRO-CORTES DE NAVARRA                                                                                               ;37,179;37,249
12123;Alagon-VIA;TRMV - 81207 LUCENI - VIA 1/3 DE LUCENI;86608;VIA ESCAPE 1/3 DE LUCENI;38,105;38,185;700;1 ;INT. ABANDO IND. PRIETO-CASETAS;;;En Servicio/No Mantenible;107463627;017000020;CABAÑAS DE EBRO-CORTES DE NAVARRA                                                                                               ;38,105;38,185
12123;Alagon-VIA;TRMV - 81207 LUCENI - VIA 2/1 DE LUCENI;86607;VIA ESCAPE 2/1 DE LUCENI;38,022;38,092;700;1 ;INT. ABANDO IND. PRIETO-CASETAS;;;En Servicio/No Mantenible;107463626;017000020;CABAÑAS DE EBRO-CORTES DE NAVARRA                                                                                               ;38,022;38,092
12123;Alagon-VIA;TRMV - 81210 ALAGON - VIA 1/2 DE ALAGON;86618;VIA 1/2 DE ALAGON;25,138;25,21;700;1 ;INT. ABANDO IND. PRIETO-CASETAS;;;En Servicio/No Mantenible;107463330;017000010;CASETAS-CABAÑAS DE EBRO                                                                                                         ;25,138;25,21
12123;Alagon-VIA;TRMV - 81210 ALAGON - VIA 2/1 DE ALAGON;86613;VIA 2/1 DE ALAGON;24,332;24,401;700;1 ;INT. ABANDO IND. PRIETO-CASETAS;;;En Servicio/No Mantenible;107463324;017000010;CASETAS-CABAÑAS DE EBRO                                                                                                         ;24,332;24,401
12105;Ricla-La Almunia - VIA;TRMV - 70706 GRISEN - VIA 3-3A DE GRISEN;85167;VIA 3-3A DE GRISEN;312,997;312,997;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107465342;022000220;CAMBIADOR PLASENCIA AG. KM. 308,6-GRISEN                                                                                        ;312,997;314,927
12123;Alagon-VIA;TRMV - 70800 CASETAS - VIA 10 DE CASETAS;85176;VIA 10 DE CASETAS;327,675;327,96;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470424;022000230;GRISEN-CASETAS                                                                                                                  ;327,675;327,96
12123;Alagon-VIA;TRMV - 70800 CASETAS - VIA 11 DE CASETAS;85186;VIA 11 DE CASETAS;15,18;15,644;700;1 ;INT. ABANDO IND. PRIETO-CASETAS;;;En Servicio/Mantenible;107464084;022000230;GRISEN-CASETAS                                                                                                                  ;15,18;15,644
12123;Alagon-VIA;TRMV - 70800 CASETAS - VIA 12 DE CASETAS;85177;VIA 12 DE CASETAS;327,675;327,997;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470425;022000230;GRISEN-CASETAS                                                                                                                  ;327,675;327,997
12123;Alagon-VIA;TRMV - 70800 CASETAS - VIA 13 DE CASETAS;85187;VIA 13 DE CASETAS;15,07;15,72;700;1 ;INT. ABANDO IND. PRIETO-CASETAS;;;En Servicio/Mantenible;107464085;022000230;GRISEN-CASETAS                                                                                                                  ;15,07;15,72
12123;Alagon-VIA;TRMV - 70800 CASETAS - VIA 15 DE CASETAS;85188;VIA 15 DE CASETAS;15,54;15,605;700;1 ;INT. ABANDO IND. PRIETO-CASETAS;;;En Servicio/Mantenible;107464086;022000230;GRISEN-CASETAS                                                                                                                  ;15,54;15,605
12123;Alagon-VIA;TRMV - 70800 CASETAS - VIA 1D DE CASETAS;85190;VIA 1D DE CASETAS;15,745;15,893;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470433;022000230;GRISEN-CASETAS                                                                                                                  ;15,745;15,893
12123;Alagon-VIA;TRMV - 70800 CASETAS - VIA 31 DE CASETAS;950332;VIA 31 DE CASETAS;15,36;15,704;700;1 ;INT. ABANDO IND. PRIETO-CASETAS;;;En Servicio/Mantenible;107466092;022000230;GRISEN-CASETAS                                                                                                                  ;15,36;15,704
12108;Caspe - VIA;TRMV - 71105 QUINTO - MIRAFLORES-REUS, U;2400;MIRAFLORES-REUS, U;383,978;384,792;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107454666;022100040;LA CARTUJA-AGUJA KM. 351,1-LA ZAIDA-SASTAGO                                                                                     ;351,1;396,825
12108;Caspe - VIA;TRMV - 71109 AZAILA - MIRAFLORES-REUS, U;2400;MIRAFLORES-REUS, U;405,3;406,3;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107454668;022100050;LA ZAIDA-SASTAGO-LA PUEBLA DE HIJAR                                                                                             ;396,825;412,652
12108;Caspe - VIA;TRMV - 71201 SAMPER - MIRAFLORES-REUS, U;2400;MIRAFLORES-REUS, U;421,587;422,769;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107454670;022100070;SAMPER-ESCATRON                                                                                                                 ;422,143;430,355
12108;Caspe - VIA;TRMV - 71206 FABARA - MIRAFLORES-REUS, U;2400;MIRAFLORES-REUS, U;470,205;470,912;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107454675;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;453,043;490,231
13113;Reus - VIA;TRMV - 71400 REUS - REUS - KM. 590,45, U;3000;REUS - KM. 590,45, U;579,824;580,324;234;2 ;REUS-CONSTANTI;;;En Servicio/Mantenible;107454989;022340010;REUS-CONSTANTI                                                                                                                  ;579,824;590,45
13112;S. Vicenç de Calders - VIA;TRMV - 71701 SITGES - VIA 1/2A DE SITGES;85567;VIA 1/2A DE SITGES;642,27;642,364;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465347;022000500;VILANOVA I LA GELTRU-SITGES                                                                                                     ;642,27;642,364
13112;S. Vicenç de Calders - VIA;TRMV - 71701 SITGES - VIA 1/2B DE SITGES;85572;VIA 1/2B DE SITGES;643,447;643,538;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465352;022000500;VILANOVA I LA GELTRU-SITGES                                                                                                     ;643,447;643,538
13112;S. Vicenç de Calders - VIA;TRMV - 71701 SITGES - VIA 2/1A DE SITGES;85569;VIA 2/1A DE SITGES;642,445;643,536;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465349;022000500;VILANOVA I LA GELTRU-SITGES                                                                                                     ;642,445;643,536
13112;S. Vicenç de Calders - VIA;TRMV - 71701 SITGES - VIA 2/1B DE SITGES;85573;VIA 2/1B DE SITGES;643,549;643,64;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465353;022000500;VILANOVA I LA GELTRU-SITGES                                                                                                     ;643,549;643,64
13112;S. Vicenç de Calders - VIA;TRMV - 71703 GARRAF - VIA 1/2A DE GARRAF;85575;VIA 1/2A DE GARRAF;651,295;651,339;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465354;022000510;SITGES-CASTELLDEFELS                                                                                                            ;651,295;651,339
13112;S. Vicenç de Calders - VIA;TRMV - 71703 GARRAF - VIA 1/2B DE GARRAF;85582;VIA 1/2B DE GARRAF;652,152;652,246;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465359;022000510;SITGES-CASTELLDEFELS                                                                                                            ;652,152;652,246
13112;S. Vicenç de Calders - VIA;TRMV - 71703 GARRAF - VIA 2/1A DE GARRAF;85577;VIA 2/1A DE GARRAF;651,438;651,534;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465355;022000510;SITGES-CASTELLDEFELS                                                                                                            ;651,438;651,534
13112;S. Vicenç de Calders - VIA;TRMV - 71703 GARRAF - VIA 2/1B DE GARRAF;85581;VIA 2/1B DE GARRAF;652,065;652,141;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465358;022000510;SITGES-CASTELLDEFELS                                                                                                            ;652,065;652,141
12111;Huesca - VIA;TRMV - 74217 CANFRANC - JACA-CANFRANC, U;2520;JACA-CANFRANC, U;24,;25,16;204;2 ;BIF. CANFRANC - CANFRANC;;;En Servicio/Mantenible;107454789;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
13121;Lleida - VIA;TRMV - 78408 TARREGA - LERIDA-MANRESA, U;2700;LERIDA-MANRESA, U;226,346;227,074;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;;;En Servicio/Mantenible;107454847;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;185,747;240,104
13121;Lleida - VIA;TRMV - 78500 CERVERA - LERIDA-MANRESA, U;2700;LERIDA-MANRESA, U;239,929;240,662;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;;;En Servicio/Mantenible;107454848;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
