EQM1 Código;EQM1;Identificador Elemento Inventario;Código Vía;Vía;PK Inicial;PK Final;Línea Código;Línea Eje;Línea Descripción;Clase de vía;Tipo de asiento - Sobre Balasto;Estado Elemento Inventario;Id. Inventario;Código Trayecto;Trayecto;Trayecto Pk Ini;Trayecto Pk Fin
14116;Vic - VIA;TRMV - 77109 VIC - VIA 2 DE VIC;85937;VIA 2 DE VIC;68,515;69,284;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;;En Servicio/Mantenible;107464686;022220040;LA GARRIGA-VIC                                                                                                                  ;68,515;69,284
14116;Vic - VIA;TRMV - 77109 VIC - VIA 3 DE VIC;85939;VIA 3 DE VIC;68,809;69,241;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;;En Servicio/Mantenible;107464687;022220040;LA GARRIGA-VIC                                                                                                                  ;68,809;69,241
14116;Vic - VIA;TRMV - 77109 VIC - VIA 3M DE VIC;604033;VIA 3M DE VIC;69,582;70,276;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;;En Servicio/Mantenible;107465605;022220040;LA GARRIGA-VIC                                                                                                                  ;69,582;70,276
14116;Vic - VIA;TRMV - 77109 VIC - VIA 4T DE VIC;85941;VIA 4T DE VIC;68,809;69,241;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;;En Servicio/Mantenible;107465776;022220040;LA GARRIGA-VIC                                                                                                                  ;68,809;69,241
14116;Vic - VIA;TRMV - 77109 VIC - VIA 6T DE VIC;85938;VIA 6T DE VIC;68,872;69,335;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;;En Servicio/Mantenible;107465770;022220040;LA GARRIGA-VIC                                                                                                                  ;68,872;69,335
14116;Vic - VIA;TRMV - 77109 VIC - VIC-RIPOLL, U;3600;VIC-RIPOLL, U;68,667;70,276;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;;En Servicio/Mantenible;107455302;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
13114;Mora La Nova- VIA;TRMV - 71210 FLIX - VIA 2 DE FLIX;85332;VIA 2 DE FLIX;511,107;511,886;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107461927;022100100;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;511,107;511,886
13114;Mora La Nova- VIA;TRMV - 71210 FLIX - VIA 3 DE FLIX;85333;VIA 3 DE FLIX;510,55;511,842;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107461937;022100100;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;510,55;511,842
13114;Mora La Nova- VIA;TRMV - 71210 FLIX - VIA 4 DE FLIX;85330;VIA 4 DE FLIX;511,659;511,773;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107461926;022100100;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;511,659;511,773
13114;Mora La Nova- VIA;TRMV - 71210 FLIX - VIA 5 DE FLIX;85335;VIA 5 DE FLIX;511,444;511,712;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107461928;022100100;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;511,444;511,712
13114;Mora La Nova- VIA;TRMV - 71211 ASCO - VIA 2 DE ASCO;85338;VIA 2 DE ASCO;517,989;518,693;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107465084;022100110;FLIX-MORA LA NOVA                                                                                                               ;517,989;518,693
13114;Mora La Nova- VIA;TRMV - 71211 ASCO - VIA 3 DE ASCO;85337;VIA 3 DE ASCO;517,953;518,641;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107465083;022100110;FLIX-MORA LA NOVA                                                                                                               ;517,953;518,641
13113;Reus - VIA;TRMV - 71400 REUS - VIA 1 DE REUS;996077;VIA 1 DE REUS;578,74;580,341;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/No Mantenible;107465911;022100120;MORA LA NOVA-REUS                                                                                                               ;578,74;580,341
13113;Reus - VIA;TRMV - 71400 REUS - VIA 3 DE REUS;996075;VIA 3 DE REUS;579,092;580,411;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/No Mantenible;107465910;022100120;MORA LA NOVA-REUS                                                                                                               ;579,092;580,411
13113;Reus - VIA;TRMV - 71400 REUS - VIA 5 DE REUS;996074;VIA 5 DE REUS;579,139;579,704;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/No Mantenible;107463676;022100120;MORA LA NOVA-REUS                                                                                                               ;579,139;579,704
13113;Reus - VIA;TRMV - 71400 REUS - VIA 7 DE REUS;85404;VIA 7 DE REUS;578,822;579,729;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/No Mantenible;107465912;022100120;MORA LA NOVA-REUS                                                                                                               ;578,822;579,729
13113;Reus - VIA;TRMV - 71400 REUS - VIA 9 DE REUS;996073;VIA 9 DE REUS;578,868;579,673;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/No Mantenible;107463675;022100120;MORA LA NOVA-REUS                                                                                                               ;578,868;579,673
14111;L Hospitalet - VIA;TRMV - 71706 GAVA - VIA 3 DE GAVA;86453;VIA 3 DE GAVA;662,4;663,629;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107463232;022000520;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;662,4;663,629
14111;L Hospitalet - VIA;TRMV - 71706 GAVA - VIA 4 DE GAVA;86452;VIA 4 DE GAVA;662,393;663,288;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107463231;022000520;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;662,393;663,288
14111;L Hospitalet - VIA;TRMV - 71706 GAVA - VIA 5 DE GAVA;85592;VIA 5 DE GAVA;662,746;662,945;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107465369;022000520;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;662,746;662,945
14113;Martorell - VIA;TRMV - 72501 RUBI - VIA 3 DE RUBI;85799;VIA 4 DE RUBI;5,845;6,61;246;2 ;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;;;En Servicio/Mantenible;107470447;022460015;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;5,845;6,61
14113;Martorell - VIA;TRMV - 72501 RUBI - VIA 5 DE RUBI;85795;VIA 6 DE RUBI;5,873;6,653;246;2 ;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;;;En Servicio/Mantenible;107470317;022460015;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;5,873;6,653
12111;Huesca - VIA;TRMV - 74213 JACA - VIA 2 DE JACA;85868;VIA 2 DE JACA;110,078;110,415;204;2 ;BIF. CANFRANC - CANFRANC;;;En Servicio/Mantenible;107464852;022040040;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;110,078;110,415
12111;Huesca - VIA;TRMV - 74213 JACA - VIA 3 DE JACA;85872;VIA 3 DE JACA;110,003;110,491;204;2 ;BIF. CANFRANC - CANFRANC;;;En Servicio/Mantenible;107464856;022040040;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;110,003;110,491
12111;Huesca - VIA;TRMV - 74213 JACA - VIA 4 DE JACA;85869;VIA 4 DE JACA;110,121;110,46;204;2 ;BIF. CANFRANC - CANFRANC;;;En Servicio/Mantenible;107464853;022040040;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;110,121;110,46
12111;Huesca - VIA;TRMV - 74213 JACA - VIA 5 DE JACA;85873;VIA 5 DE JACA;110,254;110,524;204;2 ;BIF. CANFRANC - CANFRANC;;;En Servicio/Mantenible;107464857;022040040;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;110,254;110,524
12111;Huesca - VIA;TRMV - 74213 JACA - VIA 6 DE JACA;85870;VIA 6 DE JACA;110,036;110,292;204;2 ;BIF. CANFRANC - CANFRANC;;;En Servicio/Mantenible;107464854;022040040;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;110,036;110,292
12111;Huesca - VIA;TRMV - 74213 JACA - VIA 7 DE JACA;85874;VIA 7 DE JACA;110,282;110,478;204;2 ;BIF. CANFRANC - CANFRANC;;;En Servicio/No Mantenible;107465737;022040040;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;110,282;110,478
12111;Huesca - VIA;TRMV - 74213 JACA - VIA 8 DE JACA;85871;VIA 8 DE JACA;110,153;110,234;204;2 ;BIF. CANFRANC - CANFRANC;;;En Servicio/Mantenible;107464855;022040040;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;110,153;110,234
14116;Vic - VIA;TRMV - 77109 VIC - VIA 1/2 DE VIC;604031;VIA 1/2 DE VIC;68,732;68,802;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;;En Servicio/No Mantenible;107465837;022220040;LA GARRIGA-VIC                                                                                                                  ;68,732;68,802
14116;Vic - VIA;TRMV - 77109 VIC - VIA 11T DE VIC;85935;VIA 11T DE VIC;68,5;69,;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;;En Servicio/Mantenible;107464685;022220040;LA GARRIGA-VIC                                                                                                                  ;68,5;69,
14116;Vic - VIA;TRMV - 77109 VIC - VIA 4/6 DE VIC;604032;VIA 4/6 DE VIC;68,852;68,953;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;;En Servicio/No Mantenible;107465838;022220040;LA GARRIGA-VIC                                                                                                                  ;68,852;68,953
13114;Mora La Nova- VIA;TRMV - 71210 FLIX - VIA 1D DE FLIX;996085;VIA 1D DE FLIX;510,877;510,939;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107461929;022100100;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;510,877;510,939
13114;Mora La Nova- VIA;TRMV - 71210 FLIX - VIA 3D DE FLIX;996086;VIA 3D DE FLIX;511,4;511,486;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107461936;022100100;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;511,4;511,486
13113;Reus - VIA;TRMV - 71400 REUS - VIA 11 DE REUS;996071;VIA 11 DE REUS;578,911;579,632;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/No Mantenible;107463673;022100120;MORA LA NOVA-REUS                                                                                                               ;578,911;579,632
13113;Reus - VIA;TRMV - 71400 REUS - VIA 13 DE REUS;85406;VIA 13 DE REUS;578,95;579,893;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107465909;022100120;MORA LA NOVA-REUS                                                                                                               ;578,95;579,893
13113;Reus - VIA;TRMV - 71400 REUS - VIA 15 DE REUS;85394;VIA 15 DE REUS;579,15;579,694;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107462570;022100120;MORA LA NOVA-REUS                                                                                                               ;579,15;579,694
12104;Calatayud - VIA;TRMV - 70500 ARIZA - VIA 3 DE ARIZA;85113;VIA 3 DE ARIZA;203,658;204,857;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107465110;022000170;SANTA MARIA DE HUERTA-ARIZA                                                                                                     ;203,658;204,857
12104;Calatayud - VIA;TRMV - 70500 ARIZA - VIA 5 DE ARIZA;85115;VIA 5 DE ARIZA;204,464;205,;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107465112;022000170;SANTA MARIA DE HUERTA-ARIZA                                                                                                     ;204,464;205,
12104;Calatayud - VIA;TRMV - 70500 ARIZA - VIA 7 DE ARIZA;85116;VIA 7 DE ARIZA;204,666;205,062;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465113;022000170;SANTA MARIA DE HUERTA-ARIZA                                                                                                     ;204,666;205,062
12104;Calatayud - VIA;TRMV - 70500 ARIZA - VIA 9 DE ARIZA;601493;VIA 9 DE ARIZA;204,565;204,875;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107465518;022000170;SANTA MARIA DE HUERTA-ARIZA                                                                                                     ;204,565;204,875
12105;Ricla-La Almunia - VIA;TRMV - 70605 MORES - VIA 2 DE MORES;85139;VIA 2 DE MORES;263,303;264,059;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470412;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;263,303;264,059
12105;Ricla-La Almunia - VIA;TRMV - 70605 MORES - VIA 3 DE MORES;85138;VIA 3 DE MORES;263,385;264,105;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470411;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;263,385;264,105
12105;Ricla-La Almunia - VIA;TRMV - 70605 MORES - VIA 4 DE MORES;85140;VIA 4 DE MORES;263,616;263,969;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470413;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;263,616;263,969
12105;Ricla-La Almunia - VIA;TRMV - 70605 MORES - VIA 5 DE MORES;85137;VIA 5 DE MORES;263,508;263,728;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470410;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;263,508;263,728
12105;Ricla-La Almunia - VIA;TRMV - 70703 EPILA - VIA 3 DE EPILA;85155;VIA 3 DE EPILA;295,276;295,954;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107465338;022000210;RICLA-LA ALMUNIA-CAMB-AG.KM.308,6                                                                                               ;295,276;295,954
12105;Ricla-La Almunia - VIA;TRMV - 70703 EPILA - VIA 5 DE EPILA;85156;VIA 5 DE EPILA;295,207;296,016;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107465339;022000210;RICLA-LA ALMUNIA-CAMB-AG.KM.308,6                                                                                               ;295,207;296,016
12108;Caspe - VIA;TRMV - 71204 CASPE - VIA 2 DE CASPE;85304;VIA 2 DE CASPE;452,787;453,322;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107464050;022100080;ESCATRON-CASPE                                                                                                                  ;452,787;453,322
12108;Caspe - VIA;TRMV - 71204 CASPE - VIA 3 DE CASPE;85300;VIA 3 DE CASPE;452,678;453,39;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107465170;022100080;ESCATRON-CASPE                                                                                                                  ;452,678;453,39
12108;Caspe - VIA;TRMV - 71204 CASPE - VIA 4 DE CASPE;950977;VIA 4 DE CASPE;452,831;452,999;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107462641;022100080;ESCATRON-CASPE                                                                                                                  ;452,831;452,999
12108;Caspe - VIA;TRMV - 71204 CASPE - VIA 6 DE CASPE;950978;VIA 6 DE CASPE;452,857;453,055;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107462642;022100080;ESCATRON-CASPE                                                                                                                  ;452,857;453,055
12108;Caspe - VIA;TRMV - 71204 CASPE - VIA 8 DE CASPE;950976;VIA 8 DE CASPE;452,719;453,049;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107462640;022100080;ESCATRON-CASPE                                                                                                                  ;452,719;453,049
13114;Mora La Nova- VIA;TRMV - 71210 FLIX - VIA 1/3 DE FLIX;996087;VIA 1/3 DE FLIX;511,224;511,25;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/No Mantenible;107467638;022100100;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;511,224;511,25
13113;Reus - VIA;TRMV - 71400 REUS - VIA SUB DE REUS;85419;VIA SUB DE REUS;580,376;580,545;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;;En Servicio/Mantenible;107463672;022100120;MORA LA NOVA-REUS                                                                                                               ;580,376;580,545
13112;S. Vicenç de Calders - VIA;TRMV - 71603 CUNIT - VIA 3 DE CUNIT;85545;VIA 3 DE CUNIT;626,388;627,29;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107465304;022000480;SANT VICENÇ DE CALDERS-CUNIT                                                                                                    ;626,388;627,29
13112;S. Vicenç de Calders - VIA;TRMV - 71603 CUNIT - VIA 4 DE CUNIT;85548;VIA 4 DE CUNIT;626,517;627,35;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107465307;022000480;SANT VICENÇ DE CALDERS-CUNIT                                                                                                    ;626,517;627,35
14111;L Hospitalet - VIA;TRMV - 71706 GAVA - VIA 1/3 DE GAVA;85598;VIA 1/3 DE GAVA;662,45;662,522;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465374;022000520;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;662,45;662,522
14111;L Hospitalet - VIA;TRMV - 71706 GAVA - VIA 2/4 DE GAVA;85597;VIA 2/4 DE GAVA;662,444;662,519;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465373;022000520;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;662,444;662,519
14111;L Hospitalet - VIA;TRMV - 71706 GAVA - VIA 3/1 DE GAVA;85599;VIA 3/1 DE GAVA;663,19;663,278;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465375;022000520;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;663,19;663,278
14111;L Hospitalet - VIA;TRMV - 71706 GAVA - VIA 4/2 DE GAVA;85594;VIA 4/2 DE GAVA;663,198;663,278;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465370;022000520;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;663,198;663,278
14113;Martorell - VIA;TRMV - 72501 RUBI - VIA 1/2 DE RUBI;85793;VIA 1/2 DE RUBI;6,745;6,812;246;2 ;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;;;En Servicio/Mantenible;107470316;022460015;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;6,745;6,812
14113;Martorell - VIA;TRMV - 72501 RUBI - VIA 2/1 DE RUBI;85797;VIA 2/1 DE RUBI;5,632;5,701;246;2 ;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;;;En Servicio/Mantenible;107470318;022460015;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;5,632;5,701
13112;S. Vicenç de Calders - VIA;TRMV - 76004 VALLS - VIA 2 DE VALLS;85893;VIA 2 DE VALLS;5,695;6,32;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470617;022000450;LA PLANA-PICAMOIXONS-VALLS                                                                                                      ;5,695;6,32
13112;S. Vicenç de Calders - VIA;TRMV - 76004 VALLS - VIA 3 DE VALLS;85895;VIA 3 DE VALLS;5,803;6,288;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470619;022000450;LA PLANA-PICAMOIXONS-VALLS                                                                                                      ;5,803;6,288
13112;S. Vicenç de Calders - VIA;TRMV - 76004 VALLS - VIA 5 DE VALLS;85896;VIA 5 DE VALLS;5,849;6,252;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470620;022000450;LA PLANA-PICAMOIXONS-VALLS                                                                                                      ;5,849;6,252
13112;S. Vicenç de Calders - VIA;TRMV - 76004 VALLS - VIA 7 DE VALLS;85894;VIA 7 DE VALLS;5,732;6,241;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107470618;022000450;LA PLANA-PICAMOIXONS-VALLS                                                                                                      ;5,732;6,241
14117;Ripoll - VIA;TRMV - 77200 RIPOLL - VIC-RIPOLL, U;3600;VIC-RIPOLL, U;105,048;105,586;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;;En Servicio/Mantenible;107455308;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
12109;Tardienta - VIA;TRMV - 78100 ZUERA - VIA 1 DE ZUERA;604022;VIA 1 DE ZUERA;25,339;25,339;070;12;BIF HUESCA - HUESCA;;;En Servicio/Mantenible;107468626;022000320;SAN JUAN DE MOZARRIFAR-ZUERA                                                                                                    ;25,339;26,274
12109;Tardienta - VIA;TRMV - 78100 ZUERA - VIA 4 DE ZUERA;85981;VIA 4 DE ZUERA;25,384;25,384;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470460;022000320;SAN JUAN DE MOZARRIFAR-ZUERA                                                                                                    ;25,384;26,185
12109;Tardienta - VIA;TRMV - 78100 ZUERA - VIA 6 DE ZUERA;85983;VIA 6 DE ZUERA;25,332;25,332;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470462;022000320;SAN JUAN DE MOZARRIFAR-ZUERA                                                                                                    ;25,332;26,23
12109;Tardienta - VIA;TRMV - 78100 ZUERA - VIA 7 DE ZUERA;85984;VIA 7 DE ZUERA;25,451;25,451;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107470463;022000320;SAN JUAN DE MOZARRIFAR-ZUERA                                                                                                    ;25,451;26,067
12109;Tardienta - VIA;TRMV - 78100 ZUERA - VIA 8 DE ZUERA;85985;VIA 8 DE ZUERA;25,512;25,512;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470464;022000320;SAN JUAN DE MOZARRIFAR-ZUERA                                                                                                    ;25,512;26,117
12109;Tardienta - VIA;TRMV - 78100 ZUERA - VIA 9 DE ZUERA;85986;VIA 9 DE ZUERA;25,421;25,421;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107470465;022000320;SAN JUAN DE MOZARRIFAR-ZUERA                                                                                                    ;25,421;26,048
13121;Lleida - VIA;TRMV - 78503 CALAF - VIA 2 DE CALAF;86137;VIA 2 DE CALAF;266,557;267,303;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;;;En Servicio/Mantenible;107470816;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;266,557;267,303
13121;Lleida - VIA;TRMV - 78503 CALAF - VIA 4 DE CALAF;86138;VIA 4 DE CALAF;266,786;267,004;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;;;En Servicio/Mantenible;107470817;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;266,786;267,004
14120;Girona - VIA;TRMV - 79303 FLAÇA - VIA 4 DE FLAÇA;86340;VIA 4 DE FLAÇA;221,659;222,439;270;2 ;CERBERE - BIF. ARAGO;;;En Servicio/Mantenible;107462581;022700130;GIRONA-VILAMALLA                                                                                                                ;221,659;222,439
14120;Girona - VIA;TRMV - 79303 FLAÇA - VIA 6 DE FLAÇA;86341;VIA 6 DE FLAÇA;221,738;222,195;270;2 ;CERBERE - BIF. ARAGO;;;En Servicio/Mantenible;107462582;022700130;GIRONA-VILAMALLA                                                                                                                ;221,738;222,195
14120;Girona - VIA;TRMV - 79303 FLAÇA - VIA 8 DE FLAÇA;86417;VIA 8 DE FLAÇA;221,725;222,042;270;2 ;CERBERE - BIF. ARAGO;;;En Servicio/No Mantenible;107462302;022700130;GIRONA-VILAMALLA                                                                                                                ;221,725;222,042
12104;Calatayud - VIA;TRMV - 70500 ARIZA - VIA 11 DE ARIZA;601494;VIA 11 DE ARIZA;204,875;204,982;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/Mantenible;107465597;022000170;SANTA MARIA DE HUERTA-ARIZA                                                                                                     ;204,875;204,982
14111;L Hospitalet - VIA;TRMV - 71706 GAVA - VIA 1/2A DE GAVA;85596;VIA 1/2A DE GAVA;662,026;662,115;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465372;022000520;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;662,026;662,115
14111;L Hospitalet - VIA;TRMV - 71706 GAVA - VIA 1/2B DE GAVA;85601;VIA 1/2B DE GAVA;663,397;663,487;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465377;022000520;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;663,397;663,487
14111;L Hospitalet - VIA;TRMV - 71706 GAVA - VIA 2/1A DE GAVA;85595;VIA 2/1A DE GAVA;661,909;662,008;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465371;022000520;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;661,909;662,008
14111;L Hospitalet - VIA;TRMV - 71706 GAVA - VIA 2/1B DE GAVA;85600;VIA 2/1B DE GAVA;663,289;663,387;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;;En Servicio/No Mantenible;107465376;022000520;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;663,289;663,387
12111;Huesca - VIA;TRMV - 74213 JACA - JACA-CANFRANC, U;2520;JACA-CANFRANC, U;0,31;0,32;204;2 ;BIF. CANFRANC - CANFRANC;;;En Servicio/Mantenible;107454786;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
