EQM1 Código;EQM1;Identificador Elemento Inventario;Código Vía;Vía;PK Inicial;Línea Código;Línea Descripción;Estado Elemento Inventario;Modelo;Id. Raíz;Tipo Aparato Dilatación;Id. Inventario;Código Trayecto;Trayecto;Trayecto Pk Ini;Trayecto Pk Fin
12108;Caspe - VIA;AD-3-71108;85267;VIA 3 DE LA ZAIDA-SASTAGO;396,717;210;MIRAFLORES - SANT VICENÇ DE CALDERS;En Servicio/Mantenible;;100005522;Tipo Aparato Dilatación - AD Genérico Tipo A;100452199;022100040;LA CARTUJA-AGUJA KM. 351,1-LA ZAIDA-SASTAGO                                                                                     ;396,588;397,325
12108;Caspe - VIA;AD-3-71108;85267;VIA 3 DE LA ZAIDA-SASTAGO;397,238;210;MIRAFLORES - SANT VICENÇ DE CALDERS;En Servicio/Mantenible;;100005522;Tipo Aparato Dilatación - AD Genérico Tipo A;100452200;022100040;LA CARTUJA-AGUJA KM. 351,1-LA ZAIDA-SASTAGO                                                                                     ;396,588;397,325
12108;Caspe - VIA;AD-3-71207;85320;VIA 3 DE NONASPE;480,362;210;MIRAFLORES - SANT VICENÇ DE CALDERS;En Servicio/Mantenible;;100005575;Tipo Aparato Dilatación - AD Genérico Tipo A;100452198;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;479,717;480,458
12106;Zaragoza - VIA;AD-4-5.848;86197;VIA 4 DE COGULLADA;5,848;200;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;En Servicio/Mantenible;AD MARTINET RN 45;100006452;Tipo Aparato Dilatación - Martinet RN 45;31994;022000290;MIRAFLORES-AGUJA KM. 0,9-COGULLADA                                                                                              ;5,65;6,127
12105;Ricla-La Almunia - VIA;AD-I-0.342;200260;GRISEN-CABAÑAS DE EBRO, I;0,342;702;GRISEN-CABAÑAS DE EBRO;En Servicio/Mantenible;;100007281;Tipo Aparato Dilatación - AD Genérico Tipo A;31065;027020010;GRISEN-CABAÑAS DE EBRO                                                                                                          ;0,286;5,933
14111;L Hospitalet - VIA;AD-U-0.263;3200;AEROPUERTO DEL PRAT-EL PRAT DE LLOBREGAT, U;0,263;254;EL PRAT DE LLOBREGAT-AEROPORT;En Servicio/Mantenible;;100000108;Tipo Aparato Dilatación - AD Genérico Martinet;100451620;022540010;AEROPORT-EL PRAT DE LLOBREGAT                                                                                                   ;0,;6,984
14121;Port Bou;AD-U-2.600;200073;VILAMALLA - FIGUERES VILAFANT, U (ANCHO MIXTO);2,6;260;VILAMALLA - FIGUERES VILAFANT;En Servicio/Mantenible;ADH-P-60-340;696336;Tipo Aparato Dilatación - AD Genérico Tipo A;100451947;022600005;VILAMALLA-FIGUERES-VILAFANT                                                                                                     ;1,134;6,4
14111;L Hospitalet - VIA;AD-1-13,802;3190;AG 11 CASTELLBISBAL AGUJAS LLOBREGAT- BARCELONA MORROT, I, (ANCHO MIXTO);13,802;238;CASTELLBISBAL-AGUJAS LLOBREGAT - BARCELONA-MORROT;En Servicio/Mantenible;ADM-H-3HD-60-500;100000104;;1402448;022380020;RIU LLOBREGAT-BARCELONA-CAN TUNIS                                                                                               ;6,18;20,5
14111;L Hospitalet - VIA;AD-1-13.126;3190;AG 11 CASTELLBISBAL AGUJAS LLOBREGAT- BARCELONA MORROT, I, (ANCHO MIXTO);13,126;238;CASTELLBISBAL-AGUJAS LLOBREGAT - BARCELONA-MORROT;En Servicio/Mantenible;;100000104;;1402461;022380020;RIU LLOBREGAT-BARCELONA-CAN TUNIS                                                                                               ;6,18;20,5
14111;L Hospitalet - VIA;AD-1-14,728;3190;AG 11 CASTELLBISBAL AGUJAS LLOBREGAT- BARCELONA MORROT, I, (ANCHO MIXTO);14,728;238;CASTELLBISBAL-AGUJAS LLOBREGAT - BARCELONA-MORROT;En Servicio/Mantenible;;100000104;;1402421;022380020;RIU LLOBREGAT-BARCELONA-CAN TUNIS                                                                                               ;6,18;20,5
14111;L Hospitalet - VIA;AD-1-14.301;3190;AG 11 CASTELLBISBAL AGUJAS LLOBREGAT- BARCELONA MORROT, I, (ANCHO MIXTO);14,301;238;CASTELLBISBAL-AGUJAS LLOBREGAT - BARCELONA-MORROT;En Servicio/Mantenible;ADMIH-G-60-1000;100000104;;1402430;022380020;RIU LLOBREGAT-BARCELONA-CAN TUNIS                                                                                               ;6,18;20,5
14119;Granollers Centre- VIA;AD-1-22.701;3162;BIF. NUDO DE MOLLET (CH5 PK 21,744) - MOLLET SAN FOST (AG. 6 PK  125,229), U;22,701;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;En Servicio/Mantenible;ADH-P-60-340;733454;;1439016;022460035;BIF. NUDO MOLLET-MOLLET-SANT FOST                                                                                               ;21,744;24,
13112;S. Vicenç de Calders - VIA;AD-1-24.057;300050;TARRAGONA-S. VICENT DE C., I;24,057;210;MIRAFLORES - SANT VICENÇ DE CALDERS;En Servicio/Mantenible;;100007352;Tipo Aparato Dilatación - AD Genérico Tipo A;100452349;022100150;TARRAGONA - SANT VICENÇ DE CALDERS                                                                                              ;0,597;25,355
14117;Ripoll - VIA;AD-1-50.690;3610;RIPOLL-LA TOUR DE CAROL, U;50,69;222;LA TOUR DE CAROL - BIF. AIGÜES;En Servicio/Mantenible;;100000119;;1440469;022220095;PUIGCERDA - P.K. 50,707(FRONT)                                                                                                  ;48,6;50,707
14117;Ripoll - VIA;AD-1-92.470;3600;VIC-RIPOLL, U;92,47;222;LA TOUR DE CAROL - BIF. AIGÜES;En Servicio/Mantenible;;100000118;;1440292;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;AD-1-92.640;3600;VIC-RIPOLL, U;92,64;222;LA TOUR DE CAROL - BIF. AIGÜES;En Servicio/Mantenible;;100000118;;1440459;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;AD-1-97.080;3600;VIC-RIPOLL, U;97,08;222;LA TOUR DE CAROL - BIF. AIGÜES;En Servicio/Mantenible;;100000118;;1440465;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
14117;Ripoll - VIA;AD-1-97.370;3600;VIC-RIPOLL, U;97,37;222;LA TOUR DE CAROL - BIF. AIGÜES;En Servicio/Mantenible;;100000118;;1440463;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
14111;L Hospitalet - VIA;AD-2-13,126;3191;AG. 19 CASTELLBISBAL AGUJAS LLOBREGAT - BARCELONA CUN TUNIS, II, (ANCHO MIXTO);13,126;238;CASTELLBISBAL-AGUJAS LLOBREGAT - BARCELONA-MORROT;En Servicio/Mantenible;;100000105;;1402458;022380020;RIU LLOBREGAT-BARCELONA-CAN TUNIS                                                                                               ;6,18;18,563
14111;L Hospitalet - VIA;AD-2-13.802;3191;AG. 19 CASTELLBISBAL AGUJAS LLOBREGAT - BARCELONA CUN TUNIS, II, (ANCHO MIXTO);13,802;238;CASTELLBISBAL-AGUJAS LLOBREGAT - BARCELONA-MORROT;En Servicio/Mantenible;ADM-H-3HD-60-500;100000105;;1402440;022380020;RIU LLOBREGAT-BARCELONA-CAN TUNIS                                                                                               ;6,18;18,563
14111;L Hospitalet - VIA;AD-2-14,301;3191;AG. 19 CASTELLBISBAL AGUJAS LLOBREGAT - BARCELONA CUN TUNIS, II, (ANCHO MIXTO);14,301;238;CASTELLBISBAL-AGUJAS LLOBREGAT - BARCELONA-MORROT;En Servicio/Mantenible;ADMIH-G-60-1000;100000105;;1402428;022380020;RIU LLOBREGAT-BARCELONA-CAN TUNIS                                                                                               ;6,18;18,563
14111;L Hospitalet - VIA;AD-2-14,728;3191;AG. 19 CASTELLBISBAL AGUJAS LLOBREGAT - BARCELONA CUN TUNIS, II, (ANCHO MIXTO);14,728;238;CASTELLBISBAL-AGUJAS LLOBREGAT - BARCELONA-MORROT;En Servicio/Mantenible;;100000105;;1402415;022380020;RIU LLOBREGAT-BARCELONA-CAN TUNIS                                                                                               ;6,18;18,563
13112;S. Vicenç de Calders - VIA;AD-2-24.097;300120;TARRAGONA-S. VICENT DE C., II;24,097;210;MIRAFLORES - SANT VICENÇ DE CALDERS;En Servicio/Mantenible;;100007359;Tipo Aparato Dilatación - AD Genérico Tipo A;100452341;022100150;TARRAGONA - SANT VICENÇ DE CALDERS                                                                                              ;0,522;25,646
12123;Alagon-VIA;AD-4-37.367;86605;VIA 4 DE LUCENI;37,367;700;INT. ABANDO IND. PRIETO-CASETAS;En Servicio/Mantenible;AD-M-54-200;100006860;Tipo Aparato Dilatación - AD-M-54-200;100451461;017000020;CABAÑAS DE EBRO-CORTES DE NAVARRA                                                                                               ;37,326;37,914
12123;Alagon-VIA;AD-4-37.873;86605;VIA 4 DE LUCENI;37,873;700;INT. ABANDO IND. PRIETO-CASETAS;En Servicio/Mantenible;;100006860;Tipo Aparato Dilatación - AD Genérico Tipo A;100452195;017000020;CABAÑAS DE EBRO-CORTES DE NAVARRA                                                                                               ;37,326;37,914
12105;Ricla-La Almunia - VIA;AD-II-0.373;200270;GRISEN-CABAÑAS DE EBRO, II;0,373;702;GRISEN-CABAÑAS DE EBRO;En Servicio/Mantenible;;100007284;Tipo Aparato Dilatación - AD Genérico Tipo A;31074;027020010;GRISEN-CABAÑAS DE EBRO                                                                                                          ;0,358;5,933
14116;Vic - VIA;AD-U-19.980;3500;MONTCADA BIF.-LES FRANQUESES DEL VALLES-VIC, U;19,98;222;LA TOUR DE CAROL - BIF. AIGÜES;En Servicio/No Mantenible;;100000117;Tipo Aparato Dilatación - AD Genérico Tipo A;100451936;022220010;MONTCADA-BIFURCACIO-GRANOLLERS-CANOVELLES                                                                                       ;8,943;28,728
14116;Vic - VIA;AD-U-21.020;3500;MONTCADA BIF.-LES FRANQUESES DEL VALLES-VIC, U;21,02;222;LA TOUR DE CAROL - BIF. AIGÜES;En Servicio/Mantenible;;100000117;Tipo Aparato Dilatación - AD Genérico Tipo A;100451932;022220010;MONTCADA-BIFURCACIO-GRANOLLERS-CANOVELLES                                                                                       ;8,943;28,728
14116;Vic - VIA;AD-U-25.650;3500;MONTCADA BIF.-LES FRANQUESES DEL VALLES-VIC, U;25,65;222;LA TOUR DE CAROL - BIF. AIGÜES;En Servicio/Mantenible;;100000117;Tipo Aparato Dilatación - AD Genérico Tipo A;100451929;022220010;MONTCADA-BIFURCACIO-GRANOLLERS-CANOVELLES                                                                                       ;8,943;28,728
14116;Vic - VIA;AD-U-28.750;3500;MONTCADA BIF.-LES FRANQUESES DEL VALLES-VIC, U;28,75;222;LA TOUR DE CAROL - BIF. AIGÜES;En Servicio/Mantenible;;100000117;Tipo Aparato Dilatación - AD Genérico Tipo A;100451930;022220020;GRANOLLERS-CANOVELLES-LES FRANQUESES DEL VALLES                                                                                 ;28,728;31,388
14116;Vic - VIA;AD-U-30.180;3500;MONTCADA BIF.-LES FRANQUESES DEL VALLES-VIC, U;30,18;222;LA TOUR DE CAROL - BIF. AIGÜES;En Servicio/Mantenible;;100000117;Tipo Aparato Dilatación - AD Genérico Tipo A;100451931;022220020;GRANOLLERS-CANOVELLES-LES FRANQUESES DEL VALLES                                                                                 ;28,728;31,388
14116;Vic - VIA;AD-U-31.680;3500;MONTCADA BIF.-LES FRANQUESES DEL VALLES-VIC, U;31,68;222;LA TOUR DE CAROL - BIF. AIGÜES;En Servicio/Mantenible;;100000117;;1443234;022220030;LES FRANQUESES DEL VALLES-LA GARRIGA                                                                                            ;31,388;37,677
14116;Vic - VIA;AD-U-37.460;3500;MONTCADA BIF.-LES FRANQUESES DEL VALLES-VIC, U;37,46;222;LA TOUR DE CAROL - BIF. AIGÜES;En Servicio/No Mantenible;;100000117;;1443237;022220030;LES FRANQUESES DEL VALLES-LA GARRIGA                                                                                            ;31,388;37,677
14116;Vic - VIA;AD-U-39.990;3500;MONTCADA BIF.-LES FRANQUESES DEL VALLES-VIC, U;39,99;222;LA TOUR DE CAROL - BIF. AIGÜES;En Servicio/Mantenible;;100000117;;1443238;022220040;LA GARRIGA-VIC                                                                                                                  ;37,677;68,667
14116;Vic - VIA;AD-U-41.750;3500;MONTCADA BIF.-LES FRANQUESES DEL VALLES-VIC, U;41,75;222;LA TOUR DE CAROL - BIF. AIGÜES;En Servicio/Mantenible;;100000117;;1443245;022220040;LA GARRIGA-VIC                                                                                                                  ;37,677;68,667
14116;Vic - VIA;AD-U-42.410;3500;MONTCADA BIF.-LES FRANQUESES DEL VALLES-VIC, U;42,41;222;LA TOUR DE CAROL - BIF. AIGÜES;En Servicio/Mantenible;;100000117;;1443247;022220040;LA GARRIGA-VIC                                                                                                                  ;37,677;68,667
14118;Mataro - VIA;AD-U-59.390;3400;MATARO-MATARO-MASSANET, I;59,738;276;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;En Servicio/Mantenible;ADH-P-60-340;100000115;Tipo Aparato Dilatación - AD Genérico Martinet;100451365;022760110;BLANES - CALELLA                                                                                                                ;48,724;60,103
14118;Mataro - VIA;AD-1-110.530;3370;BIF. SAGRERA-AG.KM. 108,0-MATARO, I;110,53;276;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;En Servicio/Mantenible;;1136546;Tipo Aparato Dilatación - AD Genérico Tipo A;100452154;022760140;MATARO - BIF. SAGRERA-AG.KM. 108,0                                                                                              ;108,014;135,569
14118;Mataro - VIA;AD-1-110.700;3370;BIF. SAGRERA-AG.KM. 108,0-MATARO, I;110,7;276;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;En Servicio/Mantenible;;1136546;Tipo Aparato Dilatación - AD Genérico Tipo A;100451353;022760140;MATARO - BIF. SAGRERA-AG.KM. 108,0                                                                                              ;108,014;135,569
14119;Granollers Centre- VIA;AD-1-119.410;200071;BIF. AIGUES -PORT BOU-CERBERE,I;119,41;270;CERBERE - BIF. ARAGO;En Servicio/Mantenible;;123789;;1439004;022700030;MONTCADA I REIXAC-LA LLAGOSTA                                                                                                   ;118,931;122,046
14119;Granollers Centre- VIA;AD-1-128.710;200071;BIF. AIGUES -PORT BOU-CERBERE,I;128,71;270;CERBERE - BIF. ARAGO;En Servicio/Mantenible;;123789;;1439007;022700052;MOLLET-SANT FOST-MONTORNES-BUTANO                                                                                               ;125,015;131,1
14119;Granollers Centre- VIA;AD-1-175.520;200071;BIF. AIGUES -PORT BOU-CERBERE,I;175,52;270;CERBERE - BIF. ARAGO;En Servicio/Mantenible;;123789;;1439010;022700090;GUALBA-MAÇANET-MASSANES                                                                                                         ;162,486;176,462
13121;Lleida - VIA;AD-1-206.530;2700;LERIDA-MANRESA, U;206,526;220;LLEIDA-PIRINEUS - BIF. VILANOVA;En Servicio/Mantenible;;100000085;Tipo Aparato Dilatación - AD Genérico Tipo A;100451559;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;185,747;240,104
14120;Girona - VIA;AD-1-222.304;200071;BIF. AIGUES -PORT BOU-CERBERE,I;222,304;270;CERBERE - BIF. ARAGO;En Servicio/Mantenible;;123789;Tipo Aparato Dilatación - AD Genérico Martinet;100451767;022700130;GIRONA-VILAMALLA                                                                                                                ;205,572;241,627
14120;Girona - VIA;AD-1-222.935;200071;BIF. AIGUES -PORT BOU-CERBERE,I;222,935;270;CERBERE - BIF. ARAGO;En Servicio/Mantenible;;123789;Tipo Aparato Dilatación - AD Genérico Tipo A;100451768;022700130;GIRONA-VILAMALLA                                                                                                                ;205,572;241,627
13121;Lleida - VIA;AD-1-226.340;2700;LERIDA-MANRESA, U;226,336;220;LLEIDA-PIRINEUS - BIF. VILANOVA;En Servicio/Mantenible;;100000085;Tipo Aparato Dilatación - AD Genérico Tipo A;100451564;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;185,747;240,104
14121;Port Bou;AD-1-236.200;200071;BIF. AIGUES -PORT BOU-CERBERE,I;236,2;270;CERBERE - BIF. ARAGO;En Servicio/Mantenible;;123789;Tipo Aparato Dilatación - AD Genérico Tipo A;100451950;022700130;GIRONA-VILAMALLA                                                                                                                ;205,572;241,627
14121;Port Bou;AD-1-246.290;200071;BIF. AIGUES -PORT BOU-CERBERE,I;246,29;270;CERBERE - BIF. ARAGO;En Servicio/Mantenible;;123789;Tipo Aparato Dilatación - AD Genérico Martinet;100451945;022700140;VILAMALLA-FIGUERES                                                                                                              ;241,627;247,07
14121;Port Bou;AD-1-251.512;200071;BIF. AIGUES -PORT BOU-CERBERE,I;251,512;270;CERBERE - BIF. ARAGO;En Servicio/Mantenible;AD-M-54-340-EPM;123789;Tipo Aparato Dilatación - AD-M-54-340-EPM;100451942;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,106
14121;Port Bou;AD-1-265.603;200071;BIF. AIGUES -PORT BOU-CERBERE,I;265,603;270;CERBERE - BIF. ARAGO;En Servicio/Mantenible;AD-M-54-340-EPM;123789;Tipo Aparato Dilatación - AD-M-54-340-EPM;100451940;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,106
13111;Tarragona - VIA;AD-1-265.803;300049;PORT AVENTURA - TARRAGONA, I (ANCHO IBÉRICO);265,803;630;PORT AVENTURA - TARRAGONA;En Servicio/Mantenible;AD-M-54-200;1216041;Tipo Aparato Dilatación - AD-M-54-200;100452402;026300010;PORT AVENTURA - AGUJA CLASIF. KM. 272,0.                                                                                        ;265,3;271,987
13111;Tarragona - VIA;AD-1-267.602;300049;PORT AVENTURA - TARRAGONA, I (ANCHO IBÉRICO);267,602;630;PORT AVENTURA - TARRAGONA;En Servicio/Mantenible;AD-M-54-200;1216041;Tipo Aparato Dilatación - AD-M-54-200;100451681;026300010;PORT AVENTURA - AGUJA CLASIF. KM. 272,0.                                                                                        ;265,3;271,987
13111;Tarragona - VIA;AD-1-268.356;300049;PORT AVENTURA - TARRAGONA, I (ANCHO IBÉRICO);268,356;630;PORT AVENTURA - TARRAGONA;En Servicio/Mantenible;AD-M-54-200;1216041;Tipo Aparato Dilatación - AD-M-54-200;100452458;026300010;PORT AVENTURA - AGUJA CLASIF. KM. 272,0.                                                                                        ;265,3;271,987
14121;Port Bou;AD-1-270.422;200071;BIF. AIGUES -PORT BOU-CERBERE,I;270,422;270;CERBERE - BIF. ARAGO;En Servicio/Mantenible;AD-M-54-340-EPM;123789;Tipo Aparato Dilatación - AD-M-54-340-EPM;100451937;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,106
13111;Tarragona - VIA;AD-1-270.464;300049;PORT AVENTURA - TARRAGONA, I (ANCHO IBÉRICO);270,464;630;PORT AVENTURA - TARRAGONA;En Servicio/Mantenible;AD-M-54-200;1216041;Tipo Aparato Dilatación - AD-M-54-200;100452468;026300010;PORT AVENTURA - AGUJA CLASIF. KM. 272,0.                                                                                        ;265,3;271,987
13111;Tarragona - VIA;AD-1-270.548;300049;PORT AVENTURA - TARRAGONA, I (ANCHO IBÉRICO);270,548;630;PORT AVENTURA - TARRAGONA;En Servicio/Mantenible;AD-M-54-200;1216041;Tipo Aparato Dilatación - AD-M-54-200;100452459;026300010;PORT AVENTURA - AGUJA CLASIF. KM. 272,0.                                                                                        ;265,3;271,987
13111;Tarragona - VIA;AD-1-271.963;300049;PORT AVENTURA - TARRAGONA, I (ANCHO IBÉRICO);271,963;630;PORT AVENTURA - TARRAGONA;En Servicio/Mantenible;AD-M-54-200;1216041;Tipo Aparato Dilatación - AD-M-54-200;100452466;026300010;PORT AVENTURA - AGUJA CLASIF. KM. 272,0.                                                                                        ;265,3;271,987
13111;Tarragona - VIA;AD-1-272.123;300049;PORT AVENTURA - TARRAGONA, I (ANCHO IBÉRICO);272,123;630;PORT AVENTURA - TARRAGONA;En Servicio/Mantenible;AD-M-54-200;1216041;Tipo Aparato Dilatación - AD-M-54-200;100452467;026300020;AGUJA CLASIF. KM. 272,0. - TARRAGONA PORT                                                                                       ;271,987;273,875
14114;Manresa - VIA;AD-1-302.124;86152;VIA 4 DE MANRESA;302,124;220;LLEIDA-PIRINEUS - BIF. VILANOVA;En Servicio/Mantenible;;100006407;Tipo Aparato Dilatación - AD Genérico Martinet;100451623;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;301,355;302,224
13114;Mora La Nova- VIA;AD-1-503.830;2400;MIRAFLORES-REUS, U;503,83;210;MIRAFLORES - SANT VICENÇ DE CALDERS;En Servicio/Mantenible;AD-M-54-200;100000069;;55547;022100100;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;490,231;511,627
13114;Mora La Nova- VIA;AD-1-503.903;2400;MIRAFLORES-REUS, U;503,903;210;MIRAFLORES - SANT VICENÇ DE CALDERS;En Servicio/Mantenible;AD-M-54-200;100000069;;55553;022100100;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;490,231;511,627
13114;Mora La Nova- VIA;AD-1-504.506;2400;MIRAFLORES-REUS, U;504,506;210;MIRAFLORES - SANT VICENÇ DE CALDERS;En Servicio/Mantenible;AD-M-54-200;100000069;;55560;022100100;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;490,231;511,627
13114;Mora La Nova- VIA;AD-1-504.602;2400;MIRAFLORES-REUS, U;504,602;210;MIRAFLORES - SANT VICENÇ DE CALDERS;En Servicio/Mantenible;AD-M-54-200;100000069;;55625;022100100;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;490,231;511,627
13114;Mora La Nova- VIA;AD-1-511.077;2400;MIRAFLORES-REUS, U;511,077;210;MIRAFLORES - SANT VICENÇ DE CALDERS;En Servicio/Mantenible;AD-M-54-200;100000069;;55648;022100100;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;490,231;511,627
13114;Mora La Nova- VIA;AD-1-511.203;2400;MIRAFLORES-REUS, U;511,203;210;MIRAFLORES - SANT VICENÇ DE CALDERS;En Servicio/Mantenible;AD-M-54-200;100000069;;55656;022100100;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;490,231;511,627
13112;S. Vicenç de Calders - VIA;AD-1-617.627;200050;RODA DE BARA-BARCELONA SANTS, I;617,627;200;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;En Servicio/Mantenible;AD-M-54-200;100007259;Tipo Aparato Dilatación - AD-M-54-200;45026;022000470;RODA DE BARA-SANT VICENÇ DE CALDERS                                                                                             ;611,035;618,027
13112;S. Vicenç de Calders - VIA;AD-1-618.980;200050;RODA DE BARA-BARCELONA SANTS, I;618,98;200;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;En Servicio/Mantenible;AD-M-54-200;100007259;Tipo Aparato Dilatación - AD-M-54-200;100452364;022000480;SANT VICENÇ DE CALDERS-CUNIT                                                                                                    ;618,027;627,081
14111;L Hospitalet - VIA;AD-1-671.285;200050;RODA DE BARA-BARCELONA SANTS, I;671,285;200;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Fuera de Servicio/Mantenible;;100007259;;1447459;022000525;EL PRAT DE LLOBREGAT-BELLVITGE-GORNAL                                                                                           ;670,127;673,812
14118;Mataro - VIA;AD-2-110.530;3380;BIF. SAGRERA-AG.KM. 108,0-MATARO, II;110,53;276;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;En Servicio/Mantenible;;1136553;Tipo Aparato Dilatación - AD Genérico Tipo A;100452155;022760140;MATARO - BIF. SAGRERA-AG.KM. 108,0                                                                                              ;108,077;135,569
14118;Mataro - VIA;AD-2-110.700;3380;BIF. SAGRERA-AG.KM. 108,0-MATARO, II;110,7;276;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;En Servicio/Mantenible;;1136553;Tipo Aparato Dilatación - AD Genérico Tipo A;100451354;022760140;MATARO - BIF. SAGRERA-AG.KM. 108,0                                                                                              ;108,077;135,569
