EQM1 Código;EQM1;Identificador Elemento Inventario;Código Vía;Vía;PK Inicial;PK Final;Línea Código;Línea Eje;Línea Descripción;Subtipo;Estado Elemento Inventario;Modelo;Fabricante;Descripción Elemento Inventario;Fecha de Servicio;Matrícula;Fecha de fabricación;Observaciones;Fecha de instalación;Identificador Antecesores;Id. Raíz;Tipo Encarriladora;Id. Inventario;Código Trayecto;Trayecto;Trayecto Pk Ini;Trayecto Pk Fin
12105;Ricla-La Almunia - VIA;EN-200010-264,491;200010;S. FERNANDO-MIRAFLORES, I (G1);264,491;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;encarriladora izda;19/06/2015;-----;;"Número aparato 15-9733
Encarriladora tipo adif 54E1 Traviesa de akoga, curva circular r=495 izda La salceda,Mores
Modelo R260 (PLANO PJ:22101/19811-P-CLI:P16.5000.00). EN-U-264.491";19/06/2015;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-264,491;100007255;Tipo Encarriladora - Larga de Tirafondos;100462511;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12105;Ricla-La Almunia - VIA;EN-200010-264,563;200010;S. FERNANDO-MIRAFLORES, I (G1);264,563;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;Encarriladora Drcha.;18/06/2015;--------;;"Número aparato 15-9732
Encarriladora tipo adif 54E1 Traviesa de akoga, curva circular r=495 La salceda,Mores
Modelo R260 (PLANO PJ:22101/19811-P-CLI:P16.5000.00). EN-U-264.563.";18/06/2015;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-264,563;100007255;Tipo Encarriladora - Larga de Tirafondos;100462520;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12105;Ricla-La Almunia - VIA;EN-200010-265,861;200010;S. FERNANDO-MIRAFLORES, I (G1);265,861;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-U-265.861.;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-265,861;100007255;Tipo Encarriladora - Larga de Tirafondos;100462510;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12105;Ricla-La Almunia - VIA;EN-200010-265,933;200010;S. FERNANDO-MIRAFLORES, I (G1);265,933;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-U-265.933.;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-265,933;100007255;Tipo Encarriladora - Larga de Tirafondos;100462529;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12105;Ricla-La Almunia - VIA;EN-200010-268,786;200010;S. FERNANDO-MIRAFLORES, I (G1);268,786;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-U-268.786;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-268,786;100007255;Tipo Encarriladora - Larga de Tirafondos;100462509;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12105;Ricla-La Almunia - VIA;EN-200010-268,853;200010;S. FERNANDO-MIRAFLORES, I (G1);268,853;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-U-268.853.;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-268,853;100007255;Tipo Encarriladora - Larga de Tirafondos;100462530;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12105;Ricla-La Almunia - VIA;EN-200010-274,673;200010;S. FERNANDO-MIRAFLORES, I (G1);274,673;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-U-274.673.;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-274,673;100007255;Tipo Encarriladora - Larga de Tirafondos;100462508;022000200;MORATA DE JALON-RICLA-LA ALMUNIA                                                                                                ;272,252;280,448
12105;Ricla-La Almunia - VIA;EN-200010-274,745;200010;S. FERNANDO-MIRAFLORES, I (G1);274,745;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-U-274.745.;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-274,745;100007255;Tipo Encarriladora - Larga de Tirafondos;100462531;022000200;MORATA DE JALON-RICLA-LA ALMUNIA                                                                                                ;272,252;280,448
12105;Ricla-La Almunia - VIA;EN-200010-275,436;200010;S. FERNANDO-MIRAFLORES, I (G1);275,436;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-U-275.436.;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-275,436;100007255;Tipo Encarriladora - Larga de Tirafondos;100462507;022000200;MORATA DE JALON-RICLA-LA ALMUNIA                                                                                                ;272,252;280,448
12105;Ricla-La Almunia - VIA;EN-200010-275,503;200010;S. FERNANDO-MIRAFLORES, I (G1);275,503;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-U-275.503;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-275,503;100007255;Tipo Encarriladora - Larga de Tirafondos;100462532;022000200;MORATA DE JALON-RICLA-LA ALMUNIA                                                                                                ;272,252;280,448
12105;Ricla-La Almunia - VIA;EN-200010-277,132;200010;S. FERNANDO-MIRAFLORES, I (G1);277,132;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-U-277.132;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-277,132;100007255;Tipo Encarriladora - Larga de Tirafondos;100462534;022000200;MORATA DE JALON-RICLA-LA ALMUNIA                                                                                                ;272,252;280,448
12105;Ricla-La Almunia - VIA;EN-200010-277,219;200010;S. FERNANDO-MIRAFLORES, I (G1);277,219;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-U-277.219;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-277,219;100007255;Tipo Encarriladora - Larga de Tirafondos;100462533;022000200;MORATA DE JALON-RICLA-LA ALMUNIA                                                                                                ;272,252;280,448
12105;Ricla-La Almunia - VIA;EN-200010-278,887;200010;S. FERNANDO-MIRAFLORES, I (G1);278,887;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-U-278.887;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-278,887;100007255;Tipo Encarriladora - Larga de Tirafondos;100462506;022000200;MORATA DE JALON-RICLA-LA ALMUNIA                                                                                                ;272,252;280,448
12105;Ricla-La Almunia - VIA;EN-200010-278,959;200010;S. FERNANDO-MIRAFLORES, I (G1);278,959;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-U-278.959.;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-278,959;100007255;Tipo Encarriladora - Larga de Tirafondos;100462535;022000200;MORATA DE JALON-RICLA-LA ALMUNIA                                                                                                ;272,252;280,448
12105;Ricla-La Almunia - VIA;EN-200010-280,957;200010;S. FERNANDO-MIRAFLORES, I (G1);280,957;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;SKL-12-54.. EN-I -280.957.;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-280,957;100007255;Tipo Encarriladora - Larga Elástica;100462518;022000210;RICLA-LA ALMUNIA-CAMB-AG.KM.308,6                                                                                               ;280,448;308,6
12105;Ricla-La Almunia - VIA;EN-200010-297,278;200010;S. FERNANDO-MIRAFLORES, I (G1);297,278;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;SKL-12-54.. EN-I- 297.278.;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-297,278;100007255;Tipo Encarriladora - Larga Elástica;100462515;022000210;RICLA-LA ALMUNIA-CAMB-AG.KM.308,6                                                                                               ;280,448;308,6
12105;Ricla-La Almunia - VIA;EN-200010-297,345;200010;S. FERNANDO-MIRAFLORES, I (G1);297,345;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;SKL-12-54.. EN-I-297.345.;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-297,345;100007255;Tipo Encarriladora - Larga Elástica;100462514;022000210;RICLA-LA ALMUNIA-CAMB-AG.KM.308,6                                                                                               ;280,448;308,6
12105;Ricla-La Almunia - VIA;EN-200010-315,217;200010;S. FERNANDO-MIRAFLORES, I (G1);315,217;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;SKL-12-54.. EN-I-315.217.;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-315,217;100007255;Tipo Encarriladora - Larga Elástica;100462528;022000230;GRISEN-CASETAS                                                                                                                  ;314,643;327,643
12105;Ricla-La Almunia - VIA;EN-200010-315,253;200010;S. FERNANDO-MIRAFLORES, I (G1);315,253;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;SKL-12-54.. EN-I-315.253;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-315,253;100007255;Tipo Encarriladora - Larga Elástica;100462527;022000230;GRISEN-CASETAS                                                                                                                  ;314,643;327,643
12105;Ricla-La Almunia - VIA;EN-200010-318,571;200010;S. FERNANDO-MIRAFLORES, I (G1);318,571;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;SKL-12-54.. EN-I-318.571;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-318,571;100007255;Tipo Encarriladora - Larga Elástica;100462526;022000230;GRISEN-CASETAS                                                                                                                  ;314,643;327,643
12105;Ricla-La Almunia - VIA;EN-200010-318,638;200010;S. FERNANDO-MIRAFLORES, I (G1);318,638;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;SKL-12-54.. EN-I-318.638.;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-318,638;100007255;Tipo Encarriladora - Larga Elástica;100462525;022000230;GRISEN-CASETAS                                                                                                                  ;314,643;327,643
14119;Granollers Centre- VIA;EN-200071-119,287;200071;BIF. AIGUES -PORT BOU-CERBERE,I;119,287;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-1-119,287;;BIF. AIGUES -PORT BOU-CERBERE,I->EN-200071-119,287;123789;;967307;022700030;MONTCADA I REIXAC-LA LLAGOSTA                                                                                                   ;118,931;122,046
14120;Girona - VIA;EN-200071-206,705;200071;BIF. AIGUES -PORT BOU-CERBERE,I;206,705;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-1-206,705;;BIF. AIGUES -PORT BOU-CERBERE,I->EN-200071-206,705;123789;;967288;022700130;GIRONA-VILAMALLA                                                                                                                ;205,572;241,627
14120;Girona - VIA;EN-200071-206,783;200071;BIF. AIGUES -PORT BOU-CERBERE,I;206,783;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-1-206,783;;BIF. AIGUES -PORT BOU-CERBERE,I->EN-200071-206,783;123789;;967291;022700130;GIRONA-VILAMALLA                                                                                                                ;205,572;241,627
14120;Girona - VIA;EN-200071-222,965;200071;BIF. AIGUES -PORT BOU-CERBERE,I;222,965;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-1-222,965;;BIF. AIGUES -PORT BOU-CERBERE,I->EN-200071-222,965;123789;;967271;022700130;GIRONA-VILAMALLA                                                                                                                ;205,572;241,627
14120;Girona - VIA;EN-200071-223,269;200071;BIF. AIGUES -PORT BOU-CERBERE,I;223,269;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-1-223,269;;BIF. AIGUES -PORT BOU-CERBERE,I->EN-200071-223,269;123789;;967275;022700130;GIRONA-VILAMALLA                                                                                                                ;205,572;241,627
14121;Port Bou;EN-200071-235,997;200071;BIF. AIGUES -PORT BOU-CERBERE,I;235,997;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-1-235.997;;BIF. AIGUES -PORT BOU-CERBERE,I->EN-200071-235,997;123789;;967180;022700130;GIRONA-VILAMALLA                                                                                                                ;205,572;241,627
14121;Port Bou;EN-200071-251,462;200071;BIF. AIGUES -PORT BOU-CERBERE,I;251,462;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-1-251,462;;BIF. AIGUES -PORT BOU-CERBERE,I->EN-200071-251,462;123789;;967224;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,106
14121;Port Bou;EN-200071-251,562;200071;BIF. AIGUES -PORT BOU-CERBERE,I;251,562;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-1-251,562;;BIF. AIGUES -PORT BOU-CERBERE,I->EN-200071-251,562;123789;;967225;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,106
14121;Port Bou;EN-200071-257,145;200071;BIF. AIGUES -PORT BOU-CERBERE,I;257,145;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-1-257,145;;BIF. AIGUES -PORT BOU-CERBERE,I->EN-200071-257,145;123789;;967257;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,106
14121;Port Bou;EN-200071-257,161;200071;BIF. AIGUES -PORT BOU-CERBERE,I;257,161;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-1-257,161;;BIF. AIGUES -PORT BOU-CERBERE,I->EN-200071-257,161;123789;;967258;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,106
14121;Port Bou;EN-200071-263,465;200071;BIF. AIGUES -PORT BOU-CERBERE,I;263,465;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-1-263,465;;BIF. AIGUES -PORT BOU-CERBERE,I->EN-200071-263,465;123789;;967264;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,106
14121;Port Bou;EN-200071-263,535;200071;BIF. AIGUES -PORT BOU-CERBERE,I;263,535;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-1-263,535;;BIF. AIGUES -PORT BOU-CERBERE,I->EN-200071-263,535;123789;;967265;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,106
14121;Port Bou;EN-200071-264,052;200071;BIF. AIGUES -PORT BOU-CERBERE,I;264,052;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-1-264.052;;BIF. AIGUES -PORT BOU-CERBERE,I->EN-200071-264,052;123789;;967183;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,106
14121;Port Bou;EN-200071-264,405;200071;BIF. AIGUES -PORT BOU-CERBERE,I;264,405;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-1-264,405;;BIF. AIGUES -PORT BOU-CERBERE,I->EN-200071-264,405;123789;;967187;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,106
14121;Port Bou;EN-200071-270,328;200071;BIF. AIGUES -PORT BOU-CERBERE,I;270,328;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-1-270,328;;BIF. AIGUES -PORT BOU-CERBERE,I->EN-200071-270,328;123789;;967189;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,106
12105;Ricla-La Almunia - VIA;EN-200100-280,957;200100;RICLA-ALMUNIA-ZARAGOZA DELICIAS, II;280,957;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;SKL.12.54.. EN - II -280.957;;RICLA-ALMUNIA-ZARAGOZA DELICIAS, II->EN-200100-280,957;100007264;Tipo Encarriladora - Larga Elástica;100462517;022000210;RICLA-LA ALMUNIA-CAMB-AG.KM.308,6                                                                                               ;279,781;308,6
12105;Ricla-La Almunia - VIA;EN-200100-297,278;200100;RICLA-ALMUNIA-ZARAGOZA DELICIAS, II;297,278;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;SKL-12-54.. EN-II-297.278.;;RICLA-ALMUNIA-ZARAGOZA DELICIAS, II->EN-200100-297,278;100007264;Tipo Encarriladora - Larga Elástica;100462512;022000210;RICLA-LA ALMUNIA-CAMB-AG.KM.308,6                                                                                               ;279,781;308,6
12105;Ricla-La Almunia - VIA;EN-200100-297,345;200100;RICLA-ALMUNIA-ZARAGOZA DELICIAS, II;297,345;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;SKL-12-54.. EN-II-297.345.;;RICLA-ALMUNIA-ZARAGOZA DELICIAS, II->EN-200100-297,345;100007264;Tipo Encarriladora - Larga Elástica;100462513;022000210;RICLA-LA ALMUNIA-CAMB-AG.KM.308,6                                                                                               ;279,781;308,6
12105;Ricla-La Almunia - VIA;EN-200100-315,217;200100;RICLA-ALMUNIA-ZARAGOZA DELICIAS, II;315,217;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;SKL-12-54.. EN-II-315.217.;;RICLA-ALMUNIA-ZARAGOZA DELICIAS, II->EN-200100-315,217;100007264;Tipo Encarriladora - Larga Elástica;100462522;022000230;GRISEN-CASETAS                                                                                                                  ;314,643;327,643
12105;Ricla-La Almunia - VIA;EN-200100-315,253;200100;RICLA-ALMUNIA-ZARAGOZA DELICIAS, II;315,253;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;SKL-12-54.. EN-II-315.253.;;RICLA-ALMUNIA-ZARAGOZA DELICIAS, II->EN-200100-315,253;100007264;Tipo Encarriladora - Larga Elástica;100462523;022000230;GRISEN-CASETAS                                                                                                                  ;314,643;327,643
12105;Ricla-La Almunia - VIA;EN-200100-318,638;200100;RICLA-ALMUNIA-ZARAGOZA DELICIAS, II;318,638;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;SKL-12-54.. EN-II-318.638.;;RICLA-ALMUNIA-ZARAGOZA DELICIAS, II->EN-200100-318,638;100007264;Tipo Encarriladora - Larga Elástica;100462521;022000230;GRISEN-CASETAS                                                                                                                  ;314,643;327,643
12105;Ricla-La Almunia - VIA;EN-200100-318,671;200100;RICLA-ALMUNIA-ZARAGOZA DELICIAS, II;318,671;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;SKL-12-54.. EN-II-318.571.;;RICLA-ALMUNIA-ZARAGOZA DELICIAS, II->EN-200100-318,671;100007264;Tipo Encarriladora - Larga Elástica;100462524;022000230;GRISEN-CASETAS                                                                                                                  ;314,643;327,643
14119;Granollers Centre- VIA;EN-200131-119,409;200131;BIF. AIGUES-POR BOU-CERBERE,II;119,409;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-2-119.409;;BIF. AIGUES-POR BOU-CERBERE,II->EN-200131-119,409;123792;;967309;022700030;MONTCADA I REIXAC-LA LLAGOSTA                                                                                                   ;118,931;122,046
14120;Girona - VIA;EN-200131-206,705;200131;BIF. AIGUES-POR BOU-CERBERE,II;206,705;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-2-206,705;;BIF. AIGUES-POR BOU-CERBERE,II->EN-200131-206,705;123792;;967292;022700130;GIRONA-VILAMALLA                                                                                                                ;205,572;241,627
14120;Girona - VIA;EN-200131-206,783;200131;BIF. AIGUES-POR BOU-CERBERE,II;206,783;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-2-206,783;;BIF. AIGUES-POR BOU-CERBERE,II->EN-200131-206,783;123792;;967294;022700130;GIRONA-VILAMALLA                                                                                                                ;205,572;241,627
14120;Girona - VIA;EN-200131-222,965;200131;BIF. AIGUES-POR BOU-CERBERE,II;222,965;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-2-222,965;;BIF. AIGUES-POR BOU-CERBERE,II->EN-200131-222,965;123792;;967281;022700130;GIRONA-VILAMALLA                                                                                                                ;205,572;241,627
14120;Girona - VIA;EN-200131-223,269;200131;BIF. AIGUES-POR BOU-CERBERE,II;223,269;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-2-223,269;;BIF. AIGUES-POR BOU-CERBERE,II->EN-200131-223,269;123792;;967283;022700130;GIRONA-VILAMALLA                                                                                                                ;205,572;241,627
14121;Port Bou;EN-200131-235,997;200131;BIF. AIGUES-POR BOU-CERBERE,II;235,997;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-2-235.997;;BIF. AIGUES-POR BOU-CERBERE,II->EN-200131-235,997;123792;;967182;022700130;GIRONA-VILAMALLA                                                                                                                ;205,572;241,627
14121;Port Bou;EN-200131-251,462;200131;BIF. AIGUES-POR BOU-CERBERE,II;251,462;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-2-251,462;;BIF. AIGUES-POR BOU-CERBERE,II->EN-200131-251,462;123792;;967222;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,716
14121;Port Bou;EN-200131-251,562;200131;BIF. AIGUES-POR BOU-CERBERE,II;251,562;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-2-251,562;;BIF. AIGUES-POR BOU-CERBERE,II->EN-200131-251,562;123792;;967223;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,716
14121;Port Bou;EN-200131-257,145;200131;BIF. AIGUES-POR BOU-CERBERE,II;257,145;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-2-257,145;;BIF. AIGUES-POR BOU-CERBERE,II->EN-200131-257,145;123792;;967259;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,716
14121;Port Bou;EN-200131-257,161;200131;BIF. AIGUES-POR BOU-CERBERE,II;257,161;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-2-257,161;;BIF. AIGUES-POR BOU-CERBERE,II->EN-200131-257,161;123792;;967260;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,716
14121;Port Bou;EN-200131-263,465;200131;BIF. AIGUES-POR BOU-CERBERE,II;263,465;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-2-263,465;27/04/2014;BIF. AIGUES-POR BOU-CERBERE,II->EN-200131-263,465;123792;;967266;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,716
14121;Port Bou;EN-200131-263,535;200131;BIF. AIGUES-POR BOU-CERBERE,II;263,535;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-2-263,535;;BIF. AIGUES-POR BOU-CERBERE,II->EN-200131-263,535;123792;;967268;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,716
14121;Port Bou;EN-200131-264,076;200131;BIF. AIGUES-POR BOU-CERBERE,II;264,076;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-2-264.076;;BIF. AIGUES-POR BOU-CERBERE,II->EN-200131-264,076;123792;;967184;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,716
14121;Port Bou;EN-200131-264,431;200131;BIF. AIGUES-POR BOU-CERBERE,II;264,431;;270;2 ;CERBERE - BIF. ARAGO;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-2-264.431;;BIF. AIGUES-POR BOU-CERBERE,II->EN-200131-264,431;123792;Tipo Encarriladora - Corta de Tirafondos;100462637;022700150;FIGUERES-PORTBOU                                                                                                                ;247,07;273,716
13111;Tarragona - VIA;EN-300049-274,134;300049;PORT AVENTURA - TARRAGONA, I (ANCHO IBÉRICO);274,134;;630;2 ;PORT AVENTURA - TARRAGONA;Sencilla;En Servicio/Mantenible;EN-54;;Encarriladora 274.134 Tarragona;;;;EN-U-274.134;;CASTELLÓN DE LA PLANA-L'ATMELLÁ DE MAR, I (ANCHO IBÉRICO)->EN-300049-274,134;100007351;;968934;026300030;TARRAGONA PORT - TARRAGONA                                                                                                      ;273,875;276,195
13111;Tarragona - VIA;EN-300049-274,262;300049;PORT AVENTURA - TARRAGONA, I (ANCHO IBÉRICO);274,262;;630;2 ;PORT AVENTURA - TARRAGONA;Sencilla;En Servicio/Mantenible;EN-54;;Encarriladora 274.262 Tarragona;;;;EN-U-274.262;;CASTELLÓN DE LA PLANA-L'ATMELLÁ DE MAR, I (ANCHO IBÉRICO)->EN-300049-274,262;100007351;;968933;026300030;TARRAGONA PORT - TARRAGONA                                                                                                      ;273,875;276,195
