EQM1 Código;EQM1;Identificador Elemento Inventario;Código Vía;Vía;PK Inicial;PK Final;Línea Código;Línea Eje;Línea Descripción;Subtipo;Estado Elemento Inventario;Modelo;Fabricante;Descripción Elemento Inventario;Fecha de Servicio;Matrícula;Fecha de fabricación;Observaciones;Fecha de instalación;Identificador Antecesores;Id. Raíz;Tipo Encarriladora;Id. Inventario;Código Trayecto;Trayecto;Trayecto Pk Ini;Trayecto Pk Fin
12104;Calatayud - VIA;EN-200010-253,605;200010;S. FERNANDO-MIRAFLORES, I (G1);253,605;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;20/11/2021;618050301;;encarriladora - larga elastica . EN-1-253,605;20/11/2021;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-253,605;100007255;Tipo Encarriladora - Larga de Tirafondos;100462626;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12104;Calatayud - VIA;EN-200010-253,694;200010;S. FERNANDO-MIRAFLORES, I (G1);253,694;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;21/11/2021;618050300;;Encarriladora - larga elastica. EN-1-253,694;21/11/2021;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-253,694;100007255;Tipo Encarriladora - Larga de Tirafondos;100462627;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12104;Calatayud - VIA;EN-200010-253,902;200010;S. FERNANDO-MIRAFLORES, I (G1);253,902;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;Encarriladora - larga elástica. EN-I-253,902;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-253,902;100007255;;967306;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12104;Calatayud - VIA;EN-200010-253,999;200010;S. FERNANDO-MIRAFLORES, I (G1);253,999;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;Encarrilador - larga elástica . EN-I-253,999;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-253,999;100007255;;967310;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12104;Calatayud - VIA;EN-200010-254,188;200010;S. FERNANDO-MIRAFLORES, I (G1);254,188;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;60.995.300;;Encarriladora - larga elástica. EN-1-254,188;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-254,188;100007255;Tipo Encarriladora - Larga Elástica;100462614;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12104;Calatayud - VIA;EN-200010-254,318;200010;S. FERNANDO-MIRAFLORES, I (G1);254,318;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;60.995.300;;Encarriladora - larga elástica . EN-1-254,318;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-254,318;100007255;Tipo Encarriladora - Larga Elástica;100462623;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12104;Calatayud - VIA;EN-200010-254,783;200010;S. FERNANDO-MIRAFLORES, I (G1);254,783;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;60.995.300;;Encarriladora - larga de tirafondos. EN-1-254,783;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-254,783;100007255;Tipo Encarriladora - Larga Elástica;100462624;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12104;Calatayud - VIA;EN-200010-254,886;200010;S. FERNANDO-MIRAFLORES, I (G1);254,886;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;EN-1-254,886;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-254,886;100007255;Tipo Encarriladora - Larga de Tirafondos;100462622;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12104;Calatayud - VIA;EN-200010-255,283;200010;S. FERNANDO-MIRAFLORES, I (G1);255,283;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;Encarriladora - larga de tirafondos . EN-U.255.283.;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-255,283;100007255;Tipo Encarriladora - Larga de Tirafondos;100462504;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12104;Calatayud - VIA;EN-200010-255,388;200010;S. FERNANDO-MIRAFLORES, I (G1);255,388;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Sencilla;En Servicio/Mantenible;EN-54;;;;;;Encarriladora - larga de tirafondos . EN-U.255.388.;;S. FERNANDO-MIRAFLORES, I (G1)->EN-200010-255,388;100007255;Tipo Encarriladora - Larga de Tirafondos;100462505;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
