EQM1 Código;EQM1;EQM2 Código;EQM2;Identificador Elemento Inventario;Código Vía;Vía;PK Inicial;PK Final;Línea Código;Línea Eje;Línea Descripción;Tipo;Estado Elemento Inventario;Modelo;Descripción Elemento Inventario;Escape;Entreeje (sólo escapes) (mm);Posicionado en Curva;Orientación;Mano;Fecha de Modificación;Coordenada X ED50-HUSO 30 EXTENDIDO;Coordenada Y ED50-HUSO 30 EXTENDIDO;Id. Inventario;Trayecto;Trayecto Pk Ini;Trayecto Pk Fin
12111;Huesca - VIA;;;DS-2-74201 (HOYA DE HUESCA);2540;BIF. CANFRANC-HOYA DE HUESCA, U;2,845;;204;2 ;BIF. CANFRANC - CANFRANC;;En Servicio/Mantenible;;;No;;No;Punta;Izquierda;14/10/2008;71165958,86;466478984,43;100685595;HOYA DE HUESCA-AGUJA KM. 2,3-AYERBE                                                                                             ;2,296;4,31
14118;Mataro - VIA;;;DS-2-79605 (MALGRAT DE MAR);3400;MATARO-MATARO-MASSANET, I;56,058;;276;2 ;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;;;No;;No;Talón;Izquierda;14/10/2008;97858259,7;462627836,06;100672741;BLANES - CALELLA                                                                                                                ;48,724;60,103
14113;Martorell - VIA;;;DS-21-72210 (CASTELLBISBAL);3150;AG. 11 CASTELLBISBAL AG. LLOBREGAT -  BIF. NUDO MOLLET ,I (ANCHO MIXTO);1,129;;246;2 ;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;;En Servicio/Mantenible;DMMDH-G-60-500-0,071-CM/CR-I-TC;;No;;No;Punta;Derecha;22/11/2024;;;959224;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;1,129;13,475
14113;Martorell - VIA;;;DS-23-72210 (CASTELLBISBAL);3110;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II;78,385;;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;DMMDH-G-60-500-0,071-CM/CR-I-TC;;Sí;;No;Talón;Derecha;21/11/2024;;;100679368;CASTELLBISBAL-CASTELLBISBAL-AGUJAS RUBI                                                                                         ;76,837;79,686
14113;Martorell - VIA;;;DS-25-72210 (CASTELLBISBAL);996164;VIA 4/6-6A ESCAPE DE CASTELLBISBAL;77,495;;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;DMMDH-G-60-500-0,071-CM/CR-I-TC;;Sí;;No;Punta;Izquierda;21/11/2024;;;100682510;MARTORELL CENTRAL-CASTELLBISBAL                                                                                                 ;77,495;77,581
14113;Martorell - VIA;;;DS-27-72210 (CASTELLBISBAL);996162;VIA MADRE DE CASTELLBISBAL;0,11;;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;DMMD-B1-54-190-0,11-CR-D;;Sí;;No;Punta;Derecha;21/11/2024;;;100672656;MARTORELL CENTRAL-CASTELLBISBAL                                                                                                 ;0,11;3,664
14113;Martorell - VIA;;;DS-29-72210 (CASTELLBISBAL);3155;AG. 9 CASTELLBISBALL  AG. RUBÍ  -  AG. 11 CASTELLBISBAL AG. LLOBREGAT, U;0,05;;246;2 ;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;;En Servicio/Mantenible;DMMDH-G-60-500-0,071-CM/CR-I-TC;;Sí;;No;Talón;Izquierda;22/11/2024;91648922,4;460100778,14;100672657;CASTELLBISBAL-AGUJAS RUBI-CASTELLBISBAL-AGUJAS LLOBREGAT                                                                        ;0,;1,129
12111;Huesca - VIA;;;DS-2B-B7800 (BIF. CANFRANC);2500;TARDIENTA CAMBIO MIXTO-HUESCA (ANCHO MIXTO), U;15,683;;070;12;BIF HUESCA - HUESCA;;En Servicio/Mantenible;;;No;;;Punta;Izquierda;19/10/2009;71315983,;466207024,;100680595;BIF. CANFRANC-BIF. HOYA HUESCA                                                                                                  ;15,683;18,009
13113;Reus - VIA;;;DS-3-B7510 (BIF. VILA SECA);2410;REUS-TARRAGONA, I;93,502;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;En Servicio/Mantenible;DMMDH-G-60-500-0,071-CM/CR-D-TC;;Sí;;No;Punta;Derecha;13/06/2024;;;1385112;BIF. VILA-SECA-AGUJA CLASIF. KM. 100,4.                                                                                         ;93,346;100,4
14113;Martorell - VIA;;;DS-31-72210 (CASTELLBISBAL);85736;VIA 4-4A DE CASTELLBISBAL;77,507;;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;DMMI-B1-54-190-0,11-CR-D;;No;;No;Punta;Izquierda;22/11/2024;90942384,;460271687,;100672658;MARTORELL CENTRAL-CASTELLBISBAL                                                                                                 ;75,979;78,4
14113;Martorell - VIA;;;DS-33-72210 (CASTELLBISBAL);3100;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;77,478;;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;DMMIH-G-60-500-0,071-CM/CR-I-TC;;Sí;;No;Punta;Derecha;22/11/2024;;;100672659;CASTELLBISBAL-CASTELLBISBAL-AGUJAS RUBI                                                                                         ;76,837;77,507
14113;Martorell - VIA;;;DS-35-72210 (CASTELLBISBAL);3100;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;77,265;;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;DMMDH-G-60-500-0,071-CM/CR-I-TC;;Sí;;No;Talón;Izquierda;22/11/2024;91510731,48;460326990,75;100679369;CASTELLBISBAL-CASTELLBISBAL-AGUJAS RUBI                                                                                         ;76,837;77,507
14113;Martorell - VIA;;;DS-37-72210 (CASTELLBISBAL);3110;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II;77,295;;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;DMMDH-G-60-500-0,071-CM/CR-I-TC;;Sí;;No;Punta;Izquierda;22/11/2024;91525881,08;460310871,9;100672660;CASTELLBISBAL-CASTELLBISBAL-AGUJAS RUBI                                                                                         ;76,837;79,686
14113;Martorell - VIA;;;DS-39-72210 (CASTELLBISBAL);3110;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II;77,295;;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;DMRDH-G-60-500-0,071-CM/CR-I-TC;;Sí;;No;Talón;Izquierda;22/11/2024;91525881,08;460310871,9;100672661;CASTELLBISBAL-CASTELLBISBAL-AGUJAS RUBI                                                                                         ;76,837;79,686
14113;Martorell - VIA;;;DS-41-72210 (CASTELLBISBAL);85745;VIA 4/2 DE CASTELLBISBAL;77,125;;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;DMMDH-G-60-500-0,071-CM/CR-I-TC;;Sí;;No;Punta;Izquierda;21/11/2024;;;959249;MARTORELL CENTRAL-CASTELLBISBAL                                                                                                 ;77,125;77,303
14113;Martorell - VIA;;;DS-43-72210 (CASTELLBISBAL);85736;VIA 4-4A DE CASTELLBISBAL;77,062;;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;DMMDH-G-60-500-0,071-CM/CR-I-TC;;Sí;;No;Talón;Izquierda;22/11/2024;;;959245;MARTORELL CENTRAL-CASTELLBISBAL                                                                                                 ;75,979;78,4
14113;Martorell - VIA;;;DS-45-72210 (CASTELLBISBAL);85744;VIA 6-6A DE CASTELLBISBAL;77,004;;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;DMMIH-G-60-500-0,071-CM/CR-I-TC;;Sí;;No;Punta;Izquierda;23/01/2025;;;959239;MARTORELL CENTRAL-CASTELLBISBAL                                                                                                 ;76,247;77,606
14113;Martorell - VIA;;;DS-47-72210 (CASTELLBISBAL);85744;VIA 6-6A DE CASTELLBISBAL;76,9;;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;DMMDH-B1-60-190-0,11-CM/CR-D-TC;;No;;No;Talón;Derecha;21/11/2024;;;1592959;MARTORELL CENTRAL-CASTELLBISBAL                                                                                                 ;76,247;77,606
14113;Martorell - VIA;;;DS-49-72210 (CASTELLBISBAL);85744;VIA 6-6A DE CASTELLBISBAL;77,062;;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;DMMDH-B1-60-190-0,11-CM/CR-D-TC;;No;;No;Talón;Derecha;21/11/2024;;;1592962;MARTORELL CENTRAL-CASTELLBISBAL                                                                                                 ;76,247;77,606
13113;Reus - VIA;;;DS-5-B7510 (BIF. VILA SECA);2410;REUS-TARRAGONA, I;93,472;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;En Servicio/Mantenible;DMMIH-G-60-500-0,071-CM/CR-I-TC;;Sí;;No;Talón;Izquierda;13/06/2024;;;1386818;BIF. VILA-SECA-AGUJA CLASIF. KM. 100,4.                                                                                         ;93,346;100,4
13113;Reus - VIA;;;DS-7-B7510 (BIF. VILA SECA);2420;REUS-TARRAGONA, II;93,372;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;En Servicio/Mantenible;DMMDH-G-60-500-0,071-CM/CR-I-TC;;Sí;;No;Punta;Izquierda;13/06/2024;;;1386822;BIF. VILA-SECA-AGUJA CLASIF. KM. 100,4.                                                                                         ;93,346;100,4
13113;Reus - VIA;;;DS-9-B7510 (BIF. VILA SECA);2410;REUS-TARRAGONA, I;93,355;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;Fuera de Servicio/Mantenible;;;No;;No;Punta;Derecha;13/06/2024;;;1388452;BIF. VILA-SECA-AGUJA CLASIF. KM. 100,4.                                                                                         ;93,346;100,4
13122;Monzon - VIA;;;DS-A-99501 (MONTAGUT (CGD));200020;S. JUAN DE MOZARRIFAR-LERIDA, U;172,674;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-I;Montagut Desvio A;No;;No;Talón;Izquierda;16/05/2014;79226008,91;461481116,63;100671490;ALMACELLES-LLEIDA-PIRINEUS                                                                                                      ;159,314;183,825
13122;Monzon - VIA;;;DS-B-99501 (MONTAGUT (CGD));602712;VIA R1 DE MONTAGUT (CGD);172,605;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-A-54-320/241-0,11-CR-D;Montagut Desvio B;No;;No;Punta;Derecha;22/01/2025;;;100686080;ALMACELLES-LLEIDA-PIRINEUS                                                                                                      ;172,56;172,674
14111;L Hospitalet - VIA;;;DS-B1-B8801 (BIF. VILANOVA);2800;MANRESA-MONTCADA BIF.- BIF.VILANOVA, I;365,216;;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-500-0,09-CC-I;;No;;;Talón;Izquierda;01/03/2021;93368310,;459617778,;100685676;MONTCADA-BIFURCACIO-BIF.VILANOVA                                                                                                ;356,707;365,216
14111;L Hospitalet - VIA;;;DS-B3-B8801 (BIF. VILANOVA);2810;MANRESA-MONTCADA BIF. - BIF.VILANOVA, II;365,216;;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-500-0,075-CR-D;;No;;;Talón;Derecha;11/03/2020;93367969,;459618043,;994919;MONTCADA-BIFURCACIO-BIF.VILANOVA                                                                                                ;356,707;365,216
12105;Ricla-La Almunia - VIA;;;DS-1-70607 (MORATA DE JALON);200010;S. FERNANDO-MIRAFLORES, I (G1);272,679;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-D;Desvio nº 1 de la estacion de Morata;No;;No;Talón;Derecha;29/10/2009;62754990,93;459297218,49;100674157;MORATA DE JALON-RICLA-LA ALMUNIA                                                                                                ;272,252;280,448
12106;Zaragoza - VIA;;;DS-1-71103 (FUENTES DE EBRO);2400;MIRAFLORES-REUS, U;369,211;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;En Servicio/Mantenible;;Desvio nº 1 de la Estacion de Fuentes de Ebro;No;;No;Talón;Derecha;15/12/2009;69902941,35;459886435,27;100669636;LA CARTUJA-AGUJA KM. 351,1-LA ZAIDA-SASTAGO                                                                                     ;351,1;396,825
14111;L Hospitalet - VIA;;;DS-1-71801 (BARCELONA-SANTS);950550;VIA 12/13 DE BARCELONA-SANTS (LADO EST FRANCIA);678,597;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P-60-250-0,11-CR-D-TC;;Sí;;No;Talón;Derecha;17/10/2024;;;157442;BELLVITGE AGUJA KM. 674,8-BARCELONA-SANTS                                                                                       ;678,531;678,597
14113;Martorell - VIA;;;DS-1-72506 (RIERA DE CALDES);3160;AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO);18,368;;246;2 ;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;;En Servicio/Mantenible;DMIIH-G-60-250-0,11-CC-D-TC;;Sí;;No;Punta;Derecha;29/10/2024;93136803,67;460956978,58;959549;CERDANYOLA UNIVERSITAT-BIF. NUDO MOLLET                                                                                         ;13,475;21,5
14117;Ripoll - VIA;;;DS-1-77303 (RIBES DE FRESER);3610;RIPOLL-LA TOUR DE CAROL, U;13,371;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;En Servicio/Mantenible;;;No;;No;Punta;Izquierda;11/02/2014;92594955,18;469616294,24;100672936;RIPOLL-RIBES DE FRESER                                                                                                          ;0,;13,45
12109;Tardienta - VIA;;;DS-1-78202 (MARCEN-POLIÑINO);200020;S. JUAN DE MOZARRIFAR-LERIDA, U;78,965;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-I;;No;;No;Talón;Izquierda;14/10/2008;70405928,;465020608,;100671675;TARDIENTA-SARIÑENA                                                                                                              ;52,936;90,862
13121;Lleida - VIA;;;DS-1-78400 (LLEIDA-PIRINEUS);200030;LERIDA-LA PLANA PICAMOIXONS, U;0,939;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-500-0,075-CR-I;LLeida Desvio 1;No;;No;Punta;Izquierda;17/04/2014;80298580,;461409939,;100681512;LLEIDA-PIRINEUS-PUIGVERD DE LLEIDA-ARTESA DE LLEIDA                                                                             ;0,825;11,619
14118;Mataro - VIA;;;DS-1-79410 (VILASSAR DE MAR);3370;BIF. SAGRERA-AG.KM. 108,0-MATARO, I;127,869;;276;2 ;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;;;No;;No;Punta;Izquierda;14/10/2008;;;100686347;MATARO - BIF. SAGRERA-AG.KM. 108,0                                                                                              ;108,014;135,569
14118;Mataro - VIA;;;DS-1-79602 (SANT POL DE MAR);3400;MATARO-MATARO-MASSANET, I;44,605;44,641;276;2 ;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;;;No;;;;Izquierda;11/12/2014;93422959,;459875523,;100678910;CALELLA - ARENYS DE MAR                                                                                                         ;38,131;48,724
13113;Reus - VIA;;;DS-11-B7510 (BIF. VILA SECA);2420;REUS-TARRAGONA, II;93,346;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P1-60-318-0,09-CR-I-TC;;No;;No;Talón;Izquierda;13/06/2024;;;1392667;BIF. VILA-SECA-AGUJA CLASIF. KM. 100,4.                                                                                         ;93,346;100,4
14113;Martorell - VIA;;;DS-14A-72210 (CASTELLBISBAL);997496;VIA 4/M2A ESCAPE DE CASTELLBISBAL;76,247;;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;DMMDH-G-60-500-0,071-CM/CR-D-TC;;Sí;3925,;No;Talón;Izquierda;30/04/2024;;;1544967;MARTORELL CENTRAL-CASTELLBISBAL                                                                                                 ;76,153;76,247
12111;Huesca - VIA;;;DS-1B-74201 (HOYA DE HUESCA);2550;BIF. HOYA DE HUESCA-AGUJA K.M. 2.296;1,725;;212;2 ;HOYA DE HUESCA-AG. KM. 2,3-BIF. HOYA HUESCA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P-60-1.500-0,042-CR-I-TC;;No;;;Talón;Izquierda;09/01/2019;71221974,48;466412693,03;953662;BIF. HOYA HUESCA-HOYA H-AG KM 2,3                                                                                               ;0,;2,296
12105;Ricla-La Almunia - VIA;;;DS-2-70607 (MORATA DE JALON);200010;S. FERNANDO-MIRAFLORES, I (G1);271,755;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-500-0,09-CC-D;;No;;;Punta;Derecha;25/02/2025;62667281,03;459285008,31;100674159;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12106;Zaragoza - VIA;;;DS-2-71103 (FUENTES DE EBRO);2400;MIRAFLORES-REUS, U;368,456;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P-60-318-0,09-CR-D-TC;Desvio nº 2 de la estacion de Fuentes de Ebro;No;;No;Punta;Derecha;14/12/2009;69825145,81;459905243,84;100669637;LA CARTUJA-AGUJA KM. 351,1-LA ZAIDA-SASTAGO                                                                                     ;351,1;396,825
14111;L Hospitalet - VIA;;;DS-2-71801 (BARCELONA-SANTS);950559;VIA 13/12A DE BARCELONA-SANTS (LADO MADRID);676,603;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P-60-318-0,09-CR-I-TC;DESVÍO;No;;No;Talón;Izquierda;25/05/2021;;;956390;BELLVITGE AGUJA KM. 674,8-BARCELONA-SANTS                                                                                       ;676,603;676,675
14113;Martorell - VIA;;;DS-2-72506 (RIERA DE CALDES);3160;AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO);19,347;;246;2 ;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;;En Servicio/Mantenible;DMIDH-G-60-250-0,11-CC-I-TC;;Sí;;No;Talón;Izquierda;29/10/2024;93195305,69;460987427,28;959581;CERDANYOLA UNIVERSITAT-BIF. NUDO MOLLET                                                                                         ;13,475;21,5
14117;Ripoll - VIA;;;DS-2-77303 (RIBES DE FRESER);3610;RIPOLL-LA TOUR DE CAROL, U;13,737;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;En Servicio/Mantenible;;;No;;No;Talón;Derecha;02/03/2020;92597247,97;469655719,46;951403;RIBES DE FRESER-PLANOLES                                                                                                        ;13,45;20,21
12109;Tardienta - VIA;;;DS-2-78202 (MARCEN-POLIÑINO);200020;S. JUAN DE MOZARRIFAR-LERIDA, U;78,275;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;En Servicio/Mantenible;;;No;;No;Punta;Derecha;22/07/2019;72519836,69;464069016,51;100671676;TARDIENTA-SARIÑENA                                                                                                              ;52,936;90,862
13121;Lleida - VIA;;;DS-2-78400 (LLEIDA-PIRINEUS);200020;S. JUAN DE MOZARRIFAR-LERIDA, U;182,853;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P-60-318-0,09-CR-I-TC;LLeida Desvio 2;No;;No;Punta;Izquierda;17/04/2014;80212551,61;461473722,16;100679972;ALMACELLES-LLEIDA-PIRINEUS                                                                                                      ;159,314;183,825
14118;Mataro - VIA;;;DS-2-79602 (SANT POL DE MAR);3400;MATARO-MATARO-MASSANET, I;45,036;45,072;276;2 ;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;;;No;;;;Izquierda;11/12/2014;93422959,;459875523,;100678911;CALELLA - ARENYS DE MAR                                                                                                         ;38,131;48,724
12105;Ricla-La Almunia - VIA;;;DS-3-70607 (MORATA DE JALON);200010;S. FERNANDO-MIRAFLORES, I (G1);272,572;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-I;Desvio nº 3 de Morata;No;;No;Talón;Izquierda;25/02/2025;62744606,44;459295184,21;100674160;MORATA DE JALON-RICLA-LA ALMUNIA                                                                                                ;272,252;280,448
12106;Zaragoza - VIA;;;DS-3-71103 (FUENTES DE EBRO);2400;MIRAFLORES-REUS, U;369,175;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;En Servicio/Mantenible;;Desvio nº 3 de la estación de Fuentes de Ebro;No;;No;Talón;Izquierda;15/12/2009;69866504,;459895392,;100669638;LA CARTUJA-AGUJA KM. 351,1-LA ZAIDA-SASTAGO                                                                                     ;351,1;396,825
14111;L Hospitalet - VIA;;;DS-3-71801 (BARCELONA-SANTS);950548;VIA 12 DE BARCELONA-SANTS;678,531;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P1-60-250-0,11-CR-D-TC;DESVÍO;Sí;;No;Talón;Derecha;17/10/2024;93060394,73;459446887,43;157493;BELLVITGE AGUJA KM. 674,8-BARCELONA-SANTS                                                                                       ;676,582;678,969
14113;Martorell - VIA;;;DS-3-72506 (RIERA DE CALDES);995091;VIA 2/4 (PAET) DE RIERA DE CALDERS;18,446;;246;2 ;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P-60-318-0,11-CC-D-TC;;No;;No;Talón;Derecha;29/10/2024;;;959568;CERDANYOLA UNIVERSITAT-BIF. NUDO MOLLET                                                                                         ;18,368;18,446
14117;Ripoll - VIA;;;DS-3-77303 (RIBES DE FRESER);950243;VIA 5 DE RIBES DE FRESER;13,41;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;En Servicio/Mantenible;;;No;;No;Punta;Izquierda;11/02/2014;;;100670606;RIPOLL-RIBES DE FRESER                                                                                                          ;13,41;13,701
13121;Lleida - VIA;;;DS-3-78400 (LLEIDA-PIRINEUS);2610;LLEIDA-PK. 1,927;0,937;;206;2 ;LLEIDA-PIRINEUS-PK. 1,927;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-A-54-320/241-0,11-CR-I;LLeida Desvio 3;No;;No;Punta;Izquierda;17/04/2014;;;100681279;LLEIDA-PIRINEUS-PK. 1.927                                                                                                       ;0,937;1,927
14118;Mataro - VIA;;;DS-3-79410 (VILASSAR DE MAR);3380;BIF. SAGRERA-AG.KM. 108,0-MATARO, II;127,941;;276;2 ;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;;En Servicio/Mantenible;;;No;;No;Talón;Izquierda;21/01/2014;;;100686348;MATARO - BIF. SAGRERA-AG.KM. 108,0                                                                                              ;108,077;135,569
12105;Ricla-La Almunia - VIA;;;DS-4-70607 (MORATA DE JALON);200010;S. FERNANDO-MIRAFLORES, I (G1);271,914;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-500-0,09-CC-I;Desvio nº 4 Estación de Morata;No;;;Punta;Izquierda;29/10/2009;62682364,87;459283656,13;100680084;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12106;Zaragoza - VIA;;;DS-4-71103 (FUENTES DE EBRO);2400;MIRAFLORES-REUS, U;368,494;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;En Servicio/Mantenible;;Desvio nº 4 de la Estación de Fuentes de Ebro;No;;No;Punta;Izquierda;15/12/2009;69829124,68;459904295,78;100669639;LA CARTUJA-AGUJA KM. 351,1-LA ZAIDA-SASTAGO                                                                                     ;351,1;396,825
14111;L Hospitalet - VIA;;;DS-4-71801 (BARCELONA-SANTS);950548;VIA 12 DE BARCELONA-SANTS;676,675;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P-60-318-0,09-CR-I-TC;DESVÍO;Sí;;No;Punta;Izquierda;17/10/2024;92952919,53;459323583,18;956386;BELLVITGE AGUJA KM. 674,8-BARCELONA-SANTS                                                                                       ;676,582;678,969
14113;Martorell - VIA;;;DS-4-72506 (RIERA DE CALDES);995092;VIA 4/2 (PAET) DE RIERA DE CALDERS;19,27;;246;2 ;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P-60-250-0,11-CR-I-TC;;Sí;;No;Talón;Derecha;29/10/2024;;;959572;CERDANYOLA UNIVERSITAT-BIF. NUDO MOLLET                                                                                         ;19,27;19,347
14117;Ripoll - VIA;;;DS-4-77303 (RIBES DE FRESER);950243;VIA 5 DE RIBES DE FRESER;13,701;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;;En Servicio/Mantenible;;;No;;No;Talón;Derecha;11/02/2014;;;951431;RIPOLL-RIBES DE FRESER                                                                                                          ;13,41;13,701
13121;Lleida - VIA;;;DS-4-78400 (LLEIDA-PIRINEUS);601831;VIA 9 DE LLEIDA-PIRINEUS;182,963;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P-60-318-0,11-CC-I-TC;LLeida Desvio 4;No;;No;Talón;Izquierda;17/04/2014;;;100679973;ALMACELLES-LLEIDA-PIRINEUS                                                                                                      ;182,883;184,786
12105;Ricla-La Almunia - VIA;;;DS-5-70607 (MORATA DE JALON);85142;VIA 5 DE MORATA DE JALON;272,344;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;En Servicio/Mantenible;;Desvio nº 5 Estación de Morata;No;;No;Talón;Derecha;25/02/2025;;;100679674;CALATAYUD-MORATA DE JALON                                                                                                       ;271,978;272,344
