EQM1 Código;EQM1;EQM2 Código;EQM2;Identificador Elemento Inventario;Código Vía;Vía;PK Inicial;PK Final;Línea Código;Línea Eje;Línea Descripción;Tipo;Estado Elemento Inventario;Modelo;Descripción Elemento Inventario;Escape;Entreeje (sólo escapes) (mm);Posicionado en Curva;Orientación;Mano;Fecha de Modificación;Coordenada X ED50-HUSO 30 EXTENDIDO;Coordenada Y ED50-HUSO 30 EXTENDIDO;Id. Inventario;Trayecto;Trayecto Pk Ini;Trayecto Pk Fin
14116;Vic - VIA;;;DS-1-77109 (VIC);3500;MONTCADA BIF.-LES FRANQUESES DEL VALLES-VIC, U;68,667;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P1-60-318-0,09-CR-I-TC;;Sí;;No;Punta;Izquierda;07/11/2024;93532402,;465567020,;100672817;LA GARRIGA-VIC                                                                                                                  ;37,677;68,667
14116;Vic - VIA;;;DS-2-77109 (VIC);3600;VIC-RIPOLL, U;69,335;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-D;;No;;No;Talón;Derecha;07/11/2024;93526723,3;465623825,12;949106;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;;;DS-3-77109 (VIC);604031;VIA 1/2 DE VIC;68,802;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-I;;Sí;;No;Talón;Izquierda;07/11/2024;;;100672819;LA GARRIGA-VIC                                                                                                                  ;68,732;68,802
14116;Vic - VIA;;;DS-4-77109 (VIC);85941;VIA 4T DE VIC;69,241;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-I;;No;;No;Talón;Izquierda;07/11/2024;;;100672820;LA GARRIGA-VIC                                                                                                                  ;68,809;69,241
14116;Vic - VIA;;;DS-5-77109 (VIC);3500;MONTCADA BIF.-LES FRANQUESES DEL VALLES-VIC, U;68,667;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P1-60-318-0,09-CR-D-TC;;No;;No;Punta;Derecha;07/11/2024;93532402,;465567020,;100672821;LA GARRIGA-VIC                                                                                                                  ;37,677;68,667
14116;Vic - VIA;;;DS-6-77109 (VIC);3600;VIC-RIPOLL, U;69,241;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-I;;No;;No;Talón;Izquierda;07/11/2024;93529957,02;465616393,69;949087;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;;;DS-7-77109 (VIC);85937;VIA 2 DE VIC;68,809;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-I;;No;;No;Punta;Izquierda;07/11/2024;;;949028;LA GARRIGA-VIC                                                                                                                  ;68,515;69,284
14116;Vic - VIA;;;DS-8-77109 (VIC);85941;VIA 4T DE VIC;69,241;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-I;;No;;No;Punta;Izquierda;07/11/2024;;;949066;LA GARRIGA-VIC                                                                                                                  ;68,809;69,241
14116;Vic - VIA;;;DS-9-77109 (VIC);85938;VIA 6T DE VIC;68,872;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-I;;Sí;;No;Punta;Izquierda;07/11/2024;;;100679272;LA GARRIGA-VIC                                                                                                                  ;68,872;69,335
13114;Mora La Nova- VIA;;;DS-1-71210 (FLIX);2400;MIRAFLORES-REUS, U;511,886;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;En Servicio/Mantenible;;DS-1-FLIX;No;;Sí;Talón;Izquierda;07/12/2015;79717718,88;457045108,84;100669974;FLIX-MORA LA NOVA                                                                                                               ;511,627;531,315
13114;Mora La Nova- VIA;;;DS-1-71211 (ASCO);2400;MIRAFLORES-REUS, U;518,692;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;En Servicio/Mantenible;;DS-1-ASCÓ;No;;No;Talón;Izquierda;21/02/2022;79950698,04;456515334,61;100669981;FLIX-MORA LA NOVA                                                                                                               ;511,627;531,315
13113;Reus - VIA;;;DS-1-71400 (REUS);2420;REUS-TARRAGONA, II;88,271;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-D;Reus desvio 1;No;;No;Talón;Derecha;19/01/2024;84545604,61;456540912,91;100668783;REUS-BIF. VILA-SECA                                                                                                             ;86,28;93,346
14111;L Hospitalet - VIA;;;DS-1-71706 (GAVA);200110;SAN VICENTE DE CALDERS-BARCELONA SANTS, II;663,487;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P1-60-318-0,09-CR-D-TC;;Sí;;No;Talón;Derecha;17/10/2024;92036525,;458517034,11;100672930;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;658,947;670,127
12111;Huesca - VIA;;;DS-1-74213 (JACA);2510;HOYA DE HUESCA-JACA, U;110,524;;204;2 ;BIF. CANFRANC - CANFRANC;;En Servicio/Mantenible;;;No;;No;Talón;Derecha;14/10/2008;70207475,;471714846,;100685900;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;53,594;110,524
14116;Vic - VIA;;;DS-11-77109 (VIC);85938;VIA 6T DE VIC;68,953;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-I;;Sí;;No;Punta;Izquierda;07/11/2024;;;949047;LA GARRIGA-VIC                                                                                                                  ;68,872;69,335
14116;Vic - VIA;;;DS-1M-77109 (VIC);3600;VIC-RIPOLL, U;69,6;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-500-0,09-CC-D;;No;;No;Punta;Derecha;07/11/2024;93513366,49;465642396,54;949129;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
13114;Mora La Nova- VIA;;;DS-2-71210 (FLIX);2400;MIRAFLORES-REUS, U;511,107;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;En Servicio/Mantenible;;DS-2-FLIX;No;;No;Punta;Derecha;21/02/2022;79632193,66;457053642,08;100669975;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;490,231;511,627
13114;Mora La Nova- VIA;;;DS-2-71211 (ASCO);2400;MIRAFLORES-REUS, U;517,953;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;En Servicio/Mantenible;;DS-2-ASCÓ;No;;No;Punta;Izquierda;21/02/2022;79947420,1;456596163,32;100669982;FLIX-MORA LA NOVA                                                                                                               ;511,627;531,315
13113;Reus - VIA;;;DS-2-71400 (REUS);2400;MIRAFLORES-REUS, U;578,612;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-1:8,5-CC-I;Reus desvio 2;No;;No;Punta;Izquierda;14/04/2014;84331640,74;456485604,46;100668790;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
14111;L Hospitalet - VIA;;;DS-2-71706 (GAVA);200110;SAN VICENTE DE CALDERS-BARCELONA SANTS, II;661,909;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P1-60-318-0,09-CR-I-TC;;Sí;;No;Punta;Izquierda;17/10/2024;91911860,43;458420532,25;100673062;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;658,947;670,127
12111;Huesca - VIA;;;DS-2-74213 (JACA);2510;HOYA DE HUESCA-JACA, U;109,913;;204;2 ;BIF. CANFRANC - CANFRANC;;En Servicio/Mantenible;;;No;;No;Punta;Izquierda;14/10/2008;70238281,46;471664676,22;100672155;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;53,594;110,524
14116;Vic - VIA;;;DS-2M-77109 (VIC);604033;VIA 3M DE VIC;70,095;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-A-54-320/241-0,11-CR-I;;No;;No;Talón;Izquierda;07/11/2024;;;951275;LA GARRIGA-VIC                                                                                                                  ;69,582;70,276
13114;Mora La Nova- VIA;;;DS-3-71211 (ASCO);2400;MIRAFLORES-REUS, U;518,64;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;En Servicio/Mantenible;;DS-3-ASCÓ;No;;No;Talón;Derecha;21/02/2022;79950042,75;456522518,7;100669983;FLIX-MORA LA NOVA                                                                                                               ;511,627;531,315
13113;Reus - VIA;;;DS-3-71400 (REUS);996077;VIA 1 DE REUS;580,341;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-D;Reus desvio 3;No;;No;Punta;Derecha;19/01/2024;84498094,11;456537902,69;100668798;MORA LA NOVA-REUS                                                                                                               ;578,74;580,341
14111;L Hospitalet - VIA;;;DS-3-71706 (GAVA);200050;RODA DE BARA-BARCELONA SANTS, I;663,397;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P1-60-318-0,09-CR-D-TC;;Sí;;No;Punta;Derecha;17/10/2024;92028429,08;458513215,84;100673063;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;658,947;670,127
12111;Huesca - VIA;;;DS-3-74213 (JACA);2510;HOYA DE HUESCA-JACA, U;110,491;;204;2 ;BIF. CANFRANC - CANFRANC;;En Servicio/Mantenible;;;No;;No;Talón;Derecha;14/10/2008;70209303,83;471712237,06;100672156;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;53,594;110,524
14116;Vic - VIA;;;DS-3M-77109 (VIC);604033;VIA 3M DE VIC;69,747;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-A-54-320/241-0,11-CR-I;;No;;No;Talón;Izquierda;07/11/2024;;;949150;LA GARRIGA-VIC                                                                                                                  ;69,582;70,276
13114;Mora La Nova- VIA;;;DS-4-71210 (FLIX);2400;MIRAFLORES-REUS, U;511,15;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-250-0,11-CR-I;DS-4-FLIX;Sí;4700,;No;Punta;Izquierda;21/02/2022;79636152,79;457052578,1;100669976;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;490,231;511,627
13114;Mora La Nova- VIA;;;DS-4-71211 (ASCO);2400;MIRAFLORES-REUS, U;517,989;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-D;DS-4-71211;No;;No;Punta;Derecha;21/02/2022;79946888,3;456592870,6;100669984;FLIX-MORA LA NOVA                                                                                                               ;511,627;531,315
13113;Reus - VIA;;;DS-4-71400 (REUS);996077;VIA 1 DE REUS;578,74;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;;En Servicio/Mantenible;;Reus desvio 4;No;;No;Talón;Izquierda;19/01/2024;84343406,07;456478634,96;100668803;MORA LA NOVA-REUS                                                                                                               ;578,74;580,341
14111;L Hospitalet - VIA;;;DS-4-71706 (GAVA);200050;RODA DE BARA-BARCELONA SANTS, I;662,008;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P-60-1.500-0,042-CR-I-TC;;Sí;;No;Talón;Izquierda;17/10/2024;92836368,;459248608,;100673064;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;658,947;670,127
12111;Huesca - VIA;;;DS-4-74213 (JACA);2510;HOYA DE HUESCA-JACA, U;110,036;;204;2 ;BIF. CANFRANC - CANFRANC;;En Servicio/Mantenible;;;No;;No;Punta;Derecha;14/10/2008;70233036,65;471675328,3;100685899;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;53,594;110,524
14116;Vic - VIA;;;DS-4M-77109 (VIC);604036;VIA 5M MERCANCIAS DE VIC;70,06;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-A-54-320/241-0,11-CR-I;;No;;No;Talón;Izquierda;07/11/2024;;;951291;LA GARRIGA-VIC                                                                                                                  ;69,793;70,06
13114;Mora La Nova- VIA;;;DS-5-71210 (FLIX);85332;VIA 2 DE FLIX;511,773;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-250-0,11-CR-I;DS-5-FLIX;No;;No;Talón;Izquierda;07/12/2015;;;100669977;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;511,107;511,886
13113;Reus - VIA;;;DS-5-71400 (REUS);996077;VIA 1 DE REUS;579,838;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-1:8,5-CC-D;Reus desvio 5;No;;No;Talón;Derecha;19/01/2024;84539342,94;456541134,07;100668808;MORA LA NOVA-REUS                                                                                                               ;578,74;580,341
14111;L Hospitalet - VIA;;;DS-5-71706 (GAVA);200050;RODA DE BARA-BARCELONA SANTS, I;663,378;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P1-60-250-0,11-CR-I-TC;;Sí;;No;Talón;Izquierda;17/10/2024;92836368,;459248608,;100679346;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;658,947;670,127
12111;Huesca - VIA;;;DS-5-74213 (JACA);85873;VIA 5 DE JACA;110,478;;204;2 ;BIF. CANFRANC - CANFRANC;;En Servicio/Mantenible;;;No;;No;Talón;Derecha;14/10/2008;;;100672157;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;110,254;110,524
13114;Mora La Nova- VIA;;;DS-6-71210 (FLIX);85333;VIA 3 DE FLIX;511,224;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-250-0,11-CR-I;DS-6-FLIX;Sí;4700,;No;Talón;Derecha;21/02/2022;;;100669978;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;510,55;511,842
13113;Reus - VIA;;;DS-6-71400 (REUS);2400;MIRAFLORES-REUS, U;578,748;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-1:8,5-CC-D;Reus desvio 6;No;;No;Punta;Derecha;19/01/2024;84344144,73;456478203,21;100668814;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
14111;L Hospitalet - VIA;;;DS-6-71706 (GAVA);200050;RODA DE BARA-BARCELONA SANTS, I;662,026;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P-60-318-0,09-CR-D-TC;;Sí;;No;Punta;Derecha;17/10/2024;92836368,;459248608,;100673065;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;658,947;670,127
12111;Huesca - VIA;;;DS-6-74213 (JACA);85870;VIA 6 DE JACA;110,078;;204;2 ;BIF. CANFRANC - CANFRANC;;En Servicio/Mantenible;;;No;;No;Punta;Izquierda;14/10/2008;;;100672158;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;110,036;110,292
14116;Vic - VIA;;;DS-6M-77109 (VIC);604037;VIA 7M MERCANCIAS DE VIC;70,018;;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-A-54-320/241-0,11-CR-I;;No;;No;Punta;Izquierda;07/11/2024;;;951306;LA GARRIGA-VIC                                                                                                                  ;69,79;70,018
13114;Mora La Nova- VIA;;;DS-7-71210 (FLIX);2400;MIRAFLORES-REUS, U;511,842;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-D;DS-7-FLIX;No;;No;Talón;Derecha;04/12/2015;79712796,76;457046891,46;100669979;FLIX-MORA LA NOVA                                                                                                               ;511,627;531,315
13113;Reus - VIA;;;DS-7-71400 (REUS);996077;VIA 1 DE REUS;579,838;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-I;Reus desvio 7;No;;No;Talón;Izquierda;19/01/2024;84440974,44;456519521,33;100668817;MORA LA NOVA-REUS                                                                                                               ;578,74;580,341
14111;L Hospitalet - VIA;;;DS-7-71706 (GAVA);200110;SAN VICENTE DE CALDERS-BARCELONA SANTS, II;663,287;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P1-60-318-0,09-CR-I-TC;;Sí;;No;Punta;Izquierda;17/10/2024;92018957,26;458507767,75;100673066;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;658,947;670,127
12111;Huesca - VIA;;;DS-7-74213 (JACA);2510;HOYA DE HUESCA-JACA, U;110,46;;204;2 ;BIF. CANFRANC - CANFRANC;;En Servicio/Mantenible;;;No;;No;Talón;Izquierda;14/10/2008;70211024,19;471709788,62;100680454;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;53,594;110,524
13114;Mora La Nova- VIA;;;DS-8-71210 (FLIX);85333;VIA 3 DE FLIX;511,4;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-A-54-320/241-0,11-CR-I;DS-8-FLIX;No;;No;Punta;Izquierda;04/12/2015;;;100681995;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;510,55;511,842
13113;Reus - VIA;;;DS-8-71400 (REUS);996077;VIA 1 DE REUS;578,822;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-1:8,5-CC-I;Reus desvio 8;No;;No;Punta;Izquierda;19/01/2024;84389185,79;456471391,66;100668818;MORA LA NOVA-REUS                                                                                                               ;578,74;580,341
14111;L Hospitalet - VIA;;;DS-8-71706 (GAVA);200110;SAN VICENTE DE CALDERS-BARCELONA SANTS, II;662,115;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P1-60-318-0,09-CR-D-TC;;Sí;;No;Talón;Derecha;17/10/2024;91925421,82;458436829,68;100673067;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;658,947;670,127
12111;Huesca - VIA;;;DS-8-74213 (JACA);85870;VIA 6 DE JACA;110,121;;204;2 ;BIF. CANFRANC - CANFRANC;;En Servicio/Mantenible;;;No;;No;Punta;Izquierda;14/10/2008;;;100680455;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;110,036;110,292
13113;Reus - VIA;;;DS-9-71400 (REUS);3000;REUS - KM. 590,45, U;579,824;;234;2 ;REUS-CONSTANTI;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-250-0,11-CR-I;Reus desvio 9;No;;;Punta;Izquierda;19/01/2024;84428440,01;456509179,55;951517;REUS-CONSTANTI                                                                                                                  ;579,824;590,45
14111;L Hospitalet - VIA;;;DS-9-71706 (GAVA);200050;RODA DE BARA-BARCELONA SANTS, I;663,278;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-D;;Sí;;No;Talón;Derecha;17/10/2024;92013321,31;458505247,16;100673068;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;658,947;670,127
12111;Huesca - VIA;;;DS-9-74213 (JACA);85869;VIA 4 DE JACA;110,415;;204;2 ;BIF. CANFRANC - CANFRANC;;En Servicio/Mantenible;;;No;;No;Talón;Derecha;14/10/2008;;;100679197;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;110,121;110,46
12104;Calatayud - VIA;;;DS-1-70500 (ARIZA);200010;S. FERNANDO-MIRAFLORES, I (G1);205,38;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-I;Desvio nº 1 del escape 3/1 en el aestacion de Ariza;Sí;4000,;No;Talón;Izquierda;11/02/2025;57940215,8;457378102,91;100680753;ARIZA-CALATAYUD                                                                                                                 ;205,043;244,627
12105;Ricla-La Almunia - VIA;;;DS-1-70605 (MORES);200010;S. FERNANDO-MIRAFLORES, I (G1);264,105;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P-60-318-0,09-CR-D-TC;Desvio nº 1 estacion de Mores;No;;No;Talón;Derecha;28/10/2009;62024272,13;459359228,14;100674150;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12108;Caspe - VIA;;;DS-1-71204 (CASPE);2400;MIRAFLORES-REUS, U;453,39;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P-60-318-0,09-CR-D-TC;;No;;No;Talón;Derecha;13/04/2010;74830295,61;456981985,08;100669685;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;453,043;490,231
13112;S. Vicenç de Calders - VIA;;;DS-1-71603 (CUNIT);200050;RODA DE BARA-BARCELONA SANTS, I;627,838;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P-60-318-0,09-CR-I-TC;ES-1-CUNIT;Sí;;No;Talón;Izquierda;30/10/2024;88930191,21;457116707,52;100669305;CUNIT-VILANOVA I LA GELTRU                                                                                                      ;627,081;636,
13121;Lleida - VIA;;;DS-1-75114 (TREMP);2600;PK. 1,927 - LA POBLA DE SEGUR, U;76,95;;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;;En Servicio/Mantenible;;;No;;No;Talón;Derecha;10/03/2014;82196081,97;467719275,75;100679944;;;
13112;S. Vicenç de Calders - VIA;;;DS-1-76004 (VALLS);200040;LA PLANA PICAMOIXONS-RODA DE BARA, U;6,352;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DSH-P-60-318-0,09-CR-D-TC;DS-1--VALLS;No;;No;Talón;Derecha;09/02/2022;85657748,19;457999445,77;100672173;LA PLANA-PICAMOIXONS-VALLS                                                                                                      ;-0,436;6,716
12109;Tardienta - VIA;;;DS-1-78100 (ZUERA);85991;VIA 2D DE ZUERA;26,72;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;;En Servicio/Mantenible;;;No;;No;Talón;Derecha;14/10/2008;;;100671350;SAN JUAN DE MOZARRIFAR-ZUERA                                                                                                    ;26,652;26,752
13121;Lleida - VIA;;;DS-1-78503 (CALAF);2700;LERIDA-MANRESA, U;267,303;;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-1:8,5-CC-I;Calaf Desvio 1;No;;;Talón;Izquierda;05/06/2014;87609358,05;463009120,17;970539;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;253,997;299,7
14120;Girona - VIA;;;DS-1-79303 (FLAÇA);200071;BIF. AIGUES -PORT BOU-CERBERE,I;221,399;;270;2 ;CERBERE - BIF. ARAGO;;En Servicio/Mantenible;DMRIH-G-60-250-0,11-CR-I-TC;;No;;No;Punta;Izquierda;25/10/2024;99276050,47;467222490,2;965368;GIRONA-VILAMALLA                                                                                                                ;205,572;241,627
13114;Mora La Nova- VIA;;;DS-10-71210 (FLIX);85333;VIA 3 DE FLIX;511,444;511,107;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-A-54-320/241-0,11-CR-I;DS-10-FLIX;No;;No;Punta;Izquierda;04/12/2015;;;100669970;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;510,55;511,842
13113;Reus - VIA;;;DS-10-71400 (REUS);2400;MIRAFLORES-REUS, U;578,841;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-1:8,5-CC-D;Reus desvio 10;No;;No;Talón;Derecha;14/04/2014;84352840,02;456473368,35;100668778;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
14111;L Hospitalet - VIA;;;DS-10-71706 (GAVA);200110;SAN VICENTE DE CALDERS-BARCELONA SANTS, II;662,444;;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-C-54-318-0,09-CR-D;;No;;No;Punta;Derecha;16/05/2024;91948314,57;458461770,52;100679344;CASTELLDEFELS-EL PRAT DE LLOBREGAT                                                                                              ;658,947;670,127
12111;Huesca - VIA;;;DS-10-74213 (JACA);85870;VIA 6 DE JACA;110,153;;204;2 ;BIF. CANFRANC - CANFRANC;;En Servicio/Mantenible;;;No;;;Punta;Derecha;14/10/2008;;;100679380;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;110,036;110,292
13114;Mora La Nova- VIA;;;DS-11-71210 (FLIX);85333;VIA 3 DE FLIX;511,712;;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Desvío sencillo con corazón de punta fija;En Servicio/Mantenible;DS-A-54-320/400-0,09-CR-I;DS-11-FLIX;No;;No;Talón;Izquierda;04/12/2015;;;100669971;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;510,55;511,842
