EQM1 Código;EQM1;Identificador Elemento Inventario;Código Vía;Vía;PK Inicial;PK Final;Línea Código;Línea Eje;Línea Descripción;Denominación;Estado Elemento Inventario;Plan de autoprotección ;Descripción Elemento Inventario;"	Número de vías que contiene el túnel ";Longitud (m);Identificador Antecesores;Id. Raíz;Id. Inventario;Código Trayecto;Trayecto;Trayecto Pk Ini;Trayecto Pk Fin
13114;Mora La Nova- VIA;TU - Flix - 210 - 511,98;2400;MIRAFLORES-REUS, U;511,98;512,229;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Flix;En Servicio/Mantenible;No;Flix;1;249,;TU - Flix - 210 - 511,98;107094858;107094858;022100110;FLIX-MORA LA NOVA                                                                                                               ;511,627;531,315
14111;L Hospitalet - VIA;TU - Gornal - 250 - ,252;200410;HOSPITALET-BELLVITGE AGUJA K.M. 674,8, U;0,252;1,017;250;2 ;L'HOSPITALET  DE LLOBREGAT - BELLVITGE-AG. KM. 674,8;Gornal;En Servicio/Mantenible;No;Gornal;1;765,;TU - Gornal - 250 - ,252;107094968;107094968;022500010;LHOSPITALET DE LLOBREGAT-BELLVITGE AGUJA KM. 674,8                                                                              ;-0,261;1,265
12111;Huesca - VIA;TU - Jaca 3 - 204 - 4,24;2520;JACA-CANFRANC, U;4,24;4,347;204;2 ;BIF. CANFRANC - CANFRANC;Jaca 3;En Servicio/Mantenible;No;Jaca 3;1;107,;TU - Jaca 3 - 204 - 4,24;107094715;107094715;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TU - Oval - 204 - 66,572;2510;HOYA DE HUESCA-JACA, U;66,572;66,585;204;2 ;BIF. CANFRANC - CANFRANC;Oval;En Servicio/Mantenible;No;Oval;1;14,;TU - Oval - 204 - 66,572;107094717;107094717;022040040;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;53,594;110,524
14113;Martorell - VIA;TU - nº 5 - 246 - 11,985;3150;AG. 11 CASTELLBISBAL AG. LLOBREGAT -  BIF. NUDO MOLLET ,I (ANCHO MIXTO);11,985;12,938;246;2 ;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;nº 5;En Servicio/Mantenible;No;nº 5 (Univ. Cerdañola);2;873,;TU - nº 5 - 246 - 11,985;107094999;107094999;022460015;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;1,129;13,475
13121;Lleida - VIA;TU - Ager 3 - 893 - 50,11;2600;PK. 1,927 - LA POBLA DE SEGUR, U;50,11;50,174;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Ager 3;En Servicio/No Mantenible;No;Ager 3;1;64,;TU - Ager 3 - 893 - 50,11;107095277;107095277;;;;
13121;Lleida - VIA;TU - Ager 6 - 893 - 51,56;2600;PK. 1,927 - LA POBLA DE SEGUR, U;51,56;51,712;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Ager 6;En Servicio/No Mantenible;No;Ager 6;1;152,;TU - Ager 6 - 893 - 51,56;107094816;107094816;;;;
12108;Caspe - VIA;TU - Fayón - 210 - 488,46;2400;MIRAFLORES-REUS, U;488,46;488,521;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Fayón;En Servicio/Mantenible;No;Fayón;1;61,;TU - Fayón - 210 - 488,46;107094855;107094855;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;453,043;490,231
12111;Huesca - VIA;TU - Jaca 1 - 204 - 1,983;2520;JACA-CANFRANC, U;1,983;2,066;204;2 ;BIF. CANFRANC - CANFRANC;Jaca 1;En Servicio/Mantenible;No;Jaca 1;1;83,;TU - Jaca 1 - 204 - 1,983;107094503;107094503;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TU - Jaca 2 - 204 - 3,238;2520;JACA-CANFRANC, U;3,238;3,354;204;2 ;BIF. CANFRANC - CANFRANC;Jaca 2;En Servicio/Mantenible;No;Jaca 2;1;116,;TU - Jaca 2 - 204 - 3,238;107094504;107094504;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TU - Jaca 4 - 204 - 4,818;2520;JACA-CANFRANC, U;4,818;4,872;204;2 ;BIF. CANFRANC - CANFRANC;Jaca 4;En Servicio/Mantenible;No;Jaca 4;1;54,;TU - Jaca 4 - 204 - 4,818;107094714;107094714;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
13121;Lleida - VIA;TU - Tremp 1 - 893 - 78,6;2600;PK. 1,927 - LA POBLA DE SEGUR, U;78,6;79,173;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Tremp 1;En Servicio/No Mantenible;No;Tremp 1;1;573,;TU - Tremp 1 - 893 - 78,6;107094824;107094824;;;;
14117;Ripoll - VIA;TU - nº 14 - 222 - 14,777;3610;RIPOLL-LA TOUR DE CAROL, U;14,777;14,938;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;nº 14;En Servicio/Mantenible;No;nº 14;1;161,;TU - nº 14 - 222 - 14,777;107095339;107095339;022220080;RIBES DE FRESER-PLANOLES                                                                                                        ;13,45;20,21
14117;Ripoll - VIA;TU - nº 15 - 222 - 15,042;3610;RIPOLL-LA TOUR DE CAROL, U;15,042;15,126;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;nº 15;En Servicio/Mantenible;No;nº 15;1;84,;TU - nº 15 - 222 - 15,042;107095246;107095246;022220080;RIBES DE FRESER-PLANOLES                                                                                                        ;13,45;20,21
14117;Ripoll - VIA;TU - nº 16 - 222 - 15,346;3610;RIPOLL-LA TOUR DE CAROL, U;15,346;15,442;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;nº 16;En Servicio/Mantenible;No;nº 16;1;96,;TU - nº 16 - 222 - 15,346;107095381;107095381;022220080;RIBES DE FRESER-PLANOLES                                                                                                        ;13,45;20,21
14117;Ripoll - VIA;TU - nº 17 - 222 - 15,668;3610;RIPOLL-LA TOUR DE CAROL, U;15,668;15,823;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;nº 17;En Servicio/Mantenible;No;nº 17;1;155,;TU - nº 17 - 222 - 15,668;107095382;107095382;022220080;RIBES DE FRESER-PLANOLES                                                                                                        ;13,45;20,21
14117;Ripoll - VIA;TU - nº 18 - 222 - 16,686;3610;RIPOLL-LA TOUR DE CAROL, U;16,686;16,914;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;nº 18;En Servicio/Mantenible;No;nº 18;1;228,;TU - nº 18 - 222 - 16,686;107095383;107095383;022220080;RIBES DE FRESER-PLANOLES                                                                                                        ;13,45;20,21
14117;Ripoll - VIA;TU - nº 21 - 222 - 17,547;3610;RIPOLL-LA TOUR DE CAROL, U;17,547;17,649;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;nº 21;En Servicio/Mantenible;No;nº 21;1;102,;TU - nº 21 - 222 - 17,547;107095230;107095230;022220080;RIBES DE FRESER-PLANOLES                                                                                                        ;13,45;20,21
14117;Ripoll - VIA;TU - nº 25 - 222 - 21,577;3610;RIPOLL-LA TOUR DE CAROL, U;21,577;21,682;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;nº 25;En Servicio/Mantenible;No;nº 25;1;105,;TU - nº 25 - 222 - 21,577;107095386;107095386;022220090;PLANOLES-PUIGCERDA                                                                                                              ;20,21;48,6
14117;Ripoll - VIA;TU - nº 27 - 222 - 22,111;3610;RIPOLL-LA TOUR DE CAROL, U;22,111;22,225;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;nº 27;En Servicio/Mantenible;No;nº 27;1;113,;TU - nº 27 - 222 - 22,111;107095387;107095387;022220090;PLANOLES-PUIGCERDA                                                                                                              ;20,21;48,6
13121;Lleida - VIA;TU - Ager 1 - 893 - 49,085;2600;PK. 1,927 - LA POBLA DE SEGUR, U;49,085;49,579;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Ager 1;En Servicio/No Mantenible;No;Ager 1;1;494,;TU - Ager 1 - 893 - 49,085;107094813;107094813;;;;
13121;Lleida - VIA;TU - Ager 11 - 893 - 57,38;2600;PK. 1,927 - LA POBLA DE SEGUR, U;57,38;57,44;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Ager 11;En Servicio/No Mantenible;No;Ager 11;1;60,;TU - Ager 11 - 893 - 57,38;107094819;107094819;;;;
13121;Lleida - VIA;TU - Ager 2 - 893 - 49,773;2600;PK. 1,927 - LA POBLA DE SEGUR, U;49,773;49,991;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Ager 2;En Servicio/No Mantenible;No;Ager 2;1;218,;TU - Ager 2 - 893 - 49,773;107094814;107094814;;;;
13121;Lleida - VIA;TU - Ager 4 - 893 - 50,702;2600;PK. 1,927 - LA POBLA DE SEGUR, U;50,702;50,736;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Ager 4;En Servicio/No Mantenible;No;Ager 4;1;34,;TU - Ager 4 - 893 - 50,702;107095276;107095276;;;;
13121;Lleida - VIA;TU - Ager 5 - 893 - 51,145;2600;PK. 1,927 - LA POBLA DE SEGUR, U;51,145;51,333;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Ager 5;En Servicio/No Mantenible;No;Ager 5;1;188,;TU - Ager 5 - 893 - 51,145;107094815;107094815;;;;
13121;Lleida - VIA;TU - Ager 7 - 893 - 53,391;2600;PK. 1,927 - LA POBLA DE SEGUR, U;53,391;53,682;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Ager 7;En Servicio/No Mantenible;No;Ager 7;1;291,;TU - Ager 7 - 893 - 53,391;107094817;107094817;;;;
13121;Lleida - VIA;TU - Ager 8 - 893 - 53,842;2600;PK. 1,927 - LA POBLA DE SEGUR, U;53,842;53,968;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Ager 8;En Servicio/No Mantenible;No;Ager 8;1;126,;TU - Ager 8 - 893 - 53,842;107094818;107094818;;;;
13121;Lleida - VIA;TU - Ager 9 - 893 - 54,247;2600;PK. 1,927 - LA POBLA DE SEGUR, U;54,247;54,357;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Ager 9;En Servicio/No Mantenible;No;Ager 9;1;110,;TU - Ager 9 - 893 - 54,247;107095272;107095272;;;;
13114;Mora La Nova- VIA;TU - Ascó 1 - 210 - 518,98;2400;MIRAFLORES-REUS, U;518,98;519,04;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Ascó 1;En Servicio/Mantenible;No;Ascó 1;1;60,;TU - Ascó 1 - 210 - 518,98;107094899;107094899;022100110;FLIX-MORA LA NOVA                                                                                                               ;511,627;531,315
13114;Mora La Nova- VIA;TU - Ascó 2 - 210 - 519,19;2400;MIRAFLORES-REUS, U;519,19;519,493;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Ascó 2;En Servicio/Mantenible;No;Ascó 2;1;293,;TU - Ascó 2 - 210 - 519,19;107094776;107094776;022100110;FLIX-MORA LA NOVA                                                                                                               ;511,627;531,315
13114;Mora La Nova- VIA;TU - Ascó 3 - 210 - 519,62;2400;MIRAFLORES-REUS, U;519,62;519,68;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Ascó 3;En Servicio/Mantenible;No;Ascó 3;1;60,;TU - Ascó 3 - 210 - 519,62;107095300;107095300;022100110;FLIX-MORA LA NOVA                                                                                                               ;511,627;531,315
13114;Mora La Nova- VIA;TU - Ascó 4 - 210 - 522,51;2400;MIRAFLORES-REUS, U;522,51;522,72;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Ascó 4;En Servicio/Mantenible;No;Ascó 4;1;60,;TU - Ascó 4 - 210 - 522,51;107095299;107095299;022100110;FLIX-MORA LA NOVA                                                                                                               ;511,627;531,315
12108;Caspe - VIA;TU - Fayón - 210 - 490,569;2400;MIRAFLORES-REUS, U;490,569;490,709;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Fayón;En Servicio/Mantenible;Sí;de Fayón antiguo;1;140,;TU - Fayón - 210 - 490,569;107094856;107094856;022100100;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;490,231;511,627
13116;Borges Blanques- VIA;TU - Tarrés - 200 - 43,859;200030;LERIDA-LA PLANA PICAMOIXONS, U;43,859;44,57;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Tarrés;En Servicio/Mantenible;No;Tarrés;1;712,;TU - Tarrés - 200 - 43,859;107094546;107094546;022000440;VINAIXA-LA PLANA-PICAMOIXONS                                                                                                    ;40,429;66,002
13111;Tarragona - VIA;TU - de Bara - 210 - 19,93;300050;TARRAGONA-S. VICENT DE C., I;19,93;20,36;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;de Bara;En Servicio/Mantenible;No;de Bara;2;380,;TU - de Bara - 210 - 19,93;107095197;107095197;022100150;TARRAGONA - SANT VICENÇ DE CALDERS                                                                                              ;0,597;25,355
13121;Lleida - VIA;TU - Ager 10 - 893 - 56,794;2600;PK. 1,927 - LA POBLA DE SEGUR, U;56,794;57,03;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Ager 10;En Servicio/No Mantenible;No;Ager 10;1;236,;TU - Ager 10 - 893 - 56,794;107095271;107095271;;;;
13121;Lleida - VIA;TU - Ager 12 - 893 - 58,375;2600;PK. 1,927 - LA POBLA DE SEGUR, U;58,375;58,51;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Ager 12;En Servicio/No Mantenible;No;Ager 12;1;135,;TU - Ager 12 - 893 - 58,375;107094820;107094820;;;;
13121;Lleida - VIA;TU - Ager 13 - 893 - 58,684;2600;PK. 1,927 - LA POBLA DE SEGUR, U;58,684;58,722;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Ager 13;En Servicio/No Mantenible;No;Ager 13;1;38,;TU - Ager 13 - 893 - 58,684;107095244;107095244;;;;
14115;Vilanova I La Geltru- VIA;TU - Garraf - 200 - 652,281;200050;RODA DE BARA-BARCELONA SANTS, I;652,281;652,41;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Garraf;En Servicio/Mantenible;Sí;Garraf;2;129,;TU - Garraf - 200 - 652,281;107095538;107095538;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
12111;Huesca - VIA;TU - La Peña - 204 - 50,159;2510;HOYA DE HUESCA-JACA, U;50,159;50,491;204;2 ;BIF. CANFRANC - CANFRANC;La Peña;En Servicio/Mantenible;No;La Peña;1;313,;TU - La Peña - 204 - 50,159;107094500;107094500;022040030;AYERBE-SANTA MARIA Y LA PEÑA                                                                                                    ;34,96;53,594
12111;Huesca - VIA;TU - Lecinar - 204 - 46,729;2510;HOYA DE HUESCA-JACA, U;46,729;47,254;204;2 ;BIF. CANFRANC - CANFRANC;Lecinar;En Servicio/Mantenible;No;Lecinar;1;520,;TU - Lecinar - 204 - 46,729;107095005;107095005;022040030;AYERBE-SANTA MARIA Y LA PEÑA                                                                                                    ;34,96;53,594
14113;Martorell - VIA;TU - PS AP-7 - 240 - 77,332;3100;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;77,332;77,388;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;PS AP-7;En Servicio/Mantenible;No;PS AP-7;2;56,;TU - PS AP-7 - 240 - 77,332;1561665;1561665;022400075;CASTELLBISBAL-CASTELLBISBAL-AGUJAS RUBI                                                                                         ;76,837;77,507
12104;Calatayud - VIA;TU - Ribota - 200 - 219,092;200010;S. FERNANDO-MIRAFLORES, I (G1);219,092;219,113;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Ribota;En Servicio/Mantenible;No;Ribota (nº10);2;21,;TU - Ribota - 200 - 219,092;107094839;107094839;022000180;ARIZA-CALATAYUD                                                                                                                 ;205,043;244,627
12108;Caspe - VIA;TU - Samper - 210 - 422,347;2400;MIRAFLORES-REUS, U;422,347;422,653;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Samper;En Servicio/Mantenible;No;Samper;1;306,;TU - Samper - 210 - 422,347;107094770;107094770;022100070;SAMPER-ESCATRON                                                                                                                 ;422,143;430,355
13121;Lleida - VIA;TU - Tremp 2 - 893 - 80,646;2600;PK. 1,927 - LA POBLA DE SEGUR, U;80,646;81,086;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Tremp 2;En Servicio/No Mantenible;No;Tremp 2;1;440,;TU - Tremp 2 - 893 - 80,646;107094825;107094825;;;;
13112;S. Vicenç de Calders - VIA;TU - de Bara - 200 - 17,058;200040;LA PLANA PICAMOIXONS-RODA DE BARA, U;17,058;17,49;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de Bara;En Servicio/Mantenible;No;de Bara;1;432,;TU - de Bara - 200 - 17,058;107095326;107095326;022000460;VALLS-RODA DE BARA                                                                                                              ;6,716;29,05
14111;L Hospitalet - VIA;TU - nº 102 - 200 - 653,151;200050;RODA DE BARA-BARCELONA SANTS, I;653,151;653,218;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;nº 102;En Servicio/Mantenible;No;nº 102;1;67,;TU - nº 102 - 200 - 653,151;1141204;1141204;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
13114;Mora La Nova- VIA;TU - Garcia 1 - 210 - 524,36;2400;MIRAFLORES-REUS, U;524,36;524,6;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Garcia 1;En Servicio/Mantenible;No;Garcia 1;1;240,;TU - Garcia 1 - 210 - 524,36;107094900;107094900;022100110;FLIX-MORA LA NOVA                                                                                                               ;511,627;531,315
12111;Huesca - VIA;TU - La Salve - 204 - 92,318;2510;HOYA DE HUESCA-JACA, U;92,318;92,482;204;2 ;BIF. CANFRANC - CANFRANC;La Salve;En Servicio/Mantenible;No;La Salve;1;164,;TU - La Salve - 204 - 92,318;107094716;107094716;022040040;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;53,594;110,524
14112;Montcada Bifurcaçiò - VIA;TU - PUJADES - 200 - 683,632;3300;BIF. ARAGON-BARCELONA FRANCIA, I;683,632;683,669;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;PUJADES;En Servicio/Mantenible;Sí;PUJADES;2;37,;TU - PUJADES - 200 - 683,632;1037067;1037067;022000585;BIF.GLORIAS-CLOT - BARNA.-EST. DE FRANÇA                                                                                        ;682,603;685,375
13122;Monzon - VIA;TU - Piconill - 200 - 156,49;200020;S. JUAN DE MOZARRIFAR-LERIDA, U;156,49;156,62;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Piconill;En Servicio/Mantenible;No;Piconill;1;130,;TU - Piconill - 200 - 156,49;107095554;107095554;022000390;BINEFAR-ALMACELLES                                                                                                              ;138,317;159,314
14113;Martorell - VIA;TU - Ramal Seat - 242 - ,717;3121;AG. P.KM. 0/500-MARTOREL SEAT, U;0,717;1,665;242;2 ;MARTORELL-SEAT - AGUJA KM. 71,185;Ramal Seat;En Servicio/Mantenible;No;Ramal Seat;1;948,;TU - Ramal Seat - 242 - ,717;107095313;107095313;022420010;MARTORELL-SEAT-AGUJA KM. 0,500                                                                                                  ;0,572;3,356
12104;Calatayud - VIA;TU - San Jose - 200 - 254,01;200010;S. FERNANDO-MIRAFLORES, I (G1);254,01;254,114;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;San Jose;En Servicio/Mantenible;No;San Jose;1;104,;TU - San Jose - 200 - 254,01;107094845;107094845;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12104;Calatayud - VIA;TU - Zadallos - 200 - 252,73;200010;S. FERNANDO-MIRAFLORES, I (G1);252,73;252,845;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Zadallos;En Servicio/Mantenible;No;Zadallos;1;115,;TU - Zadallos - 200 - 252,73;107094844;107094844;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
14113;Martorell - VIA;TU - del Puig - 240 - 64,748;3110;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II;64,748;64,791;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;del Puig;En Servicio/Mantenible;No;del Puig;2;43,;TU - del Puig - 240 - 64,748;107094566;107094566;022400040;SANT SADURNI D ANOIA-AGUJA KM. 70,477                                                                                           ;60,057;70,477
14112;Montcada Bifurcaçiò - VIA;TU - Bellaterra - 224 - 1,394;2820;CERDENYOLA UNIVERSIDAD-CERDENYOLA DEL VALLES, U;1,394;1,614;224;2 ;CERDANYOLA UNIV.- CERDANYOLA DEL VALLES;Bellaterra;En Servicio/Mantenible;No;Bellaterra;1;220,;TU - Bellaterra - 224 - 1,394;107094956;107094956;022240010;CERDANYOLA UNIVERSITAT-CERDANYOLA DEL VALLES                                                                                    ;-0,49;3,5
14111;L Hospitalet - VIA;TU - Can Tunis - 238 - 18,381;3190;AG 11 CASTELLBISBAL AGUJAS LLOBREGAT- BARCELONA MORROT, I, (ANCHO MIXTO);18,381;20,075;238;2 ;CASTELLBISBAL-AGUJAS LLOBREGAT - BARCELONA-MORROT;Can Tunis;En Servicio/Mantenible;Sí;Can Tunis;1;1694,;TU - Can Tunis - 238 - 18,381;107094658;107094658;022380020;RIU LLOBREGAT-BARCELONA-CAN TUNIS                                                                                               ;6,18;20,5
12111;Huesca - VIA;TU - Canfranc 3 - 204 - 23,68;2520;JACA-CANFRANC, U;23,68;23,922;204;2 ;BIF. CANFRANC - CANFRANC;Canfranc 3;En Servicio/Mantenible;No;Canfranc 3;1;242,;TU - Canfranc 3 - 204 - 23,68;107094513;107094513;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
13114;Mora La Nova- VIA;TU - Capsanes - 210 - 544,856;2400;MIRAFLORES-REUS, U;544,856;545,56;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Capsanes;En Servicio/Mantenible;No;Capsanes;1;704,;TU - Capsanes - 210 - 544,856;107094906;107094906;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TU - Garcia 2 - 210 - 525,593;2400;MIRAFLORES-REUS, U;525,593;525,62;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Garcia 2;En Servicio/Mantenible;No;Garcia 2;1;27,;TU - Garcia 2 - 210 - 525,593;107094777;107094777;022100110;FLIX-MORA LA NOVA                                                                                                               ;511,627;531,315
13114;Mora La Nova- VIA;TU - Garcia 3 - 210 - 525,683;2400;MIRAFLORES-REUS, U;525,683;525,977;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Garcia 3;En Servicio/Mantenible;No;Garcia 3;1;294,;TU - Garcia 3 - 210 - 525,683;107094424;107094424;022100110;FLIX-MORA LA NOVA                                                                                                               ;511,627;531,315
12111;Huesca - VIA;TU - Las Lanas - 204 - 56,956;2510;HOYA DE HUESCA-JACA, U;56,956;57,377;204;2 ;BIF. CANFRANC - CANFRANC;Las Lanas;En Servicio/Mantenible;No;Las Lanas;1;419,;TU - Las Lanas - 204 - 56,956;107094501;107094501;022040040;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;53,594;110,524
12108;Caspe - VIA;TU - Matarraña - 210 - 475,61;2400;MIRAFLORES-REUS, U;475,61;475,777;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Matarraña;En Servicio/Mantenible;No;Matarraña;1;167,;TU - Matarraña - 210 - 475,61;107095294;107095294;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;453,043;490,231
14113;Martorell - VIA;TU - Tunel Rubí - 246 - 4,581;3150;AG. 11 CASTELLBISBAL AG. LLOBREGAT -  BIF. NUDO MOLLET ,I (ANCHO MIXTO);4,581;5,495;246;2 ;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;Tunel Rubí;En Servicio/Mantenible;No;Rubí;2;277,;TU - Tunel Rubí - 246 - 4,581;107094660;107094660;022460015;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;1,129;13,475
12106;Zaragoza - VIA;TU - Villareal - 610 - 48,755;2300;CAMINREAL-BIF. TERUEL, U;48,755;48,852;610;2 ;BIF. TERUEL - SAGUNT;Villareal;En Servicio/Mantenible;No;Villareal;1;97,;TU - Villareal - 610 - 48,755;107095602;107095602;026100040;CARIÑENA-BADULES (APD)                                                                                                          ;38,328;70,702
12104;Calatayud - VIA;TU - de Ateca - 200 - 229,036;200010;S. FERNANDO-MIRAFLORES, I (G1);229,036;229,216;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de Ateca;En Servicio/Mantenible;No;de Ateca;2;180,;TU - de Ateca - 200 - 229,036;107094842;107094842;022000180;ARIZA-CALATAYUD                                                                                                                 ;205,043;244,627
12104;Calatayud - VIA;TU - de Embid - 200 - 254,364;200010;S. FERNANDO-MIRAFLORES, I (G1);254,364;254,735;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de Embid;En Servicio/Mantenible;No;de Embid;1;371,;TU - de Embid - 200 - 254,364;107094846;107094846;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
14116;Vic - VIA;TU - de Estele - 222 - 22,411;3500;MONTCADA BIF.-LES FRANQUESES DEL VALLES-VIC, U;22,411;22,464;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;de Estele;En Servicio/Mantenible;No;de Estele;1;53,;TU - de Estele - 222 - 22,411;107094565;107094565;022220010;MONTCADA-BIFURCACIO-GRANOLLERS-CANOVELLES                                                                                       ;8,943;28,728
13121;Lleida - VIA;TU - de Garro - 220 - 283,553;2700;LERIDA-MANRESA, U;283,553;283,73;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;de Garro;En Servicio/Mantenible;No;de Garro;1;177,;TU - de Garro - 220 - 283,553;107094561;107094561;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;253,997;299,7
14114;Manresa - VIA;TU - de Maimó - 220 - 323,743;2800;MANRESA-MONTCADA BIF.- BIF.VILANOVA, I;323,743;323,804;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;de Maimó;En Servicio/Mantenible;No;de Maimó;1;61,;TU - de Maimó - 220 - 323,743;107094555;107094555;022200060;SANT VICENÇ DE CASTELLET-TERRASSA ESTACIÓ DEL NORD                                                                              ;309,628;333,74
12104;Calatayud - VIA;TU - de Ribota - 200 - 250,05;200010;S. FERNANDO-MIRAFLORES, I (G1);250,05;250,847;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de Ribota;En Servicio/Mantenible;No;de Ribota;1;797,;TU - de Ribota - 200 - 250,05;107094843;107094843;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
