EQM1 Código;EQM1;Identificador Elemento Inventario;Código Vía;Vía;PK Inicial;PK Final;Línea Código;Línea Descripción;Obras de paso;Lado;Estado Elemento Inventario;Altura máxima del talud (m);Elemento anterior de infraestructura;Longitud (m);Elemento posterior de infraestructura;Fecha de Modificación;Id. Inventario;Código Trayecto;Trayecto;Trayecto Pk Ini;Trayecto Pk Fin
14113;Martorell - VIA;TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_79,59-79,923_D;3100;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;79,59;79,923;240;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;0;Derecho;En Servicio/Mantenible;2,5;(1016700)PU - S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I - 79,5;333;(1016691)PU - S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I - 80;17/04/2018;107259240;022400085;CASTELLBISBAL-AGUJAS RUBI-CASTELLBISBAL-AGUJAS MOLINS                                                                           ;77,507;80,5
14113;Martorell - VIA;TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_81,22-81,315_I;3100;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;81,22;81,315;240;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;0;Izquierdo;En Servicio/Mantenible;4,;(107259190)TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_80,83-81,08_I;95;(106351799)PU - S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I - 81,34;17/04/2018;107259191;022400095;CASTELLBISBAL-AGUJAS MOLINS-EL PAPIOL                                                                                           ;80,5;81,998
14113;Martorell - VIA;TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_83,605-84,03_I;3100;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;83,605;84,03;240;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;1;Izquierdo;En Servicio/Mantenible;3,4;(107208170)DES_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_83,42-83,6_I;425;(100015150)PU - S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I - 84,056;17/04/2018;107259193;022400120;EL PAPIOL-MOLINS DE REI                                                                                                         ;81,998;85,307
14113;Martorell - VIA;TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_87,173-87,27_I;3100;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;87,173;87,27;240;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;1;Izquierdo;En Servicio/Mantenible;2,2;(106351810)PU - S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I - 87,15;97;(106351812)PU - S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I - 87,575;;190009394;022400130;MOLINS DE REI-L HOSPITALET DE LLOBREGAT                                                                                         ;85,307;95,197
14113;Martorell - VIA;TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_90,37-90,715_D;3100;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;90,37;90,715;240;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;1;Derecho;En Servicio/Mantenible;4,5;(107208235)DES_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_89,625-89,9_D;345;(107208236)DES_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_90,78-90,93_D;11/09/2015;107259250;022400130;MOLINS DE REI-L HOSPITALET DE LLOBREGAT                                                                                         ;85,307;95,197
12106;Zaragoza - VIA;TER_L284_AGUJA PK 337,1- AGUJA PK 0,7 (RAMAL DELICIAS - RONDA SUR), U_,108-,42_D;200295;AGUJA PK 337,1- AGUJA PK 0,7 (RAMAL DELICIAS - RONDA SUR), U;0,108;0,42;284;CIM AGUJA KM. 337,1-CIM AGUJA KM. 0,7;1;Derecho;En Servicio/Mantenible;4,9;;312;;;190038692;022840010;CIM-AG. KM.337,1-CIM-AGUJA KM.0,7                                                                                               ;0,;0,56
12106;Zaragoza - VIA;TER_L284_AGUJA PK 337,1- AGUJA PK 0,7 (RAMAL DELICIAS - RONDA SUR), U_,121-,56_I;200295;AGUJA PK 337,1- AGUJA PK 0,7 (RAMAL DELICIAS - RONDA SUR), U;0,121;0,56;284;CIM AGUJA KM. 337,1-CIM AGUJA KM. 0,7;1;Izquierdo;En Servicio/Mantenible;6,1;;439;;;190038691;022840010;CIM-AG. KM.337,1-CIM-AGUJA KM.0,7                                                                                               ;0,;0,56
14113;Martorell - VIA;TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II_56,543-56,71_D;3110;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II;56,543;56,71;240;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;0;Derecho;En Servicio/Mantenible;2,2;(190010797)TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II_55,9-56,13_D;167;(190010799)TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II_57,11-57,21_D;;190010798;022400030;VILAFRANCA DEL PENEDES-SANT SADURNI D ANOIA                                                                                     ;48,278;60,057
14113;Martorell - VIA;TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II_58,63-58,745_D;3110;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II;58,63;58,745;240;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;0;Derecho;En Servicio/Mantenible;6,7;(190010799)TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II_57,11-57,21_D;115;(192010806)DES_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II_59,2-59,4_D;;190010800;022400030;VILAFRANCA DEL PENEDES-SANT SADURNI D ANOIA                                                                                     ;48,278;60,057
14113;Martorell - VIA;TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II_63,38-63,415_D;3110;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II;63,38;63,415;240;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;0;Derecho;En Servicio/Mantenible;13,;(190010803)TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II_62,33-62,34_D;35;(107094566)TU  - 4 - S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II - 64,748 - 64,791;;190010804;022400040;SANT SADURNI D ANOIA-AGUJA KM. 70,477                                                                                           ;60,057;70,477
14113;Martorell - VIA;TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II_65,257-65,33_D;3110;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II;65,257;65,33;240;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;0;Derecho;En Servicio/Mantenible;10,3;(107094566)TU  - 4 - S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II - 64,748 - 64,791;73;(100016714)PU - S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I - 65,399;;190010805;022400040;SANT SADURNI D ANOIA-AGUJA KM. 70,477                                                                                           ;60,057;70,477
14113;Martorell - VIA;TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II_67,26-67,375_D;3110;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II;67,26;67,375;240;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;1;Derecho;En Servicio/Mantenible;11,2;(190010807)TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II_66,34-66,65_D;115;(190010809)TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II_68,15-68,2_D;;190010808;022400040;SANT SADURNI D ANOIA-AGUJA KM. 70,477                                                                                           ;60,057;70,477
14113;Martorell - VIA;TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_69,057-69,115_I;3100;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;69,057;69,115;240;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;0;Izquierdo;En Servicio/Mantenible;8,5;(107259181)TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_68,45-68,58_I;58;(106351788)PU - S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I - 69,145;17/04/2018;107259182;022400040;SANT SADURNI D ANOIA-AGUJA KM. 70,477                                                                                           ;60,057;70,477
14113;Martorell - VIA;TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_70,825-70,875_I;3100;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;70,825;70,875;240;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;1;Izquierdo;En Servicio/Mantenible;3,5;(107208162)DES_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_70,61-70,7_I;50;(107259186)TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_71,38-71,63_I;17/04/2018;107259185;022400050;AGUJA KM. 70,477-AGUJA KM. 71,185                                                                                               ;70,477;71,185
14113;Martorell - VIA;TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_79,723-80,123_I;3100;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;79,723;80,123;240;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;2;Izquierdo;En Servicio/Mantenible;3,9;(192009391)DES_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_79,4-79,588_I;400;(192009392)DES_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_80,165-80,445_I;;190009390;022400085;CASTELLBISBAL-AGUJAS RUBI-CASTELLBISBAL-AGUJAS MOLINS                                                                           ;77,507;80,5
14113;Martorell - VIA;TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_80,256-80,734_I;3100;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;80,256;80,734;240;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;0;Izquierdo;En Servicio/Mantenible;2,;(190009390)TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_79,723-80,123_I;478;(107259190)TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I_80,83-81,08_I;;190009391;022400095;CASTELLBISBAL-AGUJAS MOLINS-EL PAPIOL                                                                                           ;80,5;81,998
12106;Zaragoza - VIA;TER_L286_AGUJA PK. 23,3 - AGUJA PK. 351,1 (RAMAL ENLACE BARCELONA), U_,182-,681_I;200306;AGUJA PK. 23,3 - AGUJA PK. 351,1 (RAMAL ENLACE BARCELONA), U;0,182;0,681;286;LA CARTUJA-AG. KM. 23,3-LA CARTUJA-AG. KM. 351,1;1;Izquierdo;En Servicio/Mantenible;6,2;;499;;;190036664;022860010;LA CARTUJA-AGUJA KM. 23,3-LA CARTUJA-AGUJA KM. 351,1                                                                            ;0,;1,165
14113;Martorell - VIA;TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II_79,964-80,015_D;3110;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II;79,964;80,015;240;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;0;Derecho;En Servicio/Mantenible;2,8;(190010820)TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II_78,725-79_D;51;(190010822)TER_L240_S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II_80,113-80,4_D;;190010821;022400085;CASTELLBISBAL-AGUJAS RUBI-CASTELLBISBAL-AGUJAS MOLINS                                                                           ;79,686;80,5
14119;Granollers Centre- VIA;TER_L246_P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U_21,5-21,695_I;3161;P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U;21,5;21,695;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;0;Izquierdo;En Servicio/Mantenible;7,8;;195;(1016518)PU - P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U - 21,79;;190008117;022460035;BIF. NUDO MOLLET-MOLLET-SANT FOST                                                                                               ;21,5;23,166
14119;Granollers Centre- VIA;TER_L246_P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U_22,62-22,96_D;3161;P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U;22,62;22,96;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;0;Derecho;En Servicio/Mantenible;5,;(190008122)TER_L246_P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U_22,37-22,568_D;340;;29/06/2023;190008123;022460035;BIF. NUDO MOLLET-MOLLET-SANT FOST                                                                                               ;21,5;23,166
14119;Granollers Centre- VIA;TER_L246_P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U_22,62-22,96_I;3161;P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U;22,62;22,96;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;0;Izquierdo;En Servicio/Mantenible;3,7;(190008119)TER_L246_P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U_22,37-22,575_I;340;;;190008120;022460035;BIF. NUDO MOLLET-MOLLET-SANT FOST                                                                                               ;21,5;23,166
14119;Granollers Centre- VIA;TER_L246_P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U_21,86-22,294_I;3161;P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U;21,86;22,294;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;1;Izquierdo;En Servicio/Mantenible;11,4;(190008117)TER_L246_P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U_21,5-21,695_I;434;(106349688)PU - P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U - 22,35;;190008118;022460035;BIF. NUDO MOLLET-MOLLET-SANT FOST                                                                                               ;21,5;23,166
14119;Granollers Centre- VIA;TER_L246_P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U_22,37-22,568_D;3161;P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U;22,37;22,568;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;1;Derecho;En Servicio/Mantenible;9,8;(190008121)TER_L246_P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U_21,962-22,296_D;198;(190008123)TER_L246_P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U_22,62-22,96_D;;190008122;022460035;BIF. NUDO MOLLET-MOLLET-SANT FOST                                                                                               ;21,5;23,166
14119;Granollers Centre- VIA;TER_L246_P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U_22,37-22,575_I;3161;P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U;22,37;22,575;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;1;Izquierdo;En Servicio/Mantenible;12,;(190008118)TER_L246_P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U_21,86-22,294_I;205;(190008120)TER_L246_P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U_22,62-22,96_I;;190008119;022460035;BIF. NUDO MOLLET-MOLLET-SANT FOST                                                                                               ;21,5;23,166
14119;Granollers Centre- VIA;TER_L246_P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U_21,962-22,296_D;3161;P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U;21,962;22,296;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;0;Derecho;En Servicio/Mantenible;11,5;(1016518)PU - P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U - 21,79;334;(106349688)PU - P.KM. 21/5 (VIA 3160) - MOLLET SAN FOST (AG. PK  23,166), U - 22,35;;190008121;022460035;BIF. NUDO MOLLET-MOLLET-SANT FOST                                                                                               ;21,5;23,166
14113;Martorell - VIA;TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_11-11,354_I;3160;AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO);11,;11,354;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;0;Izquierdo;En Servicio/Mantenible;6,5;(190199849)TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_10,553-10,585_I;354;(192199849)DES_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_11,38-11,974_I;;190199850;022460015;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;1,293;13,475
14113;Martorell - VIA;TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_4,132-4,6_I;3160;AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO);4,132;4,6;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;0;Izquierdo;En Servicio/Mantenible;14,;(190199843)TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_3,837-3,951_I;468;(192199844)DES_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_5,504-5,651_I;;190199844;022460015;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;1,293;13,475
14113;Martorell - VIA;TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_5,835-5,97_I;3160;AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO);5,835;5,97;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;0;Izquierdo;En Servicio/Mantenible;3,8;(190199845)TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_5,581-5,712_I;135;(190199847)TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_6,21-6,514_I;;190199846;022460015;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;1,293;13,475
14113;Martorell - VIA;TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_6,21-6,514_I;3160;AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO);6,21;6,514;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;0;Izquierdo;En Servicio/Mantenible;12,;(192199845)DES_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_5,97-6,138_I;304;(1037004)TU  - 3 bis - AG. 11 CASTELLBISBAL AG. LLOBREGAT -  BIF. NUDO MOLLET ,I (ANCHO MIXTO) - 6,613 - 7,026;;190199847;022460015;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;1,293;13,475
14113;Martorell - VIA;TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_9,495-9,61_I;3160;AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO);9,495;9,61;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;0;Izquierdo;En Servicio/Mantenible;5,5;(107094475)TU  - 4 - AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO) - 8,482 - 9,339;115;(107208288)DES_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_9,915-10,202_I;;190199848;022460015;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;1,293;13,475
14113;Martorell - VIA;TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_1,293-1,343_I;3160;AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO);1,293;1,343;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;0;Izquierdo;En Servicio/Mantenible;7,4;;50;(192199836)DES_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_1,566-1,634_I;;190199835;022460015;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;1,293;13,475
14113;Martorell - VIA;TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_1,293-1,359_D;3160;AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO);1,293;1,359;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;0;Derecho;En Servicio/Mantenible;17,5;;66;(1141272)TU  - 1 - AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO) - 1,618 - 1,895;;190199836;022460015;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;1,293;13,475
14113;Martorell - VIA;TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_13,405-13,5_D;3160;AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO);13,405;13,5;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;0;Derecho;En Servicio/Mantenible;2,4;(107094999)TU  - 5 - AG. 11 CASTELLBISBAL AG. LLOBREGAT -  BIF. NUDO MOLLET ,I (ANCHO MIXTO) - 11,985 - 12,938;95;(107208304)DES_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_13,68-13,905_D;11/09/2015;107262209;022460025;CERDANYOLA UNIVERSITAT-BIF. NUDO MOLLET                                                                                         ;13,475;21,5
14113;Martorell - VIA;TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_13,405-13,5_I;3160;AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO);13,405;13,5;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;0;Izquierdo;En Servicio/Mantenible;5,6;(190199851)TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_13,262-13,37_I;95;(107208293)DES_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_13,68-13,905_I;11/09/2015;107262201;022460025;CERDANYOLA UNIVERSITAT-BIF. NUDO MOLLET                                                                                         ;13,475;21,5
14113;Martorell - VIA;TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_2,214-2,434_D;3160;AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO);2,214;2,434;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;1;Derecho;En Servicio/Mantenible;4,8;(1141272)TU  - 1 - AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO) - 1,618 - 1,895;220;(190199840)TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_2,549-2,952_D;;190199837;022460015;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;1,293;13,475
14113;Martorell - VIA;TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_2,244-2,336_I;3160;AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO);2,244;2,336;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;0;Izquierdo;En Servicio/Mantenible;9,5;(192199838)DES_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_1,911-2,139_I;92;(1016534)PU - AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO) - 2,366;;190199838;022460015;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;1,293;13,475
14113;Martorell - VIA;TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_2,361-2,494_D;3160;AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO);2,361;2,494;246;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;1;Derecho;En Servicio/Mantenible;17,5;(192199839)DES_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_1,911-2,244_D;133;(190199840)TER_L246_AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO)_2,549-2,952_D;;190199839;022460015;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;1,293;13,475
