EQM1 Código;EQM1;Identificador Elemento Inventario;Código Vía;Vía;PK Inicial;PK Final;Línea Código;Línea Descripción;Obras de paso;Lado;Estado Elemento Inventario;Altura máxima del talud (m);Elemento anterior de infraestructura;Longitud (m);Elemento posterior de infraestructura;Fecha de Modificación;Id. Inventario;Código Trayecto;Trayecto;Trayecto Pk Ini;Trayecto Pk Fin
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_80-80,226_D;3600;VIC-RIPOLL, U;80,;80,226;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;7,7;(1045236)DES_L222_VIC-RIPOLL, U_79,877-79,92_D;226;(107208492)DES_L222_VIC-RIPOLL, U_80,315-80,44_D;;190008302;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_84-84,211_D;3600;VIC-RIPOLL, U;84,;84,211;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;15,;(857501)PU - VIC-RIPOLL, U - 83,681;211;(100016733)PU - VIC-RIPOLL, U - 84,271;;190008315;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_4,896-5_I;2520;JACA-CANFRANC, U;4,896;5,;204;BIF. CANFRANC - CANFRANC;0;Izquierdo;En Servicio/Mantenible;8,2;(107094714)TU  - 4 - JACA-CANFRANC, U - 4,818 - 4,872;104;(190031723)TER_L204_JACA-CANFRANC, U_5,104-5,224_I;;190031722;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_93,65-93,8_I;3600;VIC-RIPOLL, U;93,65;93,8;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Izquierdo;En Servicio/Mantenible;2,;(190008341)TER_L222_VIC-RIPOLL, U_93,32-93,53_I;150;(107208480)DES_L222_VIC-RIPOLL, U_94,12-94,184_I;;190008342;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_96,42-96,6_D;3600;VIC-RIPOLL, U;96,42;96,6;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;3,;(190008374)TER_L222_VIC-RIPOLL, U_95,49-95,61_D;180;(190008349)TER_L222_VIC-RIPOLL, U_97,05-97,115_D;;190008375;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_,81-,863_D;2520;JACA-CANFRANC, U;0,81;0,863;204;BIF. CANFRANC - CANFRANC;0;Derecho;En Servicio/Mantenible;7,;(107207575)DES_L204_JACA-CANFRANC, U_,591-,736_D;53;(107207577)DES_L204_JACA-CANFRANC, U_1,205-1,858_D;27/02/2017;107261762;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_5,87-5,9_D;2520;JACA-CANFRANC, U;5,87;5,9;204;BIF. CANFRANC - CANFRANC;0;Derecho;En Servicio/Mantenible;12,;(107207588)DES_L204_JACA-CANFRANC, U_5,465-5,767_D;30;(100016215)PU - JACA-CANFRANC, U - 5,983;27/02/2017;107261769;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_5,87-5,9_I;2520;JACA-CANFRANC, U;5,87;5,9;204;BIF. CANFRANC - CANFRANC;0;Izquierdo;En Servicio/Mantenible;6,7;(107207546)DES_L204_JACA-CANFRANC, U_5,547-5,629_I;30;(100016215)PU - JACA-CANFRANC, U - 5,983;27/02/2017;107261743;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_72,82-73,13_I;3600;VIC-RIPOLL, U;72,82;73,13;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Izquierdo;En Servicio/Mantenible;2,;(190008288)TER_L222_VIC-RIPOLL, U_72,125-72,292_I;310;(107208462)DES_L222_VIC-RIPOLL, U_73,31-73,625_I;;190008290;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_73,73-74,07_D;3600;VIC-RIPOLL, U;73,73;74,07;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Derecho;En Servicio/Mantenible;3,5;(107208487)DES_L222_VIC-RIPOLL, U_73,25-73,625_D;340;(190008293)TER_L222_VIC-RIPOLL, U_74,105-74,3_D;;190008292;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_74,105-74,3_D;3600;VIC-RIPOLL, U;74,105;74,3;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;2,5;(190008292)TER_L222_VIC-RIPOLL, U_73,73-74,07_D;195;(192008290)DES_L222_VIC-RIPOLL, U_74,376-74,492_D;;190008293;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_76,585-76,9_D;3600;VIC-RIPOLL, U;76,585;76,9;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Derecho;En Servicio/Mantenible;7,8;(107208488)DES_L222_VIC-RIPOLL, U_75,4-76,5_D;315;(100017655)PU - VIC-RIPOLL, U - 77,08;11/09/2015;107262321;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_76,585-76,9_I;3600;VIC-RIPOLL, U;76,585;76,9;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Izquierdo;En Servicio/Mantenible;6,5;(107208464)DES_L222_VIC-RIPOLL, U_75,496-76,527_I;315;(100017655)PU - VIC-RIPOLL, U - 77,08;11/09/2015;107262315;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_80,44-80,95_I;3600;VIC-RIPOLL, U;80,44;80,95;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Izquierdo;En Servicio/Mantenible;5,;(190008303)TER_L222_VIC-RIPOLL, U_80,02-80,315_I;510;(192008295)DES_L222_VIC-RIPOLL, U_80,99-81,047_I;;190008304;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_84,26-84,49_D;3600;VIC-RIPOLL, U;84,26;84,49;222;LA TOUR DE CAROL - BIF. AIGÜES;2;Derecho;En Servicio/Mantenible;18,;(190008315)TER_L222_VIC-RIPOLL, U_84-84,211_D;230;(107208499)DES_L222_VIC-RIPOLL, U_85,325-85,6_D;;190008317;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_84,26-84,49_I;3600;VIC-RIPOLL, U;84,26;84,49;222;LA TOUR DE CAROL - BIF. AIGÜES;2;Izquierdo;En Servicio/Mantenible;12,5;(190008316)TER_L222_VIC-RIPOLL, U_84,05-84,211_I;230;(107208474)DES_L222_VIC-RIPOLL, U_84,51-84,95_I;;190008318;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_88,47-88,78_I;3600;VIC-RIPOLL, U;88,47;88,78;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;9,7;(190008325)TER_L222_VIC-RIPOLL, U_88,043-88,44_I;310;(192008304)DES_L222_VIC-RIPOLL, U_88,843-88,927_I;;190008326;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_93,155-93,3_I;3600;VIC-RIPOLL, U;93,155;93,3;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;4,;(100015886)PU - VIC-RIPOLL, U - 93,06;145;(190008341)TER_L222_VIC-RIPOLL, U_93,32-93,53_I;;190008340;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_93,32-93,53_I;3600;VIC-RIPOLL, U;93,32;93,53;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;2,;(190008340)TER_L222_VIC-RIPOLL, U_93,155-93,3_I;210;(190008342)TER_L222_VIC-RIPOLL, U_93,65-93,8_I;;190008341;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_94,31-94,64_I;3600;VIC-RIPOLL, U;94,31;94,64;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;12,;(107208480)DES_L222_VIC-RIPOLL, U_94,12-94,184_I;330;(1053675)PU - VIC-RIPOLL, U - 94,82;;190008343;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_95,2-95,248_D;3600;VIC-RIPOLL, U;95,2;95,248;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;3,3;(857277)PU - VIC-RIPOLL, U - 94,844;48;(1053649)PU - VIC-RIPOLL, U - 95,296;;190008345;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_95,49-95,61_D;3600;VIC-RIPOLL, U;95,49;95,61;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;4,8;(107094924)TU  - 7 - VIC-RIPOLL, U - 95,38 - 95,475;120;(107208506)DES_L222_VIC-RIPOLL, U_95,8-96,42_D;;190008374;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_98,2-98,286_D;3600;VIC-RIPOLL, U;98,2;98,286;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;16,;(192008338)DES_L222_VIC-RIPOLL, U_97,66-97,8_D;86;(106349557)PU - VIC-RIPOLL, U - 98,33;;190008353;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_99,1-99,283_I;3600;VIC-RIPOLL, U;99,1;99,283;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;15,;(190008356)TER_L222_VIC-RIPOLL, U_98,632-98,745_I;183;(107095584)TU  - 9 - VIC-RIPOLL, U - 99,361 - 99,816;;190008357;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
13113;Reus - VIA;TER_L230_REUS-KM 84.896, U_,756-,8_I;2905;REUS-KM 84.896, U;0,756;0,8;230;PLANA-PICAMOIXON - REUS;0;Izquierdo;En Servicio/Mantenible;4,;;44;(1016702)PU - REUS-KM 84.896, U - ,965;;190023916;022300010;LA PLANA-PICAMOIXONS-REUS                                                                                                       ;0,756;4,555
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_,424-,552_I;2520;JACA-CANFRANC, U;0,424;0,552;204;BIF. CANFRANC - CANFRANC;1;Izquierdo;En Servicio/Mantenible;9,6;(816361)OTN_L204_JACA-CANFRANC, U_,31-,311_I;128;(190031717)TER_L204_JACA-CANFRANC, U_,564-,591_I;27/02/2017;107261733;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_,564-,591_I;2520;JACA-CANFRANC, U;0,564;0,591;204;BIF. CANFRANC - CANFRANC;0;Izquierdo;En Servicio/Mantenible;9,5;(107261733)TER_L204_JACA-CANFRANC, U_,424-,552_I;27;(107261734)TER_L204_JACA-CANFRANC, U_,736-1,052_I;;190031717;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_23,5-23,6_D;2520;JACA-CANFRANC, U;23,5;23,6;204;BIF. CANFRANC - CANFRANC;0;Derecho;En Servicio/Mantenible;5,5;(107207618)DES_L204_JACA-CANFRANC, U_23,064-23,23_D;100;(107094513)TU  - 19 - JACA-CANFRANC, U - 23,68 - 23,922;11/09/2015;107261785;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_3,846-4,2_I;2520;JACA-CANFRANC, U;3,846;4,2;204;BIF. CANFRANC - CANFRANC;0;Izquierdo;En Servicio/Mantenible;9,1;(1015961)PU - JACA-CANFRANC, U - 3,799;354;(107094715)TU  - 3 - JACA-CANFRANC, U - 4,24 - 4,347;27/02/2017;107261740;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_5,2-5,224_D;2520;JACA-CANFRANC, U;5,2;5,224;204;BIF. CANFRANC - CANFRANC;0;Derecho;En Servicio/Mantenible;13,;(107094714)TU  - 4 - JACA-CANFRANC, U - 4,818 - 4,872;24;(100017128)PU - JACA-CANFRANC, U - 5,24;27/02/2017;107261768;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_6,085-6,2_D;2520;JACA-CANFRANC, U;6,085;6,2;204;BIF. CANFRANC - CANFRANC;1;Derecho;En Servicio/Mantenible;8,;(190031713)TER_L204_JACA-CANFRANC, U_5,98-6,072_D;115;(107207589)DES_L204_JACA-CANFRANC, U_6,227-6,295_D;;190031714;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_8,9-9,221_I;2520;JACA-CANFRANC, U;8,9;9,221;204;BIF. CANFRANC - CANFRANC;0;Izquierdo;En Servicio/Mantenible;3,1;(107207549)DES_L204_JACA-CANFRANC, U_8,392-8,45_I;321;(107207550)DES_L204_JACA-CANFRANC, U_9,251-9,69_I;27/02/2017;107261745;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_8,9-9,241_D;2520;JACA-CANFRANC, U;8,9;9,241;204;BIF. CANFRANC - CANFRANC;0;Derecho;En Servicio/Mantenible;8,1;(107207591)DES_L204_JACA-CANFRANC, U_8,392-8,45_D;341;(100015528)PU - JACA-CANFRANC, U - 9,811;11/09/2015;107261771;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_103,3-103,55_I;3600;VIC-RIPOLL, U;103,3;103,55;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Izquierdo;En Servicio/Mantenible;11,;(190008365)TER_L222_VIC-RIPOLL, U_102,475-103,19_I;250;(107094652)TU  - 13 - VIC-RIPOLL, U - 103,661 - 103,723;;190008367;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_103,4-103,51_D;3600;VIC-RIPOLL, U;103,4;103,51;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Derecho;En Servicio/Mantenible;12,;(192008362)DES_L222_VIC-RIPOLL, U_103,171-103,32_D;110;(192008364)DES_L222_VIC-RIPOLL, U_103,511-103,644_D;;190008368;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_69,913-70,17_I;3600;VIC-RIPOLL, U;69,913;70,17;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Izquierdo;En Servicio/Mantenible;2,;(107208460)DES_L222_VIC-RIPOLL, U_69,32-69,7_I;257;(1053650)PU - VIC-RIPOLL, U - 70,331;;190008287;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_72,82-73,134_D;3600;VIC-RIPOLL, U;72,82;73,134;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Derecho;En Servicio/Mantenible;3,;(107208461)DES_L222_VIC-RIPOLL, U_72,645-72,775_D;314;(107208487)DES_L222_VIC-RIPOLL, U_73,25-73,625_D;;190008291;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_77,15-77,283_D;3600;VIC-RIPOLL, U;77,15;77,283;222;LA TOUR DE CAROL - BIF. AIGÜES;2;Derecho;En Servicio/Mantenible;4,2;(107262321)TER_L222_VIC-RIPOLL, U_76,585-76,9_D;133;(1045227)DES_L222_VIC-RIPOLL, U_77,776-77,876_D;;190008296;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_78,99-79,483_D;3600;VIC-RIPOLL, U;78,99;79,483;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;6,2;(192008292)DES_L222_VIC-RIPOLL, U_78,859-78,93_D;493;(190008301)TER_L222_VIC-RIPOLL, U_79,608-79,734_D;;190008299;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_80,02-80,315_I;3600;VIC-RIPOLL, U;80,02;80,315;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;5,1;(192008294)DES_L222_VIC-RIPOLL, U_79,79-79,935_I;295;(190008304)TER_L222_VIC-RIPOLL, U_80,44-80,95_I;;190008303;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_81,075-81,11_D;3600;VIC-RIPOLL, U;81,075;81,11;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;4,9;(857499)PU - VIC-RIPOLL, U - 80,687;35;(107208494)DES_L222_VIC-RIPOLL, U_81,37-81,54_D;;190008305;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_81,182-81,24_I;3600;VIC-RIPOLL, U;81,182;81,24;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;4,3;(192008295)DES_L222_VIC-RIPOLL, U_80,99-81,047_I;58;(107208470)DES_L222_VIC-RIPOLL, U_81,434-81,485_I;;190008306;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_81,78-81,825_D;3600;VIC-RIPOLL, U;81,78;81,825;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;7,3;(106349554)PU - VIC-RIPOLL, U - 81,704;45;(107208495)DES_L222_VIC-RIPOLL, U_81,948-82,327_D;;190008307;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_82,464-82,62_D;3600;VIC-RIPOLL, U;82,464;82,62;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;2,1;(107208495)DES_L222_VIC-RIPOLL, U_81,948-82,327_D;156;(190008311)TER_L222_VIC-RIPOLL, U_82,82-83,013_D;;190008309;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_82,471-82,72_I;3600;VIC-RIPOLL, U;82,471;82,72;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;4,4;(107208471)DES_L222_VIC-RIPOLL, U_81,961-82,4_I;249;(190008312)TER_L222_VIC-RIPOLL, U_82,835-83,081_I;;190008310;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_82,82-83,013_D;3600;VIC-RIPOLL, U;82,82;83,013;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;9,1;(190008309)TER_L222_VIC-RIPOLL, U_82,464-82,62_D;193;(107208496)DES_L222_VIC-RIPOLL, U_83,1-83,47_D;;190008311;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_83,54-83,601_D;3600;VIC-RIPOLL, U;83,54;83,601;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;21,;(107208496)DES_L222_VIC-RIPOLL, U_83,1-83,47_D;61;(107208497)DES_L222_VIC-RIPOLL, U_83,63-84_D;;190008313;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_84,05-84,211_I;3600;VIC-RIPOLL, U;84,05;84,211;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;8,;(107208473)DES_L222_VIC-RIPOLL, U_83,63-84,025_I;161;(100016733)PU - VIC-RIPOLL, U - 84,271;;190008316;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_86,12-86,527_I;3600;VIC-RIPOLL, U;86,12;86,527;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Izquierdo;En Servicio/Mantenible;13,;(190008319)TER_L222_VIC-RIPOLL, U_85,861-86,035_I;407;(190008322)TER_L222_VIC-RIPOLL, U_87,007-87,11_I;;190008320;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_86,23-86,464_D;3600;VIC-RIPOLL, U;86,23;86,464;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Derecho;En Servicio/Mantenible;13,4;(107208501)DES_L222_VIC-RIPOLL, U_85,98-86,15_D;234;(192008298)DES_L222_VIC-RIPOLL, U_86,53-86,946_D;;190008321;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_87,007-87,11_I;3600;VIC-RIPOLL, U;87,007;87,11;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;5,5;(192008297)DES_L222_VIC-RIPOLL, U_86,527-86,844_I;103;(106349556)PU - VIC-RIPOLL, U - 87,394;;190008322;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_88,043-88,44_I;3600;VIC-RIPOLL, U;88,043;88,44;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Izquierdo;En Servicio/Mantenible;4,;(190008323)TER_L222_VIC-RIPOLL, U_87,433-87,699_I;397;(190008326)TER_L222_VIC-RIPOLL, U_88,47-88,78_I;;190008325;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_89,35-90,115_I;3600;VIC-RIPOLL, U;89,35;90,115;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;7,5;(190008327)TER_L222_VIC-RIPOLL, U_88,927-89,033_I;765;(190008332)TER_L222_VIC-RIPOLL, U_90,475-90,752_I;;190008328;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_92,62-92,956_D;3600;VIC-RIPOLL, U;92,62;92,956;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Derecho;En Servicio/Mantenible;2,3;(100017599)PU - VIC-RIPOLL, U - 92,52;336;(192008321)DES_L222_VIC-RIPOLL, U_93,02-93,261_D;;190008338;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_92,625-93,02_I;3600;VIC-RIPOLL, U;92,625;93,02;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Izquierdo;En Servicio/Mantenible;5,3;(100017599)PU - VIC-RIPOLL, U - 92,52;395;(192008322)DES_L222_VIC-RIPOLL, U_93,047-93,155_I;;190008339;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_94,825-95,31_I;3600;VIC-RIPOLL, U;94,825;95,31;222;LA TOUR DE CAROL - BIF. AIGÜES;2;Izquierdo;En Servicio/Mantenible;9,;(1053675)PU - VIC-RIPOLL, U - 94,82;485;(107094924)TU  - 7 - VIC-RIPOLL, U - 95,38 - 95,475;;190008344;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_95,445-95,72_I;3600;VIC-RIPOLL, U;95,445;95,72;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;7,;(192008327)DES_L222_VIC-RIPOLL, U_95,31-95,34_I;275;(190008347)TER_L222_VIC-RIPOLL, U_95,89-96,275_I;;190008346;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_95,89-96,275_I;3600;VIC-RIPOLL, U;95,89;96,275;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;8,;(190008346)TER_L222_VIC-RIPOLL, U_95,445-95,72_I;385;(107262318)TER_L222_VIC-RIPOLL, U_96,357-96,655_I;;190008347;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_96,75-97,106_I;3600;VIC-RIPOLL, U;96,75;97,106;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;10,;(107262318)TER_L222_VIC-RIPOLL, U_96,357-96,655_I;356;(100017638)PU - VIC-RIPOLL, U - 97,17;;190008348;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_97,05-97,115_D;3600;VIC-RIPOLL, U;97,05;97,115;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;5,8;(107208507)DES_L222_VIC-RIPOLL, U_96,6-96,862_D;65;(100017638)PU - VIC-RIPOLL, U - 97,17;;190008349;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_97,36-98,076_I;3600;VIC-RIPOLL, U;97,36;98,076;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Izquierdo;En Servicio/Mantenible;3,2;(107095583)TU  - 8 - VIC-RIPOLL, U - 97,288 - 97,327;716;(190008352)TER_L222_VIC-RIPOLL, U_98,196-98,294_I;;190008350;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
