EQM1 Código;EQM1;EQM3;Identificador Elemento Inventario;Vía;PK Inicial;PK Final;Línea Código;Línea Descripción;Longitud total OP (m);Nº vanos/conductos total OP (ud);Denominación;Luz máxima de vano/conducto (m) ;PK Histórico (Km);Velocidad Máxima ferroviaria (Km/h);Observaciones;Código Ingrid;Fecha de Modificación;Usuario de Modificación;Canto Máximo Tablero (m.);Nº Vías;Esviaje;Gálibo Izquierdo (m.);Gálibo Derecho (m.);Ripabilidad Vertical;Entre Ejes Vía (m.);Temperatura Media (ºC);Precipitacion Media Anual (mm.);Muro Guardabalasto;Juntas;Polivalente;Balasto;Vía Electrificada;Drenaje;Acero Corten;Suma de luces de vanos;Material puente;Tipo Tramo Puente;Ubicación Paseos Servicio;Pretiles o Barandillas;Tipo Acceso;Tipo Entorno;Tipo Tramo Base;Sujeción Traviesa Puente;Tipo Sujeción Carril Puente;Tipo Traviesa Puente;Tipo Carril Puente;Tipo Encarriladora;Tipo Posicion Tablero;Capacidad portante;Validado;Gálibo - Ancho estándar (1435);Gálibo - Ancho ibérico (1668);Gálibo - Ancho métrico (1000);Apoyo;Barandilla;Junta de dilatación;Número de estribos;Número de pilas;Coordenada X ED50-HUSO 30 EXTENDIDO;Coordenada Y ED50-HUSO 30 EXTENDIDO;Coordenada X_F ED50-HUSO 30 EXTENDIDO;Coordenada Y_F ED50-HUSO 30 EXTENDIDO;Id. Inventario;Código Trayecto;Trayecto;Trayecto Pk Ini;Trayecto Pk Fin
14116;Vic - VIA;;OPF - 222 - 3500 - PI PEATONAL  MAS RAMPINYO - 11,944;MONTCADA BIF.-LES FRANQUESES DEL VALLES-VIC, U;11,944;;222;LA TOUR DE CAROL - BIF. AIGÜES;3,;1;PI PEATONAL  MAS RAMPINYO;3,;;Sin definir;;;20/04/2022;9728445;;;;;;;;;;;;;;;;;;HA;;;;;;;;;;;;;Sin definir;;No aplica;Desconocido;No aplica;No;No;No;2;0;;;;;1372292;022220010;MONTCADA-BIFURCACIO-GRANOLLERS-CANOVELLES                                                                                       ;8,943;28,728
14117;Ripoll - VIA;;OPF - 222 - 3600 - P.I. CAMINO LA MARINYOSA - 104,371;VIC-RIPOLL, U;104,371;;222;LA TOUR DE CAROL - BIF. AIGÜES;4,;1;P.I. CAMINO LA MARINYOSA;3,;104,371;70;;BA/SJ-104371;20/04/2022;9728445;0,6;1;No;1,5;1,5;No;1,8;13,;700,;No;No;No;No;Sí;No;No;3,59;HA;Hormigón. Losa Fábrica;No hay;No hay;Vehículo Automóvil;Rural;Hormigón. Hormigón armado;;Vossloh;Hormigón Monobloque;54;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;No;No;2;0;92946649,;468381327,;92946649,;468381327,;106349559;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
14117;Ripoll - VIA;;OPF - 222 - 3610 - CAMINO DE RIPOLL A BUFETATS - 1,03;RIPOLL-LA TOUR DE CAROL, U;1,03;;222;LA TOUR DE CAROL - BIF. AIGÜES;5,;1;CAMINO DE RIPOLL A BUFETATS;3,;1,03;60;;RI/TC-001030;20/04/2022;9728445;0,3;1;No;1,4;1,5;No;1,8;13,;700,;No;No;No;No;Sí;No;No;3,;HA;Hormigón. Losa Fábrica;No hay;Ambos lados;Vehículo Automóvil;Urbano;Hormigón. Hormigón armado;;RN;Hormigón Bibloque;54;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;Sí;No;2;0;92842579,;468513671,;92842579,;468513671,;106351485;022220070;RIPOLL-RIBES DE FRESER                                                                                                          ;0,;13,45
14117;Ripoll - VIA;;OPF - 222 - 3610 - P.I. BARRANCO DE LAS FRÍAS - 7,235;RIPOLL-LA TOUR DE CAROL, U;7,235;;222;LA TOUR DE CAROL - BIF. AIGÜES;25,;1;P.I. BARRANCO DE LAS FRÍAS;3,;7,235;105;;RI/TC-007235;20/04/2022;9728445;0,5;1;No;1,8;1,5;No;1,8;12,;990,;No;No;No;No;Sí;No;No;4,;HA;Hormigón. Bóveda medio punto tímpanos continuos;No hay;No hay;Vehículo Automóvil;Rural;Hormigón. Hormigón en masa;;Tirafondos;Madera;54;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;No;No;2;0;92607509,;469025439,;92607509,;469025439,;106351489;022220070;RIPOLL-RIBES DE FRESER                                                                                                          ;0,;13,45
14117;Ripoll - VIA;;OPF - 222 - 3610 - PASO INFERIOR PASEO DE RIPOLL - ,7;RIPOLL-LA TOUR DE CAROL, U;0,7;;222;LA TOUR DE CAROL - BIF. AIGÜES;8,;1;PASO INFERIOR PASEO DE RIPOLL;5,93;0,7;60;;RI/TC-000700;27/06/2018;INGRID;0,5;1;No;1,6;1,6;No;1,8;13,;700,;No;No;No;No;Sí;No;No;6,16;HA;Hormigón. Losa Fábrica;No hay;No hay;Vehículo Automóvil;Urbano;Hormigón. Hormigón armado;;RN;Madera;45;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;No;No;2;0;92870406,;468499702,;92870406,;468499702,;106351484;022220070;RIPOLL-RIBES DE FRESER                                                                                                          ;0,;13,45
14113;Martorell - VIA;;OPF - 240 - 3100 - P.I. AVINGUDA DE BARCELONA - 91,17;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;91,17;;240;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;22,;1;P.I. AVINGUDA DE BARCELONA;20,;91,17;Sin definir;;TA/FR-091170;27/06/2018;INGRID;1,7;2;No;;;No;1,8;16,;640,;Sí;No;No;Sí;Sí;No;No;21,05;HA;Hormigón. Tableros de vigas;No hay;Ambos lados;Vehículo Automóvil;Urbano;Hormigón. Hormigón armado;;RN;Hormigón Bibloque;54;No hay;Superior;Sin definir;Sí;Desconocido;Desconocido;No aplica;No;Sí;No;2;0;92348735,;459211035,;92348735,;459211035,;106351820;022400130;MOLINS DE REI-L HOSPITALET DE LLOBREGAT                                                                                         ;85,307;95,197
14113;Martorell - VIA;;OPF - 240 - 3100 - P.I. CAMÍ DE LES FABRIQUES - 43,86;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;43,86;;240;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;9,;1;P.I. CAMÍ DE LES FABRIQUES;7,9;43,86;Sin definir;;TA/FR-043860;27/06/2018;INGRID;0,4;2;No;;;No;1,8;16,;640,;Sí;No;No;Sí;Sí;No;No;8,4;HA;Hormigón. Tableros de vigas;Izquierdo;Ambos lados;Vehículo Automóvil;Rural;Hormigón. Hormigón armado;;HM;Hormigón Monobloque;54;No hay;Superior;Sin definir;Sí;Desconocido;Desconocido;No aplica;No;Sí;No;2;0;89063272,;458472826,;89063272,;458472826,;106351770;022400020;L ARBOÇ-VILAFRANCA DEL PENEDES                                                                                                  ;36,516;48,278
14119;Granollers Centre- VIA;;OPF - 270 - 200071 - P.I. AVD. DE GRANOLLERS - 146,65;BIF. AIGUES -PORT BOU-CERBERE,I;146,65;;270;CERBERE - BIF. ARAGO;13,;1;P.I. AVD. DE GRANOLLERS;11,;146,65;140;;TA/FR-146650;27/06/2018;INGRID;1,;2;No;;;No;1,8;12,;680,;Sí;No;No;Sí;Sí;No;No;12,;HA;Hormigón. Marcos o Pórticos;No hay;No hay;Vehículo Automóvil;Urbano;Hormigón. Hormigón armado;;HM;Hormigón Monobloque;54;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;No;No;2;0;94939815,;462352686,;94939815,;462352686,;1015884;022700070;GRANOLLERS-CENTRE-SANT CELONI                                                                                                   ;135,305;157,131
14119;Granollers Centre- VIA;;OPF - 270 - 200071 - P.I. CARRER DE PIEROLA - 116,462;BIF. AIGUES -PORT BOU-CERBERE,I;116,462;;270;CERBERE - BIF. ARAGO;9,;1;P.I. CARRER DE PIEROLA;7,75;116,462;Sin definir;;TA/FR-116462;27/06/2018;INGRID;0,5;2;No;;;No;1,8;16,;700,;No;No;No;Sí;Sí;No;No;8,37;HA;Hormigón. Tableros de vigas;No hay;Ambos lados;Vehículo Automóvil;Rural;Hormigón. Hormigón armado;;Sin definir;Hormigón Monobloque;Sin definir;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;Sí;No;2;0;93338917,;460329100,;93338917,;460329100,;106351838;022700020;BIF. AIGÜES-MONTCADA I REIXAC                                                                                                   ;115,6;118,931
14118;Mataro - VIA;;OPF - 276 - 3370 - P.I. PASSEIG DE CALLAO II - 134,96;BIF. SAGRERA-AG.KM. 108,0-MATARO, I;134,96;;276;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;9,52;1;P.I. PASSEIG DE CALLAO II;5,;29,012;160;;BA/MM-029012;19/04/2022;1343078;1,;2;No;;;No;1,8;12,;600,;Sí;No;No;Sí;Sí;No;No;5,9;HA;Hormigón. Losa Fábrica;Ambos lados;Ambos lados;Vehículo Automóvil;Urbano;Hormigón. Hormigón armado;;HM;Hormigón Monobloque;54;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;Sí;No;2;0;95508733,;461319462,;95508733,;461319462,;106349482;022760140;MATARO - BIF. SAGRERA-AG.KM. 108,0                                                                                              ;108,014;135,569
14118;Mataro - VIA;;OPF - 276 - 3370 - RÍO BESÓS, VÍA IZQUIERDA - 110,596;BIF. SAGRERA-AG.KM. 108,0-MATARO, I;110,596;;276;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;141,;4;RÍO BESÓS, VÍA IZQUIERDA;33,63;5,644;90;;BA/MM-005644-I;22/07/2019;E188295;6,6999998;1;No;1,8;1,8;No;1,8;12,;600,;No;No;No;No;Sí;No;No;35,28;Metálico;Metal. Celosía Warren;Izquierdo;Izquierdo;Vehículo Automóvil;Marítimo;Metalico. Soldado;Angulares;KD-54;Madera;54;No hay;Inferior;D4;Sí;No aplica;Desconocido;No aplica;Sí;Sí;No;2;3;93708610,;459902023,;93708610,;459902023,;100016575;022760140;MATARO - BIF. SAGRERA-AG.KM. 108,0                                                                                              ;108,014;135,569
14118;Mataro - VIA;;OPF - 276 - 3400 - PASO INFERIOR SOBRE RIERA - 32,335;MATARO-MATARO-MASSANET, I;32,335;;276;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;8,;2;PASO INFERIOR SOBRE RIERA;2,8;32,335;Sin definir;;BA/MM-032335;20/04/2022;9728445;0,5;2;No;1,2;3,4000001;No;1,8;16,;600,;Sí;No;No;Sí;Sí;No;No;3,3;Fábrica;Fábrica. Bóveda Medio Punto Tímpanos continuos;Ambos lados;Ambos lados;Vehículo Automóvil;Urbano;Fábrica. Ladrillo;;HM;Hormigón Monobloque;54;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;Sí;Sí;No;2;1;95795865,;461478798,;95795865,;461478798,;106349485;022760130;ARENYS DE MAR - MATARO                                                                                                          ;30,555;38,131
14118;Mataro - VIA;;OPF - 276 - 3400 - PASO INFERIOR SOBRE RIERA - 38,966;MATARO-MATARO-MASSANET, I;38,966;;276;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;7,;1;PASO INFERIOR SOBRE RIERA;4,64;38,966;85;;BA/MM-038966;20/04/2022;9728445;0,5;1;No;1,3;1,3;No;;16,;600,;Sí;Sí;No;Sí;Sí;No;No;5,6;HA;Hormigón. Losa Fábrica;No hay;No hay;Vehículo Automóvil;Rural;Hormigón. Hormigón armado;Balasto;Placa y tirafondos;Madera;54;Sin definir;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;No;No;2;0;96355292,46;461830566,21;96355912,91;461830858,86;100015185;022760120;CALELLA - ARENYS DE MAR                                                                                                         ;38,131;48,724
14118;Mataro - VIA;;OPF - 276 - 3400 - PASO INFERIOR SOBRE RIERA - 62,249;MATARO-MATARO-MASSANET, I;62,249;;276;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;8,;1;PASO INFERIOR SOBRE RIERA;5,;62,249;Sin definir;;BA/MM-062249;20/04/2022;9728445;;1;No;;;No;1,8;11,5;750,;No;No;No;Sí;Sí;No;No;5,;HA;Hormigón. Tableros de vigas;No hay;No hay;Vehículo Automóvil;Rural;Hormigón. Hormigón armado;;Placa y tirafondos;Madera;54;No hay;Superior;Sin definir;No;No aplica;Desconocido;No aplica;No;No;No;2;0;97903493,;463148964,;97903493,;463148964,;106349522;022760100;MAÇANET-MASSANES - BLANES                                                                                                       ;60,103;75,983
12106;Zaragoza - VIA;;OPF - 610 - 2300 - P.I. CRTA. ZARAGOZA-TERUEL - 7,405;CAMINREAL-BIF. TERUEL, U;7,405;;610;BIF. TERUEL - SAGUNT;40,;1;P.I. CRTA. ZARAGOZA-TERUEL;14,3;7,405;90;;CM/ZA-007405;27/06/2018;INGRID;1,5;1;Sí;1,3;1,6;No;1,8;14,;400,;Sí;No;No;Sí;No;No;No;15,8;HA;Hormigón. Bóveda rebajada tímpanos continuos;No hay;Ambos lados;Vehículo Automóvil;Rural;Hormigón. Hormigón en masa;Balasto;Vossloh;Hormigón Monobloque;54;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;Sí;No;2;0;64318884,;452958056,;64318884,;452958056,;100015318;026100060;NAVARRETE-CAMINREAL-FUENTES CLARAS                                                                                              ;0,;13,06
13111;Tarragona - VIA;;OPF - 630 - 300049 - PUENTE SOBRE CARRETERA - 267,625;PORT AVENTURA - TARRAGONA, I (ANCHO IBÉRICO);267,625;;630;PORT AVENTURA - TARRAGONA;40,7;1;PUENTE SOBRE CARRETERA;40,35;267,625;Sin definir;;VA/TA-267625;21/10/2024;E951963;;1;Sí;;;No;1,8;17,;500,;Sí;No;No;Sí;Sí;No;No;40,35;Mixto;Metal. Celosía Warren;Derecho;No hay;Vehículo Automóvil;Rural;Metalico. Soldado;;HM;Hormigón Monobloque;54;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;No;No;2;0;84944958,;455872245,;84944958,;455872245,;1016298;026300010;PORT AVENTURA - AGUJA CLASIF. KM. 272,0.                                                                                        ;265,3;271,987
12105;Ricla-La Almunia - VIA;;OPF - 200 - 200010 - P.I. BARRANCO DE BALDÍO - 273,186;S. FERNANDO-MIRAFLORES, I (G1);273,186;;200;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;8,;1;P.I. BARRANCO DE BALDÍO;4,;273,186;115;;MA/BA-273186;27/06/2018;INGRID;;1;No;4,6999998;4,0999999;No;;13,;300,;No;No;No;No;Sí;No;No;4,;Fábrica;Fábrica. Bóveda Medio Punto Tímpanos continuos;Ambos lados;No hay;Sin definir;Rural;Fábrica. Ladrillo;Balasto;KD-54;Hormigón Bibloque;60;Sólo Contracarriles;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;No;No;2;0;62797195,;459321822,;62797195,;459321822,;100016747;022000200;MORATA DE JALON-RICLA-LA ALMUNIA                                                                                                ;272,252;280,448
12104;Calatayud - VIA;;OPF - 200 - 200010 - P.I. SUBIDA AL CASTILLO - 219,151;S. FERNANDO-MIRAFLORES, I (G1);219,151;;200;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;28,35;1;P.I. SUBIDA AL CASTILLO;6,;219,151;110;;MA/BA-219151;15/11/2024;ACT_LUZ_VANOS_PUENTES;0,7;2;No;3,5999999;1,;No;1,8;9,;600,;Sí;No;No;Sí;Sí;No;No;6,7;Fábrica;Fábrica. Bóveda Medio Punto Tímpanos continuos;No hay;Ambos lados;Vehículo Automóvil;Urbano;Fábrica. Sillería;Balasto;HM;Hormigón Monobloque;54;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;Sí;No;2;0;59402424,;457306460,;59403239,;457309173,;100016077;022000180;ARIZA-CALATAYUD                                                                                                                 ;205,043;244,627
12104;Calatayud - VIA;;OPF - 200 - 200010 - RÍO JALÓN (LA PLANILLA) - 251,919;S. FERNANDO-MIRAFLORES, I (G1);251,919;;200;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;53,;1;RÍO JALÓN (LA PLANILLA);49,53;251,919;100;;MA/BA-251919;27/06/2018;INGRID;;1;No;2,4000001;2,4000001;No;;;;No;No;No;No;Sí;No;No;52,2;Metálico;Metal. Celosía Linville;Ambos lados;Ambos lados;Sin definir;Rural;Metalico. Roblonado;Tirafondos;KD-54;Madera;60;No hay;Superior;D4;Sí;No aplica;Desconocido;No aplica;No;Sí;No;2;0;61590299,;458421200,;61590299,;458421200,;100017621;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
13112;S. Vicenç de Calders - VIA;;OPF - 200 - 200050 - CAMINO SAN JUAN DE DIOS - 621,192;RODA DE BARA-BARCELONA SANTS, I;621,192;;200;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;7,;1;CAMINO SAN JUAN DE DIOS;4,;621,192;120;;MA/BA-621192;20/04/2022;9728445;0,4;2;No;2,4000001;1,7;No;1,8;17,;700,;Sí;No;No;Sí;Sí;No;No;4,45;Fábrica;Fábrica. Bóveda Rebajada Tímpanos continuos;Ambos lados;No hay;Vehículo Automóvil;Rural;Fábrica. Ladrillo;Balasto;HM;Hormigón Monobloque;54;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;No;No;2;0;88285844,;456994210,;88285844,;456994210,;100016255;022000480;SANT VICENÇ DE CALDERS-CUNIT                                                                                                    ;618,027;627,081
13112;S. Vicenç de Calders - VIA;;OPF - 200 - 200050 - P.I. AVINGUDA DE NAVARRA - 641,43;RODA DE BARA-BARCELONA SANTS, I;641,43;;200;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;12,;1;P.I. AVINGUDA DE NAVARRA;11,35;641,43;Sin definir;;MA/BA-641430;27/06/2018;INGRID;0,8;2;No;;;No;1,8;17,;600,;Sí;No;No;Sí;Sí;No;No;12,1;HA;Hormigón. Marcos o Pórticos;Ambos lados;Ambos lados;Vehículo Automóvil;Urbano;Hormigón. Hormigón armado;;HM;Hormigón Monobloque;54;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;Sí;No;2;0;90155124,;457595363,;90155124,;457595363,;1016808;022000500;VILANOVA I LA GELTRU-SITGES                                                                                                     ;636,;643,3
12111;Huesca - VIA;;OPF - 204 - 2510 - PASO INFERIOR SOBRE ARROYO - 86,539;HOYA DE HUESCA-JACA, U;86,539;;204;BIF. CANFRANC - CANFRANC;9,;1;PASO INFERIOR SOBRE ARROYO;8,35;86,539;Sin definir;Estribos de sillería y hormigón con muros en prolongación del mismo material.;HS/JC-086539;14/11/2024;E951963;1,;1;No;;;No;1,8;15,;750,;No;No;Sí;Sí;No;No;No;8,35;HA;Hormigón. Tableros de vigas;No hay;Ambos lados;Vehículo Automóvil;Rural;Hormigón. Hormigón armado;;HM;Hormigón Monobloque;54;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;Sí;No;2;0;71439812,;470498351,;71439812,;470498351,;1016926;022040040;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;53,594;110,524
12111;Huesca - VIA;;OPF - 204 - 2520 - P.I. CARRETERA DE FRANCIA I - 6,123;JACA-CANFRANC, U;6,123;;204;BIF. CANFRANC - CANFRANC;14,;1;P.I. CARRETERA DE FRANCIA I;11,23;6,123;65;;JC/CF-006123;27/06/2018;INGRID;1,2;1;Sí;2,3;2,5;No;1,8;;;No;No;No;No;No;No;No;13,2;Metálico;Metal. Alma llena;Ambos lados;Ambos lados;Vehículo Automóvil;Rural;Metalico. Roblonado;;KD-54;Madera;54;Sólo Contracarriles;Superior;D4;Sí;No aplica;Desconocido;No aplica;No;Sí;No;2;0;70122383,1;472272821,12;70113898,;472313153,;100016200;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;;OPF - 204 - 2520 - P.I. CARRETERA DE FRANCIA II - 6,31;JACA-CANFRANC, U;6,31;;204;BIF. CANFRANC - CANFRANC;14,;1;P.I. CARRETERA DE FRANCIA II;11,23;6,31;65;;JC/CF-006310;27/06/2018;INGRID;1,2;1;Sí;2,4;2,4;No;1,8;;;No;No;No;No;No;No;No;13,2;Metálico;Metal. Alma llena;Ambos lados;Ambos lados;Vehículo Automóvil;Rural;Metalico. Roblonado;;KD-54;Madera;54;Sólo Contracarriles;Superior;D4;Sí;No aplica;Desconocido;No aplica;No;Sí;No;2;0;70114700,;472289900,;70115450,;472330920,;100016201;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;;OPF - 204 - 2520 - P.I. SOBRE LA CARRETERA N-330 - ,46;JACA-CANFRANC, U;0,46;;204;BIF. CANFRANC - CANFRANC;15,;1;P.I. SOBRE LA CARRETERA N-330;11,7;0,46;Sin definir;;JC/CF-000460;11/11/2024;ACT_LUZ_VANOS_PUENTES;1,;1;Sí;1,9;1,9;No;1,8;;;No;Sí;Sí;Sí;No;No;No;12,2;HA;Hormigón. Tableros de vigas;No hay;Ambos lados;Vehículo Automóvil;Urbano;Hormigón. Pretensado;;Placa y tirafondos;Madera;45;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;Sí;No;2;0;70198360,;471728175,;70198360,;471728175,;1015977;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;;OPF - 204 - 2540 - PASO INFERIOR SOBRE ACEQUIA - 2,355;BIF. CANFRANC-HOYA DE HUESCA, U;2,355;;204;BIF. CANFRANC - CANFRANC;6,;1;PASO INFERIOR SOBRE ACEQUIA;5,;2,355;Sin definir;;BF/HH-002355;27/06/2018;INGRID;0,6;2;No;;;No;1,8;;;Sí;No;No;Sí;No;No;No;5,2;HA;Hormigón. Losa Fábrica;No hay;No hay;Vehículo Automóvil;Rural;Hormigón. Hormigón armado;;HM;Hormigón Monobloque;54;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;No;No;2;0;71198737,;466438626,;71198737,;466438626,;1016340;022040020;HOYA DE HUESCA-AGUJA KM. 2,3-AYERBE                                                                                             ;2,296;4,31
12108;Caspe - VIA;;OPF - 210 - 2400 - P.I. ESTACIÓN DE CHIPRANA - 442,836;MIRAFLORES-REUS, U;442,836;;210;MIRAFLORES - SANT VICENÇ DE CALDERS;4,;1;P.I. ESTACIÓN DE CHIPRANA;3,9;442,836;115;;MA/BA-442836;25/02/2025;E951963;;3;No;2,;2,5;No;2,5;;;No;No;No;No;Sí;No;No;3,9;HA;Hormigón. Losa Fábrica;Ambos lados;Izquierdo;Sin definir;Rural;Hormigón. Losa de Carriles;Balasto;KD-54;Hormigón Monobloque;60;Sólo Contracarriles;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;Sí;No;2;0;73861773,;456856844,;73861773,;456856844,;100016609;022100080;ESCATRON-CASPE                                                                                                                  ;430,355;453,043
12106;Zaragoza - VIA;;OPF - 210 - 2400 - PASO INFERIOR SOBRE CANAL - 359,048;MIRAFLORES-REUS, U;359,048;;210;MIRAFLORES - SANT VICENÇ DE CALDERS;10,;1;PASO INFERIOR SOBRE CANAL;7,18;359,048;125;;MA/BA-359048;27/06/2018;INGRID;1,2;1;Sí;1,8;5,4;No;1,8;17,;400,;Sí;No;No;Sí;Sí;No;No;9,02;HA;Hormigón. Tableros de vigas;No hay;Ambos lados;Vehículo Automóvil;Rural;Hormigón. Hormigón armado;Balasto;J-2;Hormigón Bibloque;54;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;Sí;No;2;0;69015808,05;460336867,97;69054825,;460314044,;100017073;022100040;LA CARTUJA-AGUJA KM. 351,1-LA ZAIDA-SASTAGO                                                                                     ;351,1;396,825
12106;Zaragoza - VIA;;OPF - 210 - 2400 - PASO INFERIOR SOBRE CANAL - 360,124;MIRAFLORES-REUS, U;360,124;;210;MIRAFLORES - SANT VICENÇ DE CALDERS;8,;1;PASO INFERIOR SOBRE CANAL;6,13;360,124;125;;MA/BA-360124;27/06/2018;INGRID;1,;1;Sí;1,7;5,5;No;1,8;17,;400,;Sí;No;No;Sí;Sí;No;No;7,18;HA;Hormigón. Tableros de vigas;No hay;Ambos lados;Vehículo Automóvil;Rural;Hormigón. Hormigón armado;Balasto;RN;Hormigón Bibloque;45;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;Sí;No;2;0;69101848,;460286216,;69101848,;460286216,;100017026;022100040;LA CARTUJA-AGUJA KM. 351,1-LA ZAIDA-SASTAGO                                                                                     ;351,1;396,825
13113;Reus - VIA;;OPF - 210 - 2410 - P.I. AVD. DE LA GENERALIDA - 93,875;REUS-TARRAGONA, I;93,875;;210;MIRAFLORES - SANT VICENÇ DE CALDERS;13,;1;P.I. AVD. DE LA GENERALIDA;12,;94,309;Sin definir;;LR/TA-093875;21/10/2024;ACT_LUZ_VANOS_PUENTES;1,;2;No;;;No;1,8;15,5;600,;Sí;No;No;Sí;Sí;No;No;12,;HA;Hormigón. Marcos o Pórticos;Ambos lados;Ambos lados;Vehículo Automóvil;Industrial;Hormigón. Hormigón armado;;HM;Hormigón Monobloque;54;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;Sí;No;2;0;84799477,;456042413,;84799477,;456042413,;1016736;022100135;BIF. VILA-SECA-AGUJA CLASIF. KM. 100,4.                                                                                         ;93,346;100,4
13111;Tarragona - VIA;;OPF - 210 - 300050 - Camí de l´Ermita de Bará - 19,735;TARRAGONA-S. VICENT DE C., I;19,735;;210;MIRAFLORES - SANT VICENÇ DE CALDERS;5,;1;Camí de l´Ermita de Bará;3,;19,735;Sin definir;;TA/FR-019735;20/04/2022;9728445;;2;No;;;No;;;;No;No;No;No;Sí;No;No;3,;HA;Sin definir;Sin definir;Sin definir;Vehículo Automóvil;Sin definir;Sin definir;;Sin definir;Sin definir;Sin definir;Sin definir;Sin definir;D4;No;No aplica;Desconocido;No aplica;No;Sí;No;2;0;87525157,;456722931,;87525157,;456722931,;106351735;022100150;TARRAGONA - SANT VICENÇ DE CALDERS                                                                                              ;0,597;25,355
12106;Zaragoza - VIA;;OPF - 214 - 200289 - P.I. SOBRE CAMINO RURAL-I - 12,12;RONDA SUR  (BIF. TERUEL - BIF. LA CARTUJA), U;12,12;;214;CIM ZARAGOZA-LA CARTUJA;28,;1;P.I. SOBRE CAMINO RURAL-I;8,;12,12;Sin definir;;ZA/LJ-012120;30/08/2024;ACT_LUZ_VANOS_PUENTES;0,8;4;No;;;No;1,8;;;Sí;No;No;Sí;Sí;No;No;8,75;HA;Hormigón. Marcos o Pórticos;No hay;Ambos lados;Vehículo Automóvil;Rural;Hormigón. Hormigón armado;;HM;Hormigón Monobloque;54;No hay;Superior;Sin definir;Sí;No aplica;Desconocido;No aplica;No;Sí;No;2;0;67099711,;460917948,;67099711,;460917948,;1016590;022140050;BIF. TERUEL-LA CARTUJA-AGUJA KM. 23,3                                                                                           ;11,8;23,361
